Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
0.0,0.4,1742500000.0,,,907900000.0,552100000.0,13358600000.0,1742500000.0,1190400000.0,-365800000.0,365800000.0,907900000.0,907900000.0,17557300000.0,,,,,907900000.0,907900000.0,0.0,907900000.0,2300000.0,905600000.0,905600000.0,-81000000.0,824600000.0,45000000.0,,-365800000.0,365800000.0,1145400000.0,4198700000.0,2405900000.0,552100000.0,552100000.0,5344100000.0,13358600000.0,18702700000.0,18702700000.0,2024-03-31,
0.0,0.3,1149300000.0,,,202800000.0,560000000.0,13831400000.0,1149300000.0,589300000.0,-388600000.0,388600000.0,202800000.0,202800000.0,16859700000.0,1192941176.0,1192941176.0,0.17,0.17,202800000.0,202800000.0,0.0,202800000.0,2000000.0,200800000.0,200800000.0,-100000.0,200700000.0,42700000.0,,-388600000.0,388600000.0,546600000.0,3028300000.0,1435400000.0,560000000.0,560000000.0,3574900000.0,13831400000.0,17406300000.0,17406300000.0,2023-12-31,
0.0,8.1e-05,-252800000.0,,,-1231400000.0,559300000.0,10014900000.0,-252800000.0,-812100000.0,-416700000.0,416700000.0,-1231400000.0,-1231400000.0,12445100000.0,1243838384.0,1243838384.0,-0.99,-0.99,-1231400000.0,-1231400000.0,0.0,-1231400000.0,2700000.0,-1228700000.0,-1228700000.0,-100000.0,-1228800000.0,300100000.0,,-416700000.0,416700000.0,-1112200000.0,2430200000.0,968400000.0,559300000.0,559300000.0,1318000000.0,10014900000.0,11332900000.0,11332900000.0,2023-09-30,
0.0,0.3,2302200000.0,0.0,0.0,1309100000.0,525300000.0,15456200000.0,2302200000.0,1776900000.0,-503400000.0,503400000.0,1309100000.0,1309100000.0,18814100000.0,,,,,1309100000.0,1309100000.0,0.0,1309100000.0,-200000.0,1309100000.0,1309100000.0,-35600000.0,1273500000.0,52300000.0,0.0,-503400000.0,503400000.0,1724600000.0,3357900000.0,1628700000.0,525300000.0,525300000.0,5082500000.0,15456200000.0,20538700000.0,20538700000.0,2023-03-31,
0.0,0.3,904200000.0,0.0,0.0,-583600000.0,537500000.0,11079600000.0,904200000.0,366700000.0,-949800000.0,949800000.0,-583600000.0,-583600000.0,13968700000.0,1241702128.0,1241702128.0,-0.47,-0.47,-583600000.0,-583600000.0,0.0,-583600000.0,100000.0,-583700000.0,-583700000.0,600000.0,-583100000.0,27000000.0,0.0,-949800000.0,949800000.0,339700000.0,2889100000.0,1402100000.0,537500000.0,537500000.0,3228800000.0,11079600000.0,14308400000.0,14308400000.0,2022-12-31,
0.0,0.3,323300000.0,,,-556100000.0,537800000.0,11793800000.0,323300000.0,-214500000.0,-292700000.0,292700000.0,-556100000.0,-664900000.0,14118300000.0,1254528302.0,1254528302.0,-0.53,-0.53,-664900000.0,-664900000.0,0.0,-664900000.0,5600000.0,-670500000.0,-561700000.0,54500000.0,-507200000.0,47000000.0,,-292700000.0,292700000.0,-261500000.0,2324500000.0,942700000.0,537800000.0,537800000.0,2063000000.0,11793800000.0,13856800000.0,13856800000.0,2024-06-30 00:00:00,-108800000.0
0.0,0.000134,253400000.0,,,-743400000.0,553300000.0,11413700000.0,253400000.0,-299900000.0,-447100000.0,447100000.0,-743400000.0,-743400000.0,13933500000.0,1239000000.0,1239000000.0,-0.6,-0.6,-743400000.0,-743400000.0,0.0,-743400000.0,3500000.0,-746900000.0,-746900000.0,-100000.0,-747000000.0,32300000.0,,-447100000.0,447100000.0,-332200000.0,2519800000.0,1080000000.0,553300000.0,553300000.0,2187600000.0,11413700000.0,13601300000.0,13601300000.0,2023-06-30 00:00:00,0.0
