Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
73436928.0,73436928.0,3887100000.0,5441400000.0,60731600000.0,66189600000.0,1688900000.0,60731600000.0,7100000.0,60755300000.0,64183100000.0,60755300000.0,60755300000.0,60020900000.0,,,734400000.0,734400000.0,19478600000.0,12032900000.0,,7188800000.0,3434300000.0,6500000.0,3427800000.0,1409800000.0,7445700000.0,738400000.0,2007100000.0,600000.0,2006500000.0,,150800000.0,3846800000.0,,,100300000.0,3746500000.0,80233900000.0,71099300000.0,391600000.0,,20407200000.0,20407200000.0,1381600000.0,1381600000.0,23700000.0,23700000.0,47096900000.0,,47096900000.0,948900000.0,46148000000.0,,,,,9134600000.0,1222700000.0,,,4072600000.0,,,,,8400000.0,,1776500000.0,,,2054400000.0,507200000.0,1547200000.0,,,2024-03-31
73436928.0,73436928.0,3813300000.0,5349700000.0,59970400000.0,65342200000.0,3378600000.0,59970400000.0,6800000.0,59999300000.0,63981500000.0,59999300000.0,59999300000.0,59264900000.0,,,734400000.0,734400000.0,22266100000.0,12937600000.0,,7606100000.0,3988700000.0,6500000.0,3982200000.0,1342800000.0,9328500000.0,1102200000.0,1361000000.0,300000.0,1360700000.0,,146800000.0,4394300000.0,,,100300000.0,4294000000.0,82265400000.0,69558300000.0,485600000.0,,17901100000.0,17901100000.0,1903700000.0,1903700000.0,28900000.0,28900000.0,47343700000.0,,47343700000.0,392700000.0,46951000000.0,,,,,12707100000.0,1909900000.0,,,5248400000.0,,,,,7800000.0,,1366200000.0,,,4174800000.0,2645200000.0,1529600000.0,,,2023-09-30
73436928.0,73436928.0,1402654000.0,5965325000.0,61358116000.0,67350291000.0,5699086000.0,61358116000.0,7233000.0,61392199000.0,65980791000.0,61392199000.0,61392199000.0,60657800000.0,22370771000.0,2342318000.0,734384000.0,734384000.0,21955284000.0,13556783000.0,1324744000.0,7636818000.0,4595221000.0,6629000.0,4588592000.0,1324800000.0,8398501000.0,352338000.0,1370104000.0,604000.0,1369500000.0,147767000.0,147800000.0,5275887000.0,216667000.0,20622000.0,100252000.0,4938346000.0,83347483000.0,69249896000.0,1094900000.0,232947000.0,15675374000.0,15675374000.0,2427582000.0,2427582000.0,34083000.0,34083000.0,48842935000.0,-12850842000.0,61693777000.0,6380986000.0,1822861000.0,49689289000.0,3790366000.0,10275000.0,0.0,14097587000.0,650200000.0,20622000.0,1077268000.0,4607251000.0,45223000.0,1762573000.0,267453000.0,2532002000.0,411313000.0,92183000.0,2845631000.0,-337644000.0,3183275000.0,5043319000.0,487881000.0,4555438000.0,3950000000.0,605438000.0,2023-03-31
