Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
14800000.0,14800000.0,64474000.0,100585000.0,1745275000.0,1832401000.0,707998000.0,1745275000.0,31584000.0,1763400000.0,1763400000.0,1763400000.0,1763400000.0,1615400000.0,,,148000000.0,148000000.0,343967000.0,186046000.0,42000.0,,100177000.0,31584000.0,31584000.0,0.0,24327000.0,157921000.0,20624000.0,,69001000.0,69001000.0,,906000.0,67390000.0,,,402000.0,66988000.0,2107367000.0,1241447000.0,74667000.0,,,928829000.0,928829000.0,,18125000.0,,219826000.0,,219826000.0,219826000.0,,,,,865919000.0,77957000.0,,,550104000.0,,,,14675000.0,,218656000.0,,,4527000.0,4527000.0,,2024-03-31
14800000.0,14800000.0,,30173000.0,1782192000.0,1805133000.0,742840000.0,1782192000.0,27597000.0,1802557000.0,1802557000.0,1802557000.0,1802557000.0,1654557000.0,,,148000000.0,148000000.0,358333000.0,165921000.0,-11000.0,,80632000.0,27597000.0,27597000.0,0.0,22647000.0,192412000.0,20147000.0,,2576000.0,2576000.0,,1690000.0,167999000.0,,,6675000.0,161324000.0,2160890000.0,1225639000.0,76495000.0,,,906195000.0,906195000.0,,20365000.0,,222584000.0,,222584000.0,222584000.0,,,,,935252000.0,111149000.0,,,564616000.0,,,,15954000.0,,237245000.0,,,6288000.0,6288000.0,,2023-09-30
14800000.0,14800000.0,27326000.0,65354000.0,1695413000.0,1756948000.0,667975000.0,1695413000.0,26409000.0,1718003000.0,1718003000.0,1718003000.0,1718003000.0,1570004000.0,967744000.0,517119000.0,148000000.0,148000000.0,434987000.0,178824000.0,1000.0,24293000.0,88413000.0,26409000.0,26409000.0,0.0,24293000.0,256163000.0,5233000.0,3376000.0,38945000.0,38945000.0,1693000.0,1693000.0,206916000.0,20194000.0,234000.0,3376000.0,186488000.0,2152990000.0,1228852000.0,71990000.0,5000.0,36964000.0,867759000.0,100009000.0,767750000.0,22590000.0,22590000.0,229544000.0,-79681000.0,309225000.0,32292000.0,205105000.0,39757000.0,32071000.0,0.0,924138000.0,97221000.0,1347000.0,19648000.0,610855000.0,340164000.0,163770000.0,106921000.0,1752000.0,89861000.0,189056000.0,-2679000.0,191735000.0,11619000.0,11619000.0,11619000.0,2023-03-31
