Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Interest Income,Interest Income Non Operating
30172010.298521,0.080024,123713000.0,377035000.0,377035000.0,416276000.0,41233000.0,883777000.0,500748000.0,459515000.0,-4304000.0,4304000.0,69413010.298521,372777000.0,1037590000.0,,,,,372777000.0,372777000.0,0.0,372777000.0,-2507000.0,375284000.0,-43499000.0,418783000.0,36428000.0,455211000.0,58256000.0,377035000.0,-377035000.0,-4304000.0,4304000.0,23295000.0,153813000.0,112580000.0,41233000.0,41233000.0,177108000.0,883777000.0,1060885000.0,1060885000.0,2024-03-31,,
0.0,0.3,85409000.0,0.0,0.0,41232000.0,10847000.0,921384000.0,85409000.0,74562000.0,-6404000.0,6404000.0,41232000.0,-11351000.0,1086183000.0,232135106.0,232135106.0,-0.07,-0.07,-11351000.0,-11351000.0,0.0,-11351000.0,5677000.0,-17028000.0,-52583000.0,35555000.0,32603000.0,68158000.0,58994000.0,0.0,,-6404000.0,6404000.0,15568000.0,164799000.0,153952000.0,10847000.0,10847000.0,180367000.0,921384000.0,1101751000.0,1101751000.0,2023-12-31,,
-10038882.909099,0.353793,134934000.0,-28375000.0,-28375000.0,50928000.0,9925000.0,919445000.0,106559000.0,96634000.0,-4193000.0,4193000.0,69264117.090901,-26063000.0,1095531000.0,231563106.0,231563106.0,-0.07,-0.07,-26063000.0,-26063000.0,0.0,-26063000.0,-8808000.0,-17255000.0,-76991000.0,59736000.0,32705000.0,92441000.0,94087000.0,-28375000.0,28375000.0,-4193000.0,4193000.0,30912000.0,176086000.0,166161000.0,9925000.0,9925000.0,206998000.0,919445000.0,1126443000.0,1126443000.0,2023-09-30,,
-184005600.0,0.3,547583000.0,-613352000.0,-613352000.0,-203148000.0,103171000.0,6542650000.0,-65769000.0,-168940000.0,169283000.0,7569000.0,226198400.0,-13827000.0,6534016000.0,,,,,-13827000.0,-13827000.0,0.0,-13827000.0,4256000.0,-18086000.0,189321000.0,-207407000.0,30898000.0,-176509000.0,-49039000.0,-613352000.0,,169283000.0,7569000.0,376571000.0,-8634000.0,-594924000.0,103171000.0,42673000.0,367937000.0,6542650000.0,6910587000.0,6910587000.0,2023-03-31,,
0.0,0.3,46420000.0,0.0,0.0,-1898000.0,58165000.0,905883000.0,46420000.0,-11745000.0,-2418000.0,2418000.0,-1898000.0,-66810000.0,1135867000.0,230379310.0,230379310.0,-0.29,-0.29,-66810000.0,-66810000.0,0.0,-66810000.0,1915000.0,-68724000.0,-64912000.0,-3812000.0,-10351000.0,-14163000.0,60423000.0,0.0,,-2418000.0,2418000.0,-71132000.0,229984000.0,171819000.0,58165000.0,58165000.0,158852000.0,905883000.0,1064735000.0,1064735000.0,2022-12-31,,
0.0,0.290578,79129000.0,0.0,0.0,44237000.0,12390000.0,919837000.0,79129000.0,66739000.0,9995000.0,3613000.0,44237000.0,1873000.0,1105183000.0,187300000.0,187300000.0,0.01,0.01,1873000.0,1873000.0,0.0,1873000.0,-546000.0,2419000.0,-42364000.0,44783000.0,18343000.0,63126000.0,60036000.0,0.0,,9995000.0,3613000.0,-6905000.0,185346000.0,165439000.0,12390000.0,12390000.0,178441000.0,919837000.0,1098278000.0,1098278000.0,2024-06-30 00:00:00,13608000.0,13608000.0
-3916900.112463,0.064002,65992000.0,-61200000.0,-61200000.0,-4787000.0,9268000.0,934799000.0,4792000.0,-4476000.0,3527000.0,5305000.0,52496099.887537,-218617000.0,1105039000.0,227726042.0,227726042.0,-0.96,-0.96,-218617000.0,-218617000.0,0.0,-218617000.0,4368000.0,-222985000.0,-213830000.0,-9155000.0,-626000.0,-9781000.0,48622000.0,-61200000.0,61200000.0,3527000.0,5305000.0,138000.0,170240000.0,158222000.0,9268000.0,9268000.0,170378000.0,934799000.0,1105177000.0,1105177000.0,2023-06-30 00:00:00,8832000.0,8832000.0
