Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
36000000.0,36000000.0,3419883000.0,4550901000.0,9137909000.0,13699600000.0,4521491000.0,9137909000.0,9148699000.0,9565691000.0,9148699000.0,0.0,9148699000.0,8788699000.0,,,360000000.0,360000000.0,11218771000.0,443635000.0,,416992000.0,416992000.0,26643000.0,10775136000.0,2165587000.0,4133909000.0,4133909000.0,31415000.0,4200318000.0,,,,4200318000.0,20367470000.0,5070843000.0,68272000.0,,193861000.0,1561591000.0,1561591000.0,,,,10790000.0,,3236329000.0,,3236329000.0,28808000.0,3207521000.0,,,,,15296627000.0,1295451000.0,,,3178311000.0,,,,34915000.0,12400000.0,3421186000.0,,,7354364000.0,6223346000.0,1131018000.0,,,2024-03-31
36000000.0,36000000.0,3452587000.0,3998306000.0,8672205000.0,12682365000.0,3818855000.0,8672205000.0,8684059000.0,8909068000.0,8684059000.0,0.0,8684059000.0,8324059000.0,,,360000000.0,360000000.0,12122063000.0,244702000.0,,225009000.0,225009000.0,19693000.0,11877361000.0,3178238000.0,3773297000.0,3773297000.0,23681000.0,4370621000.0,,,19077000.0,4351544000.0,20806122000.0,5109906000.0,43269000.0,,143328000.0,1693367000.0,1693367000.0,,,,11854000.0,,3218088000.0,,3218088000.0,123783000.0,3094305000.0,,,,,15696216000.0,1959669000.0,,,2451488000.0,,,,35239000.0,0.0,4648048000.0,,,6601772000.0,6056053000.0,545719000.0,,,2023-09-30
36000000.0,36000000.0,508743000.0,1449813000.0,7998038000.0,9459738000.0,3579671000.0,7998038000.0,8009925000.0,8390506000.0,8009925000.0,0.0,8009925000.0,7649925000.0,6207447000.0,1348868000.0,360000000.0,360000000.0,9644057000.0,401960000.0,21379000.0,380581000.0,380581000.0,21379000.0,9242097000.0,93402000.0,1069232000.0,1069232000.0,12863000.0,4480874000.0,797143000.0,575000.0,0.0,3683156000.0,17653982000.0,4832214000.0,72422000.0,110783000.0,129241000.0,1008245000.0,1008245000.0,4559000.0,4459000.0,100000.0,11887000.0,11887000.0,2561407000.0,-1749937000.0,4311344000.0,177350000.0,2384057000.0,3183704000.0,649237000.0,301053000.0,0.0,12821768000.0,184174000.0,575000.0,1276450000.0,1531226000.0,37964000.0,363468000.0,1129794000.0,2607672000.0,68004000.0,4666814000.0,-77599000.0,4744413000.0,2486853000.0,1545783000.0,941070000.0,848736000.0,92334000.0,2023-03-31
