Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.266896,446500000.0,,,128000000.0,125600000.0,3858900000.0,446500000.0,320900000.0,-146300000.0,146300000.0,128000000.0,128000000.0,4722500000.0,67015707.0,67015707.0,1.61,1.91,128000000.0,128000000.0,0.0,128000000.0,128000000.0,128000000.0,46600000.0,174600000.0,6500000.0,,-146300000.0,146300000.0,314400000.0,863600000.0,504200000.0,125600000.0,125600000.0,1178000000.0,3858900000.0,5036900000.0,5036900000.0
2024-03-31,0.0,0.231855,658900000.0,,,272000000.0,209300000.0,3791700000.0,658900000.0,449600000.0,-127400000.0,95500000.0,272000000.0,272000000.0,4902000000.0,,,,,223000000.0,223000000.0,0.0,272000000.0,272000000.0,272000000.0,82100000.0,354100000.0,-8000000.0,,-127400000.0,95500000.0,493800000.0,1110300000.0,-211100000.0,209300000.0,209300000.0,1604100000.0,3791700000.0,5395800000.0,5395800000.0
2023-12-31,0.0,0.254356,818200000.0,,,393700000.0,132400000.0,3274900000.0,818200000.0,685800000.0,-157800000.0,157800000.0,393700000.0,393700000.0,4253000000.0,62492063.0,62492063.0,4.96,6.3,393700000.0,393700000.0,0.0,393700000.0,393700000.0,393700000.0,134300000.0,528000000.0,6400000.0,,-157800000.0,157800000.0,682000000.0,978100000.0,660000000.0,132400000.0,132400000.0,1660100000.0,3274900000.0,4935000000.0,4935000000.0
2023-09-30,0.0,0.259928,520600000.0,,,164000000.0,124900000.0,3029500000.0,520600000.0,395700000.0,-174100000.0,174100000.0,164000000.0,164000000.0,3990900000.0,74208145.0,65338645.0,2.21,2.51,164000000.0,164000000.0,0.0,164000000.0,164000000.0,164000000.0,57600000.0,221600000.0,2100000.0,,-174100000.0,174100000.0,375500000.0,961400000.0,627300000.0,124900000.0,124900000.0,1336900000.0,3029500000.0,4366400000.0,4366400000.0
2023-06-30,0.0,0.252809,355000000.0,,,13300000.0,136100000.0,4292500000.0,355000000.0,218900000.0,-201100000.0,201100000.0,13300000.0,13300000.0,5178200000.0,60499050.0,60499050.0,0.02,0.02,13300000.0,13300000.0,0.0,13300000.0,13300000.0,13300000.0,4500000.0,17800000.0,4600000.0,,-201100000.0,201100000.0,214300000.0,885700000.0,536900000.0,136100000.0,136100000.0,1100000000.0,4292500000.0,5392500000.0,5392500000.0
2023-03-31,,,,10600000.0,10600000.0,,,,,,,,,,,,,,,,,,,,,,,,10500000.0,,,,,,,,,,,
