Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,623810000.0,0.0,0.0,-10750000.0,446700000.0,1571760000.0,623810000.0,177110000.0,-186100000.0,186100000.0,-10750000.0,-10750000.0,2879940000.0,,,,,,-10750000.0,-10750000.0,0.0,-10750000.0,-10380000.0,-370000.0,-370000.0,-8620000.0,-8990000.0,76510000.0,0.0,,,-186100000.0,186100000.0,100600000.0,1308180000.0,,446700000.0,446700000.0,,1408780000.0,1571760000.0,2980540000.0,2980540000.0,2024-03-31
0.0,0.355449,679480000.0,0.0,0.0,43440000.0,414440000.0,1785050000.0,679480000.0,265040000.0,-189980000.0,189980000.0,43440000.0,43440000.0,3060150000.0,860660000.0,38785714.0,38785714.0,1.12,1.12,43440000.0,43440000.0,0.0,43440000.0,-4940000.0,48380000.0,48380000.0,26680000.0,75060000.0,16440000.0,0.0,,,-189980000.0,189980000.0,248600000.0,1275100000.0,,414440000.0,414440000.0,860660000.0,1523700000.0,1785050000.0,3308750000.0,3308750000.0,2023-12-31
0.0,0.212625,486460000.0,0.0,0.0,-123660000.0,442890000.0,1747190000.0,486460000.0,43570000.0,-195010000.0,195010000.0,-123660000.0,-123660000.0,3016110000.0,,39009464.0,39009464.0,-3.17,-3.17,-123660000.0,-123660000.0,0.0,-123660000.0,-4420000.0,-119240000.0,-119240000.0,-32200000.0,-151440000.0,42720000.0,0.0,,,-195010000.0,195010000.0,850000.0,1268920000.0,826030000.0,442890000.0,442890000.0,,1269770000.0,1747190000.0,3016960000.0,3016960000.0,2023-09-30
8110963.32786,0.260719,476490000.0,31110000.0,31110000.0,-43120000.0,374940000.0,1883200000.0,507600000.0,132660000.0,-187470000.0,187470000.0,-66119036.67214,-43120000.0,3146180000.0,,38846847.0,38846847.0,-1.11,-1.11,-43120000.0,-43120000.0,0.0,-43120000.0,-2600000.0,-40520000.0,-40520000.0,-14290000.0,-54810000.0,8880000.0,31110000.0,-40170000.0,9060000.0,-187470000.0,187470000.0,92670000.0,1262980000.0,888040000.0,374940000.0,374940000.0,,1355650000.0,1883200000.0,3238850000.0,3238850000.0,2023-06-30
-2824122.454731,0.182555,398170000.0,-15470000.0,-15470000.0,-118210000.0,366480000.0,1906370000.0,382700000.0,16220000.0,-123260000.0,158150000.0,-105564122.454731,-118210000.0,2758540000.0,-2011440000.0,,,,,-118210000.0,-118210000.0,0.0,-118210000.0,-2190000.0,-116020000.0,-116020000.0,-25910000.0,-141930000.0,22430000.0,-15470000.0,,,-123260000.0,158150000.0,40960000.0,852170000.0,,366480000.0,360920000.0,-2011440000.0,893130000.0,1906370000.0,2799500000.0,2799500000.0,2023-03-31
,,,,,,,,,,,,,,,881420000.0,39578313.0,38875740.0,1.66,1.69,,,,,,,,,,,,,,,,,,,,,881420000.0,,,,,2022-12-31
0.0,0.209175,535700000.0,,,-48600000.0,404540000.0,1703870000.0,535700000.0,131160000.0,-186090000.0,186090000.0,-48600000.0,-48600000.0,2952470000.0,844060000.0,39193548.0,39193548.0,-1.24,-1.24,-48600000.0,-48600000.0,0.0,-48600000.0,-5160000.0,-43440000.0,-43440000.0,-11490000.0,-54930000.0,26740000.0,,,,-186090000.0,186090000.0,104420000.0,1248600000.0,,404540000.0,404540000.0,844060000.0,1353020000.0,1703870000.0,3056890000.0,3056890000.0,2024-06-30 00:00:00
