Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges,Other Special Charges
0.0,0.25446,7602000000.0,5054000000.0,785000000.0,32744000000.0,7602000000.0,6817000000.0,-34000000.0,34000000.0,5054000000.0,5054000000.0,42637000000.0,355665025.0,355665025.0,14.21,14.21,5054000000.0,5054000000.0,0.0,5054000000.0,-3000000.0,5057000000.0,,5057000000.0,1726000000.0,6783000000.0,1641000000.0,-34000000.0,34000000.0,5176000000.0,9893000000.0,3912000000.0,785000000.0,785000000.0,15069000000.0,32744000000.0,47813000000.0,47813000000.0,2023-12-31,,,,
0.0,0.249967,8456000000.0,5713000000.0,786000000.0,41027000000.0,8456000000.0,7670000000.0,-49000000.0,49000000.0,5713000000.0,5713000000.0,50994000000.0,355950156.0,355950156.0,16.05,16.05,5713000000.0,5713000000.0,0.0,5713000000.0,-3000000.0,5716000000.0,0.0,5716000000.0,1905000000.0,7621000000.0,1455000000.0,-49000000.0,49000000.0,6216000000.0,9967000000.0,4907000000.0,786000000.0,786000000.0,16183000000.0,41027000000.0,57210000000.0,57210000000.0,2023-09-30,,,,
0.0,0.249218,6990000000.0,4555000000.0,876000000.0,32843000000.0,6990000000.0,6114000000.0,-43000000.0,43000000.0,4555000000.0,4555000000.0,43255000000.0,355859375.0,355859375.0,12.8,12.8,4555000000.0,4555000000.0,0.0,4555000000.0,-3000000.0,4558000000.0,,4558000000.0,1513000000.0,6071000000.0,1324000000.0,-43000000.0,43000000.0,4790000000.0,10412000000.0,5274000000.0,876000000.0,876000000.0,15202000000.0,32843000000.0,48045000000.0,48045000000.0,2023-06-30,,,,
0.0,0.273483,7378000000.0,4714000000.0,785000000.0,33254000000.0,7378000000.0,6593000000.0,-99000000.0,99000000.0,4714000000.0,4714000000.0,42474000000.0,355505279.0,355505279.0,13.26,13.26,4714000000.0,4714000000.0,0.0,4714000000.0,-4000000.0,4718000000.0,0.0,4718000000.0,1776000000.0,6494000000.0,1166000000.0,-99000000.0,99000000.0,5427000000.0,9220000000.0,4035000000.0,785000000.0,785000000.0,14647000000.0,33254000000.0,47901000000.0,47901000000.0,2023-03-31,,,,
0.0,0.255031,7009000000.0,4627000000.0,761000000.0,26702000000.0,7009000000.0,6248000000.0,-37000000.0,37000000.0,4627000000.0,4627000000.0,34405000000.0,356197075.0,356197075.0,12.99,12.99,4627000000.0,4627000000.0,0.0,4627000000.0,0.0,4627000000.0,0.0,4627000000.0,1584000000.0,6211000000.0,1017000000.0,-37000000.0,37000000.0,5231000000.0,7703000000.0,2494000000.0,761000000.0,761000000.0,12934000000.0,26702000000.0,39636000000.0,39636000000.0,2022-12-31,,,,
0.0,0.26204,11993000000.0,8025000000.0,800000000.0,38838000000.0,11993000000.0,11193000000.0,-313000000.0,313000000.0,8025000000.0,8025000000.0,48828000000.0,355875831.0,355875831.0,22.55,22.55,8025000000.0,8025000000.0,0.0,8025000000.0,-4000000.0,8029000000.0,,8029000000.0,2851000000.0,10880000000.0,3210000000.0,-313000000.0,313000000.0,7982000000.0,9990000000.0,4980000000.0,800000000.0,800000000.0,17972000000.0,38838000000.0,56810000000.0,56810000000.0,2024-03-31 00:00:00,,,,
6631287.128713,0.236832,8455000000.0,5777000000.0,855000000.0,34642000000.0,8483000000.0,7628000000.0,-53000000.0,53000000.0,5755631287.128713,5777000000.0,45408000000.0,355726601.0,355726601.0,16.24,16.24,5777000000.0,5777000000.0,0.0,5777000000.0,-4000000.0,5781000000.0,,5781000000.0,1794000000.0,7575000000.0,1540000000.0,-53000000.0,53000000.0,6060000000.0,10766000000.0,4580000000.0,855000000.0,855000000.0,16826000000.0,34642000000.0,51468000000.0,51468000000.0,2024-06-30 00:00:00,28000000.0,28000000.0,28000000.0,-28000000.0
