Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
41159991.0,41159991.0,4623476000.0,4773945000.0,2635388000.0,7409649000.0,6700577000.0,2635388000.0,2635704000.0,6796502000.0,3177713000.0,542009000.0,2635704000.0,2130017000.0,,,505687000.0,505687000.0,8732348000.0,4174579000.0,,4160798000.0,4160798000.0,13781000.0,4557769000.0,139674000.0,613147000.0,613147000.0,44049000.0,638698000.0,,,638698000.0,11910061000.0,651715000.0,,2238000.0,438984000.0,438984000.0,16000.0,,116465000.0,316000.0,,93696000.0,,,,,,,11258346000.0,484830000.0,,9462348000.0,5551353000.0,3910995000.0,,,704000.0,34156000.0,1038629000.0,237679000.0,87210000.0,150469000.0,,,2024-03-31
41159991.0,41159991.0,4055901000.0,4273080000.0,2337346000.0,6610808000.0,6188811000.0,2337346000.0,2337728000.0,6339722000.0,2767729000.0,430001000.0,2337728000.0,1926128000.0,,,411600000.0,411600000.0,8474374000.0,4068571000.0,,4001994000.0,4001994000.0,,4405803000.0,124419000.0,271086000.0,271086000.0,25443000.0,498250000.0,,,498250000.0,11242103000.0,647489000.0,,2000000.0,426725000.0,426725000.0,16000.0,,116465000.0,382000.0,,101901000.0,,,,,,,10594614000.0,411817000.0,,8706148000.0,4999837000.0,3706311000.0,,,561000.0,65506000.0,1134293000.0,276289000.0,59110000.0,217179000.0,,,2023-09-30
41159991.0,41159991.0,3275368000.0,3354979000.0,2097373000.0,5452686000.0,5011212000.0,2097373000.0,2097707000.0,5273277000.0,2456222000.0,358515000.0,2097707000.0,1686107000.0,1633589000.0,52440000.0,411600000.0,411600000.0,7871923000.0,3175570000.0,0.0,3175570000.0,3175570000.0,,4696353000.0,590500000.0,179409000.0,179409000.0,17379000.0,780155000.0,34283000.0,0.0,745872000.0,10328145000.0,620580000.0,399038000.0,1298000.0,6000.0,6000.0,10000.0,10000.0,116465000.0,334000.0,334000.0,103429000.0,-116020000.0,219449000.0,-1000.0,218008000.0,1442000.0,0.0,9707565000.0,1677000.0,773243000.0,7770477000.0,,3094331000.0,4619436000.0,56710000.0,5918000.0,202875000.0,851723000.0,101652000.0,22041000.0,79611000.0,31898000.0,47713000.0,2023-03-31
