Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Preferred Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Cash Equivalents
42885322.0,42885322.0,,144910000.0,5743280000.0,6605920000.0,5339570000.0,5743280000.0,144910000.0,6605920000.0,,6605920000.0,6605920000.0,6605920000.0,6177070000.0,,,428850000.0,428850000.0,,819110000.0,134510000.0,,105140000.0,105140000.0,,29370000.0,684600000.0,169200000.0,,39770000.0,39770000.0,0.0,80320000.0,219700000.0,,60000000.0,159700000.0,7425030000.0,1400860000.0,2510000.0,,94260000.0,81210000.0,81210000.0,862640000.0,862640000.0,350320000.0,,350320000.0,68650000.0,281670000.0,,,,6024170000.0,684370000.0,,,982840000.0,,,,470000.0,443540000.0,,,3912950000.0,2229720000.0,1683230000.0,,2024-03-31,,
41670611.0,41670611.0,,135480000.0,5710220000.0,6314700000.0,5309750000.0,5710220000.0,135480000.0,6314700000.0,,6314700000.0,6314700000.0,6314700000.0,5898000000.0,,,416700000.0,416700000.0,0.0,771630000.0,132830000.0,,98840000.0,98840000.0,,33990000.0,638800000.0,160340000.0,87330000.0,36640000.0,36640000.0,0.0,85060000.0,245210000.0,,,245210000.0,7086330000.0,1137780000.0,830000.0,,64970000.0,171000000.0,171000000.0,604480000.0,604480000.0,287430000.0,,287430000.0,46720000.0,240710000.0,,,,5948550000.0,597010000.0,,,1274860000.0,,,,,256940000.0,,,3819740000.0,3607720000.0,212020000.0,,2023-09-30,,
41670611.0,41670611.0,838440000.0,1005590000.0,2782490000.0,4112250000.0,2342640000.0,2782490000.0,140550000.0,3247210000.0,670000.0,3247210000.0,3247210000.0,3247210000.0,304570000.0,369730000.0,2354540000.0,213370000.0,213370000.0,670000.0,1632090000.0,137800000.0,25070000.0,112730000.0,112730000.0,0.0,,1494290000.0,,66250000.0,892860000.0,27820000.0,865040000.0,63360000.0,206400000.0,66510000.0,,139890000.0,4879300000.0,1042370000.0,,28710000.0,52160000.0,219450000.0,219450000.0,464720000.0,464720000.0,271500000.0,-84840000.0,356340000.0,34090000.0,4660000.0,100900000.0,216690000.0,0.0,3836930000.0,511910000.0,110940000.0,514790000.0,1046820000.0,525100000.0,39130000.0,482590000.0,1740000.0,578160000.0,-11850000.0,590010000.0,1584480000.0,1557880000.0,26600000.0,26600000.0,2023-03-31,,
