Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Restructuring And Mergern Acquisition
-7242700.074571,0.158449,467370000.0,-45710000.0,-45710000.0,267470000.0,68540000.0,940250000.0,421660000.0,353120000.0,-17970000.0,17870000.0,23390000.0,305937299.925429,267470000.0,2226170000.0,3080000.0,267470000.0,267470000.0,0.0,267470000.0,-14660000.0,282130000.0,282130000.0,53120000.0,335250000.0,19430000.0,-37400000.0,-1080000.0,38480000.0,-17970000.0,23490000.0,17870000.0,23390000.0,357570000.0,1285920000.0,621820000.0,68540000.0,34070000.0,34470000.0,204590000.0,94920000.0,109670000.0,3080000.0,1643490000.0,940250000.0,2583740000.0,2583740000.0,2023-03-31,,,,,
-4306414.354764,0.193286,963210000.0,-22280000.0,-22280000.0,609190000.0,123600000.0,1386960000.0,940930000.0,817330000.0,-62180000.0,62180000.0,,627163585.645236,609190000.0,3499560000.0,,609190000.0,609190000.0,0.0,609190000.0,0.0,609190000.0,609190000.0,145960000.0,755150000.0,154530000.0,-22280000.0,,22280000.0,-62180000.0,,62180000.0,,685080000.0,2112600000.0,1167370000.0,123600000.0,,123600000.0,,,,,2797680000.0,1386960000.0,4184640000.0,4184640000.0,2024-06-30 00:00:00,105578856.0,104135043.0,5.77,5.85,
-13643556.290174,0.131276,729040000.0,-103930000.0,-103930000.0,478120000.0,61990000.0,1210390000.0,625110000.0,563120000.0,-18620000.0,18620000.0,,568406443.709826,478120000.0,2811750000.0,,478120000.0,478120000.0,0.0,478120000.0,5100000.0,473020000.0,473020000.0,71480000.0,544500000.0,33190000.0,-103930000.0,,103930000.0,-18620000.0,,18620000.0,,633860000.0,1601360000.0,924980000.0,61990000.0,,61990000.0,,,,,2235220000.0,1210390000.0,3445610000.0,3445610000.0,2023-06-30 00:00:00,108587787.0,108587787.0,4.403073,4.403073,
-13333779.462543,0.129354,827240000.0,-103080000.0,-103080000.0,466270000.0,150130000.0,1181150000.0,724160000.0,574030000.0,-30910000.0,41150000.0,26150000.0,556016220.537457,466270000.0,2706810000.0,3860000.0,466270000.0,466270000.0,0.0,466270000.0,2320000.0,463950000.0,463950000.0,68930000.0,532880000.0,-1140000.0,-117770000.0,,117760000.0,-30910000.0,15910000.0,41150000.0,26150000.0,693410000.0,1525660000.0,700890000.0,150130000.0,106390000.0,43740000.0,173080000.0,80080000.0,93000000.0,3860000.0,2219070000.0,1181150000.0,3400220000.0,3400220000.0,2024-03-31 00:00:00,,,,,0.0
