Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
256046535.0,256046535.0,,418200000.0,12429000000.0,12433700000.0,3832900000.0,12429000000.0,413900000.0,12429400000.0,12429400000.0,12429400000.0,12429400000.0,11917300000.0,512100000.0,512100000.0,23414500000.0,904900000.0,298600000.0,298600000.0,606300000.0,22509600000.0,7637800000.0,119600000.0,115300000.0,4300000.0,4555400000.0,9226900000.0,371000000.0,8855900000.0,35843900000.0,9501400000.0,2522400000.0,1017500000.0,83500000.0,83500000.0,75600000.0,400000.0,4040600000.0,4040600000.0,110600000.0,3930000000.0,26342500000.0,3159100000.0,,5891600000.0,1428100000.0,14375100000.0,1488600000.0,169200000.0,1319400000.0,2024-03-31
256046535.0,256046535.0,131200000.0,862300000.0,11348600000.0,11752700000.0,2879100000.0,11348600000.0,459000000.0,11349400000.0,11349400000.0,11349400000.0,11349400000.0,10837300000.0,512100000.0,512100000.0,21843500000.0,1415500000.0,345500000.0,345500000.0,1070000000.0,20428000000.0,6944500000.0,516800000.0,113500000.0,403300000.0,4371200000.0,8152200000.0,194500000.0,7957700000.0,33192900000.0,9885800000.0,2572600000.0,1205400000.0,83600000.0,83600000.0,76000000.0,800000.0,4093400000.0,4093400000.0,101600000.0,3991800000.0,23307100000.0,3433300000.0,,5832300000.0,,13541600000.0,499900000.0,227800000.0,272100000.0,2023-09-30
256046535.0,256046535.0,1751200000.0,2733300000.0,10726300000.0,12925000000.0,2019900000.0,10726300000.0,535400000.0,10727100000.0,10727100000.0,10727100000.0,10727100000.0,10215000000.0,512100000.0,512100000.0,26067500000.0,1431900000.0,411600000.0,411600000.0,1020300000.0,24635600000.0,6392000000.0,2321700000.0,123800000.0,2197900000.0,4719600000.0,10788400000.0,181700000.0,10606700000.0,36794600000.0,10139100000.0,2573900000.0,1339700000.0,85800000.0,85800000.0,76300000.0,800000.0,4222100000.0,4222100000.0,92100000.0,4130000000.0,26655500000.0,3862600000.0,0.0,6438600000.0,,15509600000.0,844700000.0,398000000.0,446700000.0,2023-03-31
