Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Ordinary Shares Number,Share Issued
151250000.0,7093080000.0,2448170000.0,2709050000.0,-1395930000.0,2448170000.0,6855880000.0,2471850000.0,2646880000.0,2471850000.0,2471850000.0,5090020000.0,-4075960000.0,1266270000.0,191520000.0,191520000.0,11050600000.0,6932350000.0,273230000.0,21380000.0,944590000.0,5693150000.0,5518120000.0,175030000.0,4118250000.0,155310000.0,1399930000.0,1337760000.0,62170000.0,117860000.0,40570000.0,1167410000.0,128780000.0,1038630000.0,13522450000.0,10800130000.0,-10000.0,0.0,1229200000.0,495570000.0,495570000.0,23680000.0,23680000.0,8643540000.0,-4690800000.0,13334340000.0,48640000.0,9255570000.0,1579410000.0,2450720000.0,0.0,2722320000.0,474310000.0,649240000.0,1860000.0,1860000.0,643060000.0,903910000.0,-30490000.0,934400000.0,524250000.0,438300000.0,85950000.0,22450000.0,63500000.0,2023-12-31,,
246180000.0,5541870000.0,1608020000.0,1945540000.0,-1538890000.0,1608020000.0,5223950000.0,1627620000.0,1829270000.0,1627620000.0,1627620000.0,5054810000.0,-3971260000.0,393650000.0,150420000.0,150420000.0,8887850000.0,5375950000.0,216950000.0,18800000.0,840050000.0,4300150000.0,4098500000.0,201650000.0,3511900000.0,124230000.0,1241720000.0,1125450000.0,116270000.0,151430000.0,33980000.0,975220000.0,184990000.0,790230000.0,10515470000.0,8542460000.0,,0.0,1061460000.0,262890000.0,262890000.0,19600000.0,19600000.0,6864650000.0,-3675990000.0,10540640000.0,7290000.0,7075610000.0,1454120000.0,2003620000.0,0.0,1973010000.0,,493820000.0,3310000.0,3310000.0,324940000.0,814760000.0,-30490000.0,845250000.0,336180000.0,264440000.0,71740000.0,35230000.0,36510000.0,2023-06-30,,
