Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Research And Development,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,640900000.0,0.0,0.0,957300000.0,11100000.0,520400000.0,640900000.0,629800000.0,-21800000.0,21800000.0,957300000.0,958100000.0,839900000.0,,,,,958100000.0,958100000.0,0.0,958100000.0,958100000.0,800000.0,957400000.0,-349400000.0,608000000.0,6900000.0,0.0,,-21800000.0,21800000.0,622500000.0,319500000.0,201400000.0,11100000.0,11100000.0,,942000000.0,520400000.0,1462400000.0,1462400000.0,2024-03-31
0.0,0.0,64100000.0,0.0,0.0,34900000.0,12000000.0,437100000.0,64100000.0,52100000.0,-17100000.0,17100000.0,34900000.0,34400000.0,742900000.0,191111111.0,191111111.0,0.18,0.18,34400000.0,34400000.0,0.0,34400000.0,34400000.0,-500000.0,35000000.0,0.0,35000000.0,4200000.0,0.0,,-17100000.0,17100000.0,47900000.0,305800000.0,200000000.0,12000000.0,12000000.0,,353700000.0,437100000.0,790800000.0,790800000.0,2023-12-31
0.0,0.0,5800000.0,0.0,0.0,-12900000.0,10900000.0,257400000.0,5800000.0,-5100000.0,-7800000.0,7800000.0,-12900000.0,-12700000.0,517000000.0,181428571.0,181428571.0,-0.07,-0.07,-12700000.0,-12700000.0,0.0,-12700000.0,-12700000.0,200000.0,-12900000.0,0.0,-12900000.0,4300000.0,0.0,,-7800000.0,7800000.0,-9300000.0,259600000.0,161500000.0,10900000.0,10900000.0,,250300000.0,257400000.0,507700000.0,507700000.0,2023-09-30
0.0,0.0,-500000.0,0.0,0.0,-15600000.0,10700000.0,289100000.0,-500000.0,-11200000.0,-4400000.0,4400000.0,-15600000.0,-15700000.0,547700000.0,196250000.0,196250000.0,-0.08,-0.08,-15700000.0,-15700000.0,0.0,-15700000.0,-15700000.0,-100000.0,-15600000.0,0.0,-15600000.0,3000000.0,0.0,,-4400000.0,4400000.0,-14200000.0,258600000.0,157800000.0,10700000.0,10700000.0,496400000.0,244400000.0,289100000.0,533500000.0,533500000.0,2023-06-30
0.0,0.0,-44000000.0,0.0,0.0,-59200000.0,10400000.0,150200000.0,-44000000.0,-54400000.0,-4800000.0,4800000.0,-59200000.0,-59000000.0,443700000.0,,,,,-59000000.0,-59000000.0,0.0,-59000000.0,-59000000.0,200000.0,-59200000.0,0.0,-59200000.0,7500000.0,0.0,,-4800000.0,4800000.0,-62100000.0,293500000.0,195500000.0,10400000.0,10400000.0,,231400000.0,150200000.0,381600000.0,381600000.0,2023-03-31
,,,,,,,,,,,,,,,194166667.0,194166667.0,-0.12,-0.12,,,,,,,,,,,,31500000.0,,,,,,,,,,,,,2022-12-31
0.0,0.026549,44000000.0,0.0,0.0,11000000.0,11800000.0,461600000.0,44000000.0,32200000.0,-20900000.0,20900000.0,11000000.0,12300000.0,753400000.0,205000000.0,205000000.0,0.06,0.06,12300000.0,12300000.0,0.0,12300000.0,12300000.0,1300000.0,11000000.0,300000.0,11300000.0,8700000.0,0.0,,-20900000.0,20900000.0,23700000.0,291800000.0,189100000.0,11800000.0,11800000.0,,315500000.0,461600000.0,777100000.0,777100000.0,2024-06-30 00:00:00
