Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Pensionand Other Post Retirement Benefit Plans Current,Financial Assets
0.0,496369101.0,496369101.0,1389080000.0,14297610000.0,5158830000.0,7967700000.0,-4268380000.0,5158830000.0,12595650000.0,6265740000.0,7667310000.0,6287970000.0,22230000.0,6265740000.0,1302050000.0,,,4963690000.0,4963690000.0,20798140000.0,14314030000.0,489510000.0,,13208390000.0,11806820000.0,1401570000.0,616130000.0,6484110000.0,273290000.0,1089220000.0,788830000.0,300390000.0,154580000.0,2849900000.0,,2849900000.0,27086110000.0,24870380000.0,476080000.0,,571080000.0,571080000.0,1106910000.0,1106910000.0,22584740000.0,,22584740000.0,308040000.0,22276700000.0,,,,2215730000.0,364690000.0,,,346510000.0,,,,360000.0,254210000.0,,,1249960000.0,937080000.0,312880000.0,,2024-03-31,,
,494780850.0,494780850.0,713200000.0,11988920000.0,6553720000.0,8653570000.0,-3397190000.0,6553720000.0,10681240000.0,7345890000.0,7748920000.0,7467160000.0,121270000.0,7345890000.0,2398080000.0,,,4947810000.0,4947810000.0,17039610000.0,10900750000.0,15540000.0,,10312950000.0,9909920000.0,403030000.0,572260000.0,6138860000.0,253020000.0,1675970000.0,771320000.0,904650000.0,96810000.0,2975580000.0,,2975580000.0,24506770000.0,21765100000.0,453640000.0,,540510000.0,540510000.0,792170000.0,792170000.0,19883010000.0,,19883010000.0,591640000.0,19291370000.0,,,,2741670000.0,384800000.0,,,314730000.0,,,,650000.0,228230000.0,,,1813260000.0,1218780000.0,594480000.0,,2023-09-30,,
,494554349.0,494554349.0,97630000.0,11675350000.0,7527150000.0,9902420000.0,-1996810000.0,7527150000.0,10027350000.0,8254420000.0,8984670000.0,8461550000.0,207130000.0,8254420000.0,162510000.0,-12037800000.0,20960280000.0,4945540000.0,4945540000.0,16470540000.0,10564860000.0,29000000.0,29000000.0,10030450000.0,9300200000.0,730250000.0,505410000.0,5905680000.0,291070000.0,1644900000.0,727150000.0,917750000.0,106880000.0,4144150000.0,1423560000.0,2720590000.0,24932090000.0,21023220000.0,485540000.0,1012470000.0,527890000.0,527890000.0,727270000.0,727270000.0,19156470000.0,-12125810000.0,31282280000.0,321550000.0,7374220000.0,1637360000.0,21949150000.0,0.0,3908870000.0,343850000.0,0.0,310370000.0,315040000.0,73140000.0,218340000.0,23560000.0,94340000.0,168550000.0,-2480000.0,171030000.0,3020570000.0,1470200000.0,1550370000.0,1550370000.0,2023-03-31,,
