Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Payable
30468147.0,30468147.0,40415000.0,4627819000.0,4628397000.0,1775352000.0,4627819000.0,40415000.0,4628397000.0,4628397000.0,4628397000.0,4628397000.0,4323716000.0,,,304681000.0,304681000.0,1006189000.0,398497000.0,9000.0,,,344266000.0,36719000.0,36719000.0,17239000.0,607692000.0,128529000.0,3696000.0,3696000.0,,6900000.0,425128000.0,,425128000.0,5634586000.0,3251544000.0,82011000.0,,29282000.0,29282000.0,,578000.0,,3099599000.0,,3099599000.0,77743000.0,3021856000.0,,,,,2383044000.0,79868000.0,1715000.0,,,144553000.0,,,,223131000.0,,,1933777000.0,1881496000.0,52281000.0,,,2024-03-31,
30468147.0,30468147.0,42320000.0,3875277000.0,3876667000.0,964577000.0,3875277000.0,42320000.0,3876667000.0,3876667000.0,3876667000.0,3876667000.0,3571987000.0,,,304680000.0,304680000.0,1032683000.0,409450000.0,20000.0,,,349090000.0,37580000.0,37580000.0,21890000.0,623233000.0,264190000.0,4740000.0,4740000.0,,5220000.0,312372000.0,,312372000.0,4909350000.0,3321540000.0,91360000.0,,25160000.0,25160000.0,,1390000.0,,3051180000.0,,3051180000.0,220550000.0,2830630000.0,,,,,1587810000.0,125100000.0,,,,154040000.0,,,,114100000.0,,,1194570000.0,1183590000.0,10980000.0,,,2023-09-30,
30468147.0,30468147.0,50190000.0,3963570000.0,3965860000.0,1333340000.0,3963570000.0,50190000.0,3965860000.0,3965860000.0,3965860000.0,3965860000.0,3661177000.0,1850240000.0,1177000000.0,304680000.0,304680000.0,1077800000.0,409590000.0,10000.0,19360000.0,10000.0,348480000.0,41150000.0,41150000.0,19360000.0,668210000.0,41750000.0,9040000.0,9040000.0,9750000.0,9750000.0,479300000.0,1580000.0,477720000.0,5043660000.0,3042110000.0,84131000.0,107110000.0,540000.0,150000.0,390000.0,2290000.0,2290000.0,2875620000.0,-1121310000.0,3996930000.0,116900000.0,2758712000.0,1462300000.0,2192080000.0,225650000.0,0.0,2001550000.0,17340000.0,,4700000.0,92770000.0,147760000.0,45390000.0,102370000.0,1720000.0,160050000.0,-4450000.0,164500000.0,1577210000.0,1495250000.0,81960000.0,0.0,81960000.0,2023-03-31,
