Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
39508831.0,39508831.0,778910000.0,787720000.0,796540000.0,1793050000.0,481290000.0,796540000.0,1005330000.0,1093370000.0,1005330000.0,0.0,1005330000.0,,0.0,324140000.0,526510000.0,153300000.0,153300000.0,1210650000.0,95530000.0,150000.0,4510000.0,2830000.0,88040000.0,88040000.0,1115120000.0,-10000.0,62140000.0,699680000.0,699680000.0,3420000.0,349010000.0,24190000.0,324820000.0,2215980000.0,619570000.0,13980000.0,0.0,0.0,208790000.0,720000.0,208070000.0,396720000.0,-280530000.0,677250000.0,101800000.0,95990000.0,344290000.0,125710000.0,9460000.0,0.0,1596410000.0,17920000.0,89840000.0,838430000.0,386260000.0,42380000.0,409790000.0,1410000.0,0.0,640000000.0,0.0,640000000.0,8810000.0,8810000.0,8810000.0,2024-03-31
39508831.0,39508831.0,792620000.0,803890000.0,516620000.0,1530560000.0,383490000.0,516620000.0,726670000.0,861130000.0,726670000.0,0.0,726670000.0,404740000.0,0.0,270290000.0,0.0,50000000.0,50000000.0,981550000.0,137740000.0,100000.0,3180000.0,0.0,134460000.0,134460000.0,843810000.0,,45320000.0,669430000.0,669430000.0,1410000.0,127650000.0,35810000.0,91840000.0,1708220000.0,480920000.0,9170000.0,6140000.0,0.0,210050000.0,650000.0,209400000.0,255480000.0,-260000000.0,515480000.0,9480000.0,63100000.0,307730000.0,125710000.0,9460000.0,0.0,1227300000.0,17760000.0,57940000.0,670270000.0,358710000.0,102370000.0,209190000.0,830000.0,0.0,469230000.0,0.0,469230000.0,11270000.0,11270000.0,11270000.0,2023-09-30
