Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges
0.0,0.271119,460457000.0,271355000.0,77917000.0,3037171000.0,460457000.0,382540000.0,46811000.0,10250000.0,57061000.0,271355000.0,271355000.0,4331414000.0,,,,,271355000.0,271355000.0,0.0,271355000.0,271355000.0,271355000.0,100935000.0,372290000.0,115829000.0,46811000.0,10250000.0,57061000.0,224996000.0,1294243000.0,1216326000.0,77917000.0,77917000.0,1519239000.0,3037171000.0,4556410000.0,4556410000.0,2024-03-31,,,
0.0,0.238929,718790000.0,480375000.0,78455000.0,2815681000.0,718790000.0,640335000.0,48305000.0,9152000.0,57457000.0,480375000.0,480375000.0,4112928000.0,27434323.0,27294034.0,17.51,17.6,480375000.0,480375000.0,0.0,480375000.0,480375000.0,480375000.0,150808000.0,631183000.0,493000.0,48305000.0,9152000.0,57457000.0,567233000.0,1297247000.0,1218792000.0,78455000.0,78455000.0,1864480000.0,2815681000.0,4680161000.0,4680161000.0,2023-12-31,,,
0.0,0.253348,701424000.0,458584000.0,75878000.0,2717178000.0,701424000.0,625546000.0,42053000.0,11359000.0,53412000.0,458584000.0,458584000.0,3945930000.0,27378149.0,27280428.0,16.75,16.81,458584000.0,458584000.0,0.0,458584000.0,458584000.0,458584000.0,155603000.0,614187000.0,6668000.0,42053000.0,11359000.0,53412000.0,572382000.0,1228752000.0,1152874000.0,75878000.0,75878000.0,1801134000.0,2717178000.0,4518312000.0,4518312000.0,2023-09-30,,,
0.0,0.22942,708238000.0,492440000.0,70170000.0,2676619000.0,708238000.0,638068000.0,-36565000.0,-983000.0,-25334000.0,492440000.0,492440000.0,3594553000.0,,,,,492440000.0,492440000.0,0.0,492440000.0,492440000.0,492440000.0,146611000.0,639051000.0,2865000.0,-36565000.0,-983000.0,-25334000.0,655129000.0,917934000.0,152891000.0,70170000.0,29077000.0,1573063000.0,2676619000.0,4249682000.0,4249682000.0,2023-03-31,,,
0.0,0.266712,717807000.0,465488000.0,71516000.0,2493198000.0,717807000.0,646291000.0,14128000.0,11495000.0,25623000.0,465488000.0,465488000.0,3711213000.0,27301349.0,27253396.0,17.05,17.08,465488000.0,465488000.0,0.0,465488000.0,465488000.0,465488000.0,169308000.0,634796000.0,11274000.0,14128000.0,11495000.0,25623000.0,568653000.0,1218015000.0,1146499000.0,71516000.0,71516000.0,1786668000.0,2493198000.0,4279866000.0,4279866000.0,2022-12-31,,,
-112591337.107382,0.374701,558083000.0,105154000.0,82551000.0,3066373000.0,257600000.0,175049000.0,54892000.0,6883000.0,61775000.0,293045662.892618,105154000.0,4271052000.0,27455352.0,27312727.0,3.83,3.85,105154000.0,105154000.0,0.0,105154000.0,105154000.0,105154000.0,63012000.0,168166000.0,,54892000.0,6883000.0,61775000.0,413840000.0,1204679000.0,1122128000.0,82551000.0,82551000.0,1618519000.0,3066373000.0,4684892000.0,4684892000.0,2024-06-30 00:00:00,-300483000.0,-300483000.0,-300483000.0
0.0,0.239706,667640000.0,445606000.0,71083000.0,2671772000.0,667640000.0,596557000.0,44484000.0,10460000.0,54944000.0,445606000.0,445606000.0,3845641000.0,27388199.0,27270869.0,16.27,16.34,445606000.0,445606000.0,0.0,445606000.0,445606000.0,445606000.0,140491000.0,586097000.0,215000.0,44484000.0,10460000.0,54944000.0,549609000.0,1173869000.0,1102786000.0,71083000.0,71083000.0,1723478000.0,2671772000.0,4395250000.0,4395250000.0,2023-06-30 00:00:00,0.0,0.0,0.0
