Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,108896000.0,0.0,0.0,32586000.0,2223231000.0,108896000.0,108896000.0,-81672000.0,81672000.0,32586000.0,32586000.0,2507628000.0,,,,,32586000.0,32586000.0,0.0,32586000.0,,32586000.0,0.0,32586000.0,-5362000.0,27224000.0,10268000.0,0.0,-81672000.0,81672000.0,98626000.0,284397000.0,284397000.0,383023000.0,2223231000.0,2606254000.0,2606254000.0,2024-03-31
0.0,0.344816,117414000.0,0.0,0.0,31116000.0,2227193000.0,117414000.0,117414000.0,-69922000.0,69922000.0,31116000.0,31116000.0,2666242000.0,26369492.0,26369492.0,1.18,1.18,31116000.0,31116000.0,0.0,31116000.0,,31116000.0,0.0,31116000.0,16376000.0,47492000.0,17836000.0,0.0,-69922000.0,69922000.0,99679000.0,439049000.0,439049000.0,538728000.0,2227193000.0,2765921000.0,2765921000.0,2023-12-31
0.0,0.278941,121136000.0,0.0,0.0,39473000.0,1885860000.0,121136000.0,121136000.0,-62464000.0,62464000.0,39473000.0,39473000.0,2279368000.0,29678947.0,29678947.0,1.33,1.33,39473000.0,39473000.0,0.0,39473000.0,-2833000.0,42305000.0,0.0,42305000.0,16366000.0,58672000.0,5203000.0,0.0,-62464000.0,62464000.0,115933000.0,393508000.0,393508000.0,509441000.0,1885860000.0,2395301000.0,2395301000.0,2023-09-30
0.0,0.354765,114718000.0,,,30383000.0,2319799000.0,114718000.0,114718000.0,-65911000.0,65911000.0,30383000.0,30383000.0,2604209000.0,28663208.0,28663208.0,1.06,1.06,30383000.0,30383000.0,0.0,30383000.0,-1108000.0,31492000.0,,31492000.0,17315000.0,48807000.0,6361000.0,,-65911000.0,65911000.0,108357000.0,284410000.0,284410000.0,392767000.0,2319799000.0,2712566000.0,2712566000.0,2023-06-30
0.0,0.122556,24948000.0,,,34602000.0,2248944000.0,24948000.0,24948000.0,-42407000.0,-14487000.0,34602000.0,34602000.0,2622697000.0,,,,,34602000.0,34602000.0,0.0,34602000.0,,34602000.0,0.0,34602000.0,4833000.0,39435000.0,-10534000.0,,-42407000.0,-14487000.0,142481000.0,373753000.0,307544000.0,516234000.0,2248944000.0,2765178000.0,2765178000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,29401087.0,29401087.0,0.92,0.92,,,,,,,0.0,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.065289,116587000.0,,,36942000.0,2062245000.0,116587000.0,116587000.0,-77867000.0,77867000.0,36942000.0,36942000.0,2391867000.0,29553600.0,29553600.0,1.25,1.25,36942000.0,36942000.0,0.0,36942000.0,749000.0,36191000.0,,36191000.0,2528000.0,38720000.0,8234000.0,,-77867000.0,77867000.0,108353000.0,329622000.0,329622000.0,437975000.0,2062245000.0,2500220000.0,2500220000.0,2024-06-30 00:00:00
