Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
29843865.0,29843865.0,509000000.0,822200000.0,11961600000.0,12783800000.0,8149100000.0,11961600000.0,11961600000.0,12607900000.0,11961600000.0,0.0,11961600000.0,11663200000.0,,298400000.0,298400000.0,1367500000.0,669000000.0,,,0.0,646300000.0,646300000.0,300000.0,698500000.0,33800000.0,,175900000.0,175900000.0,466900000.0,,18300000.0,448600000.0,13329100000.0,4481500000.0,325500000.0,,8800000.0,3205700000.0,,3205700000.0,,,,378300000.0,,,235000000.0,,235000000.0,147100000.0,87900000.0,,,,,8847600000.0,547500000.0,,,61900000.0,,804300000.0,25500000.0,6855100000.0,,,553300000.0,240100000.0,313200000.0,,,2024-03-31
29843865.0,29843865.0,1309500000.0,1449900000.0,11717900000.0,13167800000.0,8871300000.0,11717900000.0,11717900000.0,12958000000.0,11717900000.0,0.0,11717900000.0,11419500000.0,,298400000.0,298400000.0,1977500000.0,1257300000.0,,,0.0,1240100000.0,1240100000.0,100000.0,720200000.0,16300000.0,,209800000.0,209800000.0,477000000.0,,22700000.0,454300000.0,13695400000.0,4103900000.0,396000000.0,,4400000.0,2468000000.0,,2468000000.0,,,,429200000.0,0.0,0.0,236800000.0,,236800000.0,0.0,236800000.0,,,,,9591500000.0,934100000.0,,,126500000.0,,439300000.0,700000.0,7724000000.0,,,366900000.0,226500000.0,140400000.0,,,2023-09-30
29843865.0,29843865.0,2421200000.0,2746300000.0,11541500000.0,14287800000.0,8995900000.0,11541500000.0,11541500000.0,13000100000.0,11541500000.0,0.0,11541500000.0,,6319500000.0,298400000.0,298400000.0,3253300000.0,1475500000.0,100000.0,100000.0,0.0,1458600000.0,1458600000.0,100000.0,1777800000.0,35700000.0,31500000.0,1287700000.0,1287700000.0,401600000.0,600000.0,31500000.0,401000000.0,14794800000.0,4021100000.0,373000000.0,5800000.0,9500000.0,2214800000.0,341000000.0,1867900000.0,5900000.0,147300000.0,147300000.0,450200000.0,0.0,0.0,580400000.0,-176500000.0,756900000.0,328500000.0,251900000.0,199600000.0,227700000.0,1100000.0,0.0,10773700000.0,513300000.0,600000.0,470700000.0,75500000.0,75500000.0,1155400000.0,68600000.0,8165200000.0,-125200000.0,8290400000.0,837700000.0,512600000.0,325100000.0,38000000.0,287100000.0,2023-03-31
