Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.068845,-41093000.0,0.0,0.0,-40103000.0,1906000.0,3907000.0,-41093000.0,-42999000.0,-69000.0,69000.0,-40103000.0,-40103000.0,72246000.0,3097000.0,,,,,-40103000.0,-40103000.0,0.0,-40103000.0,-40103000.0,-40103000.0,-2965000.0,-43068000.0,2860000.0,0.0,-69000.0,69000.0,-45859000.0,68339000.0,14224000.0,1906000.0,1906000.0,,,3097000.0,22480000.0,3907000.0,26387000.0,26387000.0,2024-03-31
0.0,0.235707,19614000.0,0.0,0.0,13395000.0,2021000.0,47467000.0,19614000.0,17593000.0,-67000.0,67000.0,13395000.0,13395000.0,118574000.0,8182000.0,9996269.0,9996269.0,1.34,1.34,13395000.0,13395000.0,0.0,13395000.0,13395000.0,13395000.0,4131000.0,17526000.0,6484000.0,0.0,-67000.0,67000.0,11109000.0,71107000.0,10828000.0,2021000.0,2021000.0,,,8182000.0,82216000.0,47467000.0,129683000.0,129683000.0,2023-12-31
0.0,0.242546,90069000.0,0.0,0.0,66690000.0,2021000.0,-29658000.0,90069000.0,88048000.0,-3000.0,3000.0,66690000.0,66690000.0,46907000.0,16547000.0,9998501.0,9998501.0,6.67,6.67,66690000.0,66690000.0,0.0,66690000.0,66690000.0,66690000.0,21355000.0,88045000.0,1699000.0,0.0,-3000.0,3000.0,86349000.0,76565000.0,4362000.0,2021000.0,2021000.0,,,16547000.0,162914000.0,-29658000.0,133256000.0,133256000.0,2023-09-30
0.0,0.3,-1516000.0,0.0,0.0,-5192000.0,1891000.0,-6753000.0,-1516000.0,-3407000.0,-3000.0,3000.0,-5192000.0,-5192000.0,64007000.0,238000.0,9984615.0,9984615.0,-0.52,-0.52,-5192000.0,-5192000.0,0.0,-5192000.0,-5192000.0,-5192000.0,1782000.0,-3410000.0,1718000.0,0.0,-3000.0,3000.0,-5125000.0,70760000.0,16921000.0,1891000.0,1891000.0,,,238000.0,65635000.0,-6753000.0,58882000.0,58882000.0,2023-06-30
217453.978601,0.03061,-33369000.0,7104000.0,7104000.0,-27362000.0,1886000.0,12992000.0,-26265000.0,-28151000.0,467000.0,75000.0,-34248546.021399,-27362000.0,79533000.0,3196000.0,,,,,-27362000.0,-27362000.0,0.0,-27362000.0,-27362000.0,-27362000.0,-864000.0,-28226000.0,-995000.0,747000.0,467000.0,75000.0,-34802000.0,66541000.0,28895000.0,1886000.0,1754000.0,-13442000.0,-18992000.0,3196000.0,31739000.0,12992000.0,44731000.0,44731000.0,2023-03-31
,,,,,,,,,,,,,,,,9914062.0,9914062.0,0.64,0.64,,,,,,,,,,,,,,,,,,9709000.0,9709000.0,,,,,,2022-12-31
0.0,0.270821,17525000.0,0.0,0.0,11408000.0,1855000.0,-9025000.0,17525000.0,15670000.0,-25000.0,25000.0,11408000.0,11408000.0,62722000.0,6632000.0,10007018.0,10007018.0,1.14,1.14,11408000.0,11408000.0,0.0,11408000.0,11408000.0,11408000.0,4237000.0,15645000.0,1196000.0,0.0,-25000.0,25000.0,14468000.0,71747000.0,9990000.0,1855000.0,1855000.0,,,6632000.0,86215000.0,-9025000.0,77190000.0,77190000.0,2024-06-30 00:00:00
