Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
317460000.0,317460000.0,199192000.0,248917000.0,440542000.0,692394000.0,370205000.0,440542000.0,443477000.0,692394000.0,443477000.0,,443477000.0,126017000.0,,,317460000.0,317460000.0,1405484000.0,252010000.0,,,248917000.0,248917000.0,1153474000.0,190743000.0,,0.0,0.0,36959000.0,647306000.0,,6904000.0,640402000.0,1848961000.0,325282000.0,62674000.0,0.0,22293000.0,22293000.0,,0.0,,0.0,2935000.0,2935000.0,0.0,237380000.0,,237380000.0,5661000.0,231719000.0,,,,,1523679000.0,,,354854000.0,,122087000.0,0.0,908385000.0,138353000.0,88628000.0,49725000.0,,,2024-03-31
317460000.0,317460000.0,,,424150000.0,427081000.0,438231000.0,424150000.0,427081000.0,427081000.0,427081000.0,,427081000.0,215441000.0,,,211640000.0,211640000.0,841979000.0,149059000.0,3000.0,,,,692920000.0,256861000.0,,,,24387000.0,334465000.0,,,334465000.0,1269060000.0,137909000.0,50624000.0,2650000.0,,,,,,,2931000.0,2931000.0,,81704000.0,,81704000.0,2279000.0,79425000.0,,,,,1131151000.0,,,227670000.0,,62033000.0,,752334000.0,89114000.0,53201000.0,35913000.0,,,2023-09-30
317460000.0,317460000.0,222120995.0,268598030.0,347477630.0,619006160.0,262766785.0,347477630.0,350408130.0,407548250.0,350408210.0,80.0,350408130.0,,116738020.0,0.0,211640000.0,211640000.0,803768190.0,59323900.0,-10.0,2183790.0,57140120.0,57140120.0,744444290.0,1595450.0,24319760.0,211457910.0,211457910.0,675000.0,466212760.0,100118650.0,23678050.0,342416060.0,1154176400.0,146965330.0,10000.0,2650150.0,42006530.0,21855800.0,20150730.0,0.0,0.0,,2930500.0,2930500.0,,99368150.0,-45578500.0,144946650.0,18659530.0,,91023280.0,17587080.0,17676760.0,0.0,1007211075.0,389580.0,24854590.0,298117800.0,298117800.0,78236130.0,,559135940.0,46477035.0,,46477035.0,31105560.0,15371475.0,2023-03-31
