Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
9003920000.0,0.4,-10559700000.0,22509800000.0,22509800000.0,1370900000.0,7121100000.0,3562100000.0,11950100000.0,4829000000.0,-11670500000.0,11670500000.0,-12134980000.0,1370900000.0,39825000000.0,,,,,1370900000.0,1370900000.0,0.0,1370900000.0,,1370900000.0,,1370900000.0,-8212400000.0,-6841500000.0,548700000.0,22509800000.0,-15175500000.0,,,-11670500000.0,11670500000.0,-18121300000.0,36262900000.0,19463900000.0,7121100000.0,7121100000.0,18141600000.0,3562100000.0,21703700000.0,21703700000.0,2024-03-31
-10162795412.431412,0.287101,13486400000.0,-35398000000.0,-35398000000.0,-23775900000.0,413800000.0,3708900000.0,-21911600000.0,-22325400000.0,-11025600000.0,11025600000.0,1459304587.568589,-23775900000.0,9476400000.0,224661249.0,224661249.0,-105.83,-105.83,-23775900000.0,-23775900000.0,0.0,-23775900000.0,,-23775900000.0,,-23775900000.0,-9575100000.0,-33351000000.0,705500000.0,-35398000000.0,35398000000.0,,0.0,-11025600000.0,11025600000.0,11639000000.0,5767500000.0,8994800000.0,413800000.0,413800000.0,17406500000.0,3708900000.0,21115400000.0,21115400000.0,2023-12-31
-117170434.487441,0.182111,12004300000.0,-643400000.0,-643400000.0,481900000.0,382700000.0,3705700000.0,11360900000.0,10978200000.0,-10389000000.0,10389000000.0,1008129565.512559,481900000.0,8510300000.0,238564356.0,237389163.0,2.02,2.03,481900000.0,481900000.0,0.0,481900000.0,,481900000.0,,481900000.0,107300000.0,589200000.0,118500000.0,-643400000.0,,,,-10389000000.0,10389000000.0,10796300000.0,4804600000.0,9495300000.0,382700000.0,382700000.0,15600900000.0,3705700000.0,19306600000.0,19306600000.0,2023-09-30
-3762844316.865367,0.253912,32364800000.0,-14819500000.0,-14819500000.0,5087800000.0,372000000.0,3088900000.0,17545300000.0,17173300000.0,-10354000000.0,10354000000.0,16144455683.134632,5087800000.0,-12431800000.0,239425882.0,238639775.0,21.25,21.32,5087800000.0,5087800000.0,0.0,5087800000.0,,5087800000.0,,5087800000.0,1731500000.0,6819300000.0,208200000.0,0.0,,,,-10354000000.0,10354000000.0,31574000000.0,-15520700000.0,5684600000.0,372000000.0,372000000.0,16053300000.0,3088900000.0,19142200000.0,19142200000.0,2023-06-30
12085980000.0,0.3,-45232800000.0,40286600000.0,40286600000.0,-1958700000.0,406000000.0,22331200000.0,-4946200000.0,-5352200000.0,4553700000.0,-3415300000.0,-30159320000.0,-1958700000.0,67578100000.0,,,,,-1958700000.0,-1958700000.0,0.0,-1958700000.0,0.0,-1958700000.0,0.0,-1958700000.0,21800000.0,-1936900000.0,-423000000.0,24694500000.0,83973000000.0,-24930300000.0,,4553700000.0,-3415300000.0,-46495400000.0,45246900000.0,51188200000.0,406000000.0,266200000.0,-1248500000.0,22331200000.0,21082700000.0,21082700000.0,2023-03-31
,,,,,,,,,,,,,,,238681163.0,238665096.0,148.54,148.55,,,,,0.0,,0.0,,,,,,,8865600000.0,,,,,,,,,,,,,2022-12-31
8067377.88892,0.268019,14920900000.0,30100000.0,30100000.0,1814800000.0,510200000.0,3880400000.0,14951000000.0,14440800000.0,-11961500000.0,11961500000.0,1792767377.88892,1814800000.0,6576500000.0,226566792.0,224603960.0,8.01,8.08,1814800000.0,1814800000.0,0.0,1814800000.0,,1814800000.0,,1814800000.0,664500000.0,2479300000.0,537100000.0,2286000000.0,-1037100000.0,-1248900000.0,,-11961500000.0,11961500000.0,13797400000.0,2696100000.0,2728400000.0,510200000.0,510200000.0,16493500000.0,3880400000.0,20373900000.0,20373900000.0,2024-06-30 00:00:00
