Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Held To Maturity Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
187787263.0,187787263.0,3548500000.0,155667500000.0,163296700000.0,36292700000.0,155667500000.0,3548500000.0,163296700000.0,163296700000.0,163333100000.0,36400000.0,163296700000.0,161416800000.0,1879900000.0,1879900000.0,70523300000.0,9554900000.0,5800600000.0,2237600000.0,2237600000.0,1516700000.0,60968400000.0,18468400000.0,1310900000.0,1310900000.0,121300000.0,28456700000.0,9207800000.0,19248900000.0,233856400000.0,136595300000.0,6187400000.0,10042100000.0,10042100000.0,334600000.0,7629200000.0,4179700000.0,3449500000.0,102481600000.0,102481600000.0,9858100000.0,92623500000.0,97261100000.0,13578000000.0,218500000.0,18685500000.0,36000000.0,,8275000000.0,56468100000.0,40428600000.0,16039500000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,
187787263.0,187787263.0,4068200000.0,146629100000.0,148190300000.0,29719700000.0,146629100000.0,4068200000.0,148190300000.0,148190300000.0,148225800000.0,35500000.0,148190300000.0,146310400000.0,1879900000.0,1879900000.0,73148200000.0,9352000000.0,4735100000.0,2819200000.0,2819200000.0,1797700000.0,63796200000.0,22898400000.0,1249000000.0,1249000000.0,101000000.0,27315100000.0,10532800000.0,16782300000.0,221374000000.0,127858100000.0,5340100000.0,11843200000.0,11843200000.0,1461400000.0,1561200000.0,1523500000.0,37700000.0,97809300000.0,97809300000.0,11161100000.0,86648200000.0,93515900000.0,13632600000.0,21000000.0,17515200000.0,47700000.0,4110800000.0,14816000000.0,43372600000.0,34928600000.0,8444000000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,
