Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
15067101.0,15067101.0,1289000000.0,1620200000.0,2335100000.0,3777300000.0,990800000.0,2335100000.0,185600000.0,2342700000.0,2462400000.0,2342700000.0,0.0,2342700000.0,2192000000.0,,,150700000.0,150700000.0,5095600000.0,489900000.0,0.0,291000000.0,171300000.0,119700000.0,119700000.0,4605700000.0,410400000.0,1329200000.0,14300000.0,1314900000.0,74400000.0,1899400000.0,,6900000.0,1892500000.0,7438300000.0,1841800000.0,26200000.0,,40000000.0,13900000.0,13900000.0,7600000.0,7600000.0,0.0,1753200000.0,,1753200000.0,46100000.0,1707100000.0,,,,,5596500000.0,595800000.0,400000.0,,,2351200000.0,,,,,600000.0,32800000.0,2461100000.0,,,154600000.0,9000000.0,145600000.0,,2024-03-31
15067101.0,15067101.0,1507300000.0,1831300000.0,2324200000.0,3957800000.0,1054700000.0,2324200000.0,207700000.0,2334200000.0,2517100000.0,2334200000.0,0.0,2334200000.0,2183500000.0,,,150700000.0,150700000.0,4875000000.0,575300000.0,0.0,368600000.0,185700000.0,182900000.0,130800000.0,4299700000.0,225500000.0,1462700000.0,22000000.0,1440700000.0,32700000.0,1777400000.0,,27900000.0,1749500000.0,7209200000.0,1854800000.0,27300000.0,,36000000.0,13800000.0,13800000.0,10000000.0,10000000.0,0.0,1766800000.0,,1766800000.0,65100000.0,1701700000.0,,,,,5354400000.0,476900000.0,500000.0,,,2225400000.0,,,,,700000.0,40500000.0,2486100000.0,,,124300000.0,8000000.0,116300000.0,,2023-09-30
15067101.0,15067101.0,1653140000.0,1918000000.0,2020350000.0,3730840000.0,713340000.0,2020350000.0,220750000.0,2033590000.0,2269740000.0,2033590000.0,0.0,2033590000.0,22720000.0,400340000.0,1225420000.0,150670000.0,150670000.0,4778680000.0,625020000.0,0.0,430140000.0,193990000.0,236150000.0,127510000.0,4153660000.0,5480000.0,1487860000.0,26760000.0,1461100000.0,56540000.0,2512890000.0,739060000.0,28160000.0,1745670000.0,6812270000.0,1945270000.0,31500000.0,36990000.0,152600000.0,290000.0,290000.0,13240000.0,13240000.0,0.0,1741180000.0,-666240000.0,2407420000.0,56260000.0,260090000.0,1664480000.0,348570000.0,78020000.0,0.0,4867000000.0,5890000.0,460000.0,1500000.0,353250000.0,1873500000.0,62770000.0,786750000.0,333700000.0,690280000.0,14450000.0,2900000.0,2570470000.0,-39630000.0,2610100000.0,44580000.0,470000.0,44110000.0,44110000.0,2023-03-31
