Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Cash Equivalents
64471267.0,64471267.0,162600000.0,1134800000.0,2576000000.0,2889100000.0,423200000.0,2576000000.0,828700000.0,2583000000.0,2889100000.0,2858700000.0,275700000.0,2583000000.0,2325100000.0,,,257900000.0,257900000.0,3134900000.0,1231200000.0,,1071800000.0,765700000.0,306100000.0,159400000.0,1903700000.0,597500000.0,63000000.0,63000000.0,0.0,122800000.0,922900000.0,,922900000.0,5993600000.0,3666700000.0,87500000.0,,21800000.0,149900000.0,149900000.0,,307300000.0,,,168300000.0,7000000.0,6700000.0,300000.0,1514000000.0,,1514000000.0,363500000.0,1150500000.0,,,,2326900000.0,467500000.0,,,34600000.0,1294300000.0,,,530500000.0,387000000.0,143500000.0,,2024-03-31,
64471267.0,64471267.0,,62300000.0,2755000000.0,2785100000.0,756500000.0,2755000000.0,40700000.0,2763500000.0,2768800000.0,3047600000.0,284100000.0,2763500000.0,2505600000.0,,,257900000.0,257900000.0,1678800000.0,169800000.0,,19700000.0,14400000.0,5300000.0,150100000.0,1509000000.0,608800000.0,42600000.0,26300000.0,16300000.0,123000000.0,676500000.0,,676500000.0,4726400000.0,2460900000.0,42500000.0,,20700000.0,132600000.0,132600000.0,,303500000.0,,,170300000.0,8500000.0,8200000.0,300000.0,307400000.0,,307400000.0,,307400000.0,,,,2265500000.0,344400000.0,,270500000.0,25300000.0,941200000.0,,,684100000.0,650600000.0,33500000.0,,2023-09-30,
64471267.0,64471267.0,,75020000.0,2709300000.0,2826790000.0,797140000.0,2709300000.0,44620000.0,2796390000.0,2809620000.0,3084200000.0,287810000.0,2796390000.0,4120000.0,-1116060000.0,2759390000.0,257890000.0,257890000.0,1575570000.0,161220000.0,131130000.0,30090000.0,16860000.0,13230000.0,131100000.0,1414350000.0,558900000.0,44930000.0,27760000.0,17170000.0,122010000.0,793680000.0,191960000.0,601720000.0,4659770000.0,2448280000.0,-76390000.0,115200000.0,20300000.0,16180000.0,1240000.0,14940000.0,305250000.0,2450000.0,302800000.0,172220000.0,87090000.0,86830000.0,260000.0,304540000.0,-608070000.0,912610000.0,,304500000.0,567330000.0,345280000.0,0.0,2211490000.0,1930000.0,313800000.0,167040000.0,27870000.0,737270000.0,-207190000.0,944460000.0,963580000.0,856250000.0,107330000.0,107330000.0,2023-03-31,
