Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
89606.974552,0.297698,40684000.0,301000.0,301000.0,28545000.0,2867000.0,33306000.0,40985000.0,38118000.0,-983000.0,983000.0,28333606.974552,28545000.0,105790000.0,15103175.0,15103175.0,1.89,1.89,28545000.0,28545000.0,0.0,28545000.0,0.0,28545000.0,28545000.0,11055000.0,37135000.0,7674000.0,301000.0,-301000.0,-983000.0,983000.0,30144000.0,72484000.0,69617000.0,2867000.0,2867000.0,102628000.0,33306000.0,135934000.0,135934000.0,2023-12-31
-716598.165138,0.291656,41005000.0,-2457000.0,-2457000.0,24578000.0,2842000.0,36914000.0,38548000.0,35706000.0,-1371000.0,1371000.0,26318401.834862,24578000.0,121284000.0,15078528.0,15078528.0,1.63,1.63,24578000.0,24578000.0,0.0,24578000.0,0.0,24579000.0,24579000.0,10014000.0,34335000.0,6847000.0,-2457000.0,2457000.0,-1371000.0,1371000.0,31315000.0,84370000.0,81528000.0,2842000.0,2842000.0,115685000.0,36914000.0,152599000.0,152599000.0,2023-09-30
-360630.399883,0.25343,32943000.0,-1423000.0,-1423000.0,21528000.0,2809000.0,31404000.0,31520000.0,28711000.0,-1303000.0,1303000.0,22590369.600117,21528000.0,108195000.0,15160563.0,15160563.0,1.42,1.42,21528000.0,21528000.0,0.0,21528000.0,0.0,21527000.0,21527000.0,6946000.0,27408000.0,8454000.0,-1423000.0,1423000.0,-1303000.0,1303000.0,21680000.0,76791000.0,73982000.0,2809000.0,2809000.0,98471000.0,31404000.0,129875000.0,129875000.0,2023-06-30
-295181.601903,0.288263,29044000.0,-1024000.0,-1024000.0,19938000.0,2211000.0,106569000.0,28020000.0,25809000.0,37274000.0,-1933000.0,20666818.398097,19938000.0,114565000.0,,,,,19938000.0,19938000.0,0.0,19938000.0,0.0,19937000.0,19937000.0,7997000.0,27742000.0,,-1024000.0,1024000.0,37274000.0,-1933000.0,23994000.0,7996000.0,-41615000.0,2211000.0,2211000.0,31990000.0,106569000.0,138559000.0,138559000.0,2023-03-31
1922055.194459,0.237144,42183000.0,8105000.0,8105000.0,37489000.0,1811000.0,30100000.0,50288000.0,48477000.0,-1552000.0,1552000.0,31306055.194459,37489000.0,102146000.0,15116532.0,15116532.0,2.48,2.48,37489000.0,37489000.0,0.0,37489000.0,0.0,37490000.0,37490000.0,11128000.0,46925000.0,9502000.0,8105000.0,-8105000.0,-1552000.0,1552000.0,30869000.0,72046000.0,70235000.0,1811000.0,1811000.0,102915000.0,30100000.0,133015000.0,133015000.0,2022-12-31
1127852.344458,0.243176,52280000.0,4638000.0,4638000.0,43978000.0,1849000.0,125230000.0,56918000.0,55069000.0,29189000.0,-1170000.0,40467852.344458,43978000.0,128801000.0,,,,,43978000.0,43978000.0,0.0,43978000.0,0.0,43977000.0,43977000.0,13676000.0,56239000.0,,4638000.0,-4638000.0,29189000.0,-1170000.0,44579000.0,3571000.0,-43040000.0,1849000.0,830000.0,48150000.0,125230000.0,173380000.0,173380000.0,2024-03-31 00:00:00
