Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
79408926.0,79408926.0,,1923000000.0,17005000000.0,18739000000.0,9818000000.0,17005000000.0,374000000.0,17190000000.0,17836000000.0,17241000000.0,51000000.0,17190000000.0,17031000000.0,,,159000000.0,159000000.0,16008000000.0,1960000000.0,690000000.0,83000000.0,,762000000.0,116000000.0,646000000.0,370000000.0,14048000000.0,3762000000.0,1161000000.0,258000000.0,903000000.0,,776000000.0,6683000000.0,,,52000000.0,6631000000.0,33249000000.0,9383000000.0,543000000.0,,277000000.0,327000000.0,327000000.0,965000000.0,5000000.0,185000000.0,41000000.0,144000000.0,6473000000.0,,6473000000.0,320000000.0,6153000000.0,,,,,23866000000.0,3174000000.0,,,,8523000000.0,,,,,53000000.0,5244000000.0,,,6872000000.0,4213000000.0,2659000000.0,,,2024-03-31
79408926.0,79408926.0,211000000.0,1980000000.0,14520000000.0,16391000000.0,7559000000.0,14520000000.0,309000000.0,14720000000.0,15365000000.0,14758000000.0,38000000.0,14720000000.0,14561000000.0,,,159000000.0,159000000.0,14556000000.0,2002000000.0,715000000.0,84000000.0,,786000000.0,141000000.0,645000000.0,404000000.0,12554000000.0,3445000000.0,1194000000.0,168000000.0,1026000000.0,,871000000.0,5615000000.0,,,84000000.0,5531000000.0,29314000000.0,9201000000.0,862000000.0,,379000000.0,142000000.0,142000000.0,875000000.0,7000000.0,200000000.0,56000000.0,144000000.0,6250000000.0,,6250000000.0,457000000.0,5793000000.0,,,,,20113000000.0,3437000000.0,,,,7994000000.0,,,,,44000000.0,4025000000.0,,,4613000000.0,3153000000.0,1460000000.0,,,2023-09-30
79408926.0,79408926.0,315027000.0,2859117000.0,13841262000.0,16566655000.0,7511532000.0,13841262000.0,331243000.0,14038781000.0,15148277000.0,14072818000.0,34037000.0,14038781000.0,13881000000.0,6645455000.0,423937000.0,158818000.0,158818000.0,16085100000.0,2328904000.0,703000000.0,246153000.0,536639000.0,1258002000.0,148506000.0,1109496000.0,274749000.0,13756196000.0,3398000000.0,1601115000.0,182737000.0,1418378000.0,76346000.0,1654333000.0,7879881000.0,236956000.0,12055000.0,60874000.0,7569996000.0,30157918000.0,8890190000.0,697000000.0,488008000.0,408002000.0,83262000.0,83262000.0,884770000.0,6952000.0,197519000.0,53995000.0,143524000.0,5933599000.0,-8243449000.0,14177048000.0,813408000.0,305710000.0,9214076000.0,3101054000.0,742800000.0,0.0,21267728000.0,3354000000.0,144160000.0,16100000.0,1543055000.0,7139632000.0,1932097000.0,2416019000.0,2791516000.0,1063132000.0,57342000.0,6524393000.0,-78173000.0,6602566000.0,4779914000.0,2567067000.0,2212847000.0,920847000.0,1292000000.0,2023-03-31
