Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.176156,235782000.0,332850000.0,14000.0,235782000.0,235768000.0,332850000.0,332850000.0,34101000.0,,,,,332850000.0,332850000.0,0.0,332850000.0,332850000.0,332850000.0,41532000.0,235768000.0,235768000.0,34101000.0,12223000.0,14000.0,14000.0,269869000.0,269869000.0,2024-03-31
0.0,0.259002,245844000.0,347123000.0,4000.0,245844000.0,245840000.0,347123000.0,347123000.0,27089000.0,11100831.0,11097283.0,31.27,31.28,347123000.0,347123000.0,0.0,347123000.0,347123000.0,347123000.0,63673000.0,245840000.0,245840000.0,27089000.0,6403000.0,4000.0,4000.0,272929000.0,272929000.0,2023-12-31
0.0,0.259389,861336000.0,632044000.0,5000.0,861336000.0,861331000.0,632044000.0,632044000.0,30319000.0,11098227.0,11098227.0,56.95,56.95,632044000.0,632044000.0,0.0,632044000.0,632044000.0,632044000.0,223420000.0,861331000.0,861331000.0,30319000.0,8373000.0,5000.0,5000.0,891650000.0,891650000.0,2023-09-30
0.0,0.25777,231963000.0,243572000.0,4000.0,231963000.0,231959000.0,243572000.0,243572000.0,29201000.0,11101732.0,11096674.0,21.94,21.95,243572000.0,243572000.0,0.0,243572000.0,243572000.0,243572000.0,59792000.0,231959000.0,231959000.0,29201000.0,3642000.0,4000.0,4000.0,261160000.0,261160000.0,2023-06-30
0.0,0.252196,232185000.0,414631000.0,12000.0,232185000.0,232173000.0,414631000.0,414631000.0,12342000.0,,,,,414631000.0,414631000.0,0.0,414631000.0,414631000.0,414631000.0,58553000.0,232173000.0,232173000.0,1924000.0,-13371000.0,12000.0,12000.0,244515000.0,244515000.0,2023-03-31
,,,,,,,,,,11101669.0,11101669.0,26.97,26.97,,,,,,,,,,,,,,,,2022-12-31
0.0,0.252964,240335000.0,525805000.0,0.0,240335000.0,240335000.0,525805000.0,525805000.0,31983000.0,11099958.0,11097615.0,47.37,47.38,525805000.0,525805000.0,0.0,525805000.0,525805000.0,525805000.0,60796000.0,240335000.0,240335000.0,31983000.0,8619000.0,0.0,0.0,272318000.0,272318000.0,2024-06-30 00:00:00
