Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Derivative Product Liabilities,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
3118036.0,6044256703.0,6047374739.0,2086768000000.0,2155923000000.0,-667319000000.0,2976111000000.0,-803917000000.0,-667319000000.0,,820188000000.0,2669085000000.0,1055639000000.0,235451000000.0,820188000000.0,,,,,,,3389671000000.0,2002993000000.0,41052000000.0,,,,,,25118000000.0,1848897000000.0,,1848897000000.0,,1386678000000.0,429633000000.0,307026000000.0,,307026000000.0,,384356000000.0,,,33031000000.0,351325000000.0,4445310000000.0,3862549000000.0,112159000000.0,,,,29351000000.0,29351000000.0,,312404000000.0,,,1487507000000.0,1487507000000.0,,1714565000000.0,,1714565000000.0,,1714565000000.0,,,,,582761000000.0,118678000000.0,,,,,,,47277000000.0,,,416806000000.0,347651000000.0,69155000000.0,,69155000000.0,2024-03-31
3384204.0,6013836280.0,6017220484.0,2129684000000.0,2184853000000.0,-731088000000.0,2975707000000.0,-690328000000.0,-731088000000.0,,790854000000.0,2713624000000.0,1035469000000.0,244615000000.0,790854000000.0,,,,,,,3421458000000.0,2088248000000.0,37649000000.0,,,,,,22335000000.0,1922770000000.0,,1922770000000.0,,1333210000000.0,421745000000.0,262083000000.0,,262083000000.0,,400008000000.0,,,32165000000.0,367843000000.0,4456927000000.0,3814045000000.0,105945000000.0,,,,26095000000.0,26095000000.0,,299756000000.0,,,1521942000000.0,1521942000000.0,,1655598000000.0,,,,,,,,,642882000000.0,118202000000.0,,,,,,,55099000000.0,,,469581000000.0,414412000000.0,55169000000.0,,55169000000.0,2023-12-31
2495260.0,5995137141.0,5997632401.0,1534370000000.0,2173590000000.0,-792484000000.0,2352869000000.0,-735980000000.0,-792484000000.0,595564000000.0,774843000000.0,2185860000000.0,1034092000000.0,259249000000.0,774843000000.0,746266000000.0,,,,28577000000.0,28577000000.0,3386869000000.0,2070961000000.0,805000000.0,,7779000000.0,,,30821000000.0,20625000000.0,1912717000000.0,501700000000.0,1411017000000.0,5165000000.0,1315908000000.0,46765000000.0,260873000000.0,93864000000.0,167009000000.0,272272000000.0,393263000000.0,,,32810000000.0,360453000000.0,4420961000000.0,3841033000000.0,104356000000.0,,193135000000.0,454000000.0,27658000000.0,27658000000.0,,292691000000.0,,,1567327000000.0,1270549000000.0,296778000000.0,1636927000000.0,,1636927000000.0,139485000000.0,1497442000000.0,,,,,579928000000.0,122253000000.0,2118000000.0,,,3386000000.0,,,55927000000.0,,,396244000000.0,352588000000.0,43656000000.0,,,2023-09-30
2920742.0,5974127376.0,5977048118.0,2190767000000.0,2249566000000.0,-821137000000.0,3018233000000.0,-601868000000.0,-821137000000.0,,768667000000.0,2792588000000.0,1030533000000.0,261866000000.0,768667000000.0,,,,,,,3435469000000.0,2188135000000.0,36909000000.0,,,,,,19096000000.0,2023921000000.0,,2023921000000.0,,1247334000000.0,399916000000.0,225645000000.0,,225645000000.0,,370930000000.0,,,9745000000.0,361185000000.0,4466002000000.0,3820536000000.0,98106000000.0,,,,25887000000.0,25887000000.0,,286565000000.0,,,1589804000000.0,,,1607047000000.0,,,,,,,,,645466000000.0,131985000000.0,,,,,,,52163000000.0,,,461318000000.0,402519000000.0,58799000000.0,,58799000000.0,2023-06-30
2920742.0,5964501570.0,5967422312.0,1577859000000.0,2260203000000.0,-883563000000.0,2431077000000.0,-644625000000.0,-883563000000.0,604755000000.0,775629000000.0,2291315000000.0,1064443000000.0,288814000000.0,775629000000.0,3542000000.0,1733000000.0,64497000000.0,640511000000.0,28366000000.0,28366000000.0,3401889000000.0,2182251000000.0,1029000000.0,0.0,50372000000.0,38026000000.0,412000000.0,31930000000.0,20762000000.0,2023981000000.0,508295000000.0,1515686000000.0,4744000000.0,1219638000000.0,4405000000.0,236222000000.0,96460000000.0,139762000000.0,257292000000.0,565562000000.0,171888000000.0,18000000.0,64710000000.0,328946000000.0,4466332000000.0,3891319000000.0,1898000000.0,67013000000.0,189519000000.0,854000000.0,14863000000.0,14276000000.0,587000000.0,281838000000.0,250340000000.0,31498000000.0,1659192000000.0,1321451000000.0,337741000000.0,1609000000000.0,-1496742000000.0,3105742000000.0,110293000000.0,49224000000.0,2885481000000.0,33409000000.0,27335000000.0,0.0,575013000000.0,996000000.0,1283000000.0,52797000000.0,19759000000.0,2576000000.0,61403000000.0,77269000000.0,39815000000.0,-50097000000.0,89912000000.0,319115000000.0,241526000000.0,77589000000.0,47961000000.0,29628000000.0,2023-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507572000000.0,,1507572000000.0,,,,,,,,,,,,,,,,,,,,60727000000.0,2022-12-31
3416753.0,6079744058.0,6083160811.0,2038564000000.0,2088743000000.0,-587123000000.0,2971810000000.0,-890393000000.0,-587123000000.0,,883067000000.0,2610295000000.0,1120335000000.0,237268000000.0,883067000000.0,,,,,,,3330572000000.0,1891321000000.0,40024000000.0,,,,,,27625000000.0,1727228000000.0,,1727228000000.0,,1439251000000.0,435191000000.0,361515000000.0,,361515000000.0,,398725000000.0,,,16640000000.0,382085000000.0,4450907000000.0,3902049000000.0,108312000000.0,,202489000000.0,,33755000000.0,33755000000.0,,327425000000.0,,,1470190000000.0,,,1759878000000.0,,,,,,,,,548858000000.0,121703000000.0,,,,,,,50768000000.0,,,376387000000.0,326208000000.0,50179000000.0,,50179000000.0,2024-06-30 00:00:00
