Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
495200.0,316413816.0,316909016.0,3310090000.0,6380560000.0,13780060000.0,21715420000.0,10152320000.0,13780060000.0,775940000.0,16110800000.0,16306670000.0,16110800000.0,16110800000.0,15793890000.0,,,,316910000.0,316910000.0,12098460000.0,1058540000.0,,,137810000.0,738940000.0,543070000.0,195870000.0,181790000.0,11039920000.0,585870000.0,5641620000.0,232870000.0,5408750000.0,375550000.0,3527200000.0,,,72920000.0,3454280000.0,28209260000.0,7017020000.0,69600000.0,,344540000.0,,263710000.0,263710000.0,214670000.0,42510000.0,2330740000.0,277620000.0,2053120000.0,3588260000.0,,3588260000.0,95290000.0,3492970000.0,,,,,21192240000.0,872220000.0,,28010000.0,,,6222300000.0,,,,,51460000.0,6030980000.0,,,7987270000.0,5692740000.0,2294530000.0,,,2024-03-31
564000.0,316345016.0,316909016.0,3955480000.0,6244460000.0,12288790000.0,20127530000.0,8694460000.0,12288790000.0,737800000.0,14620870000.0,14743540000.0,14620870000.0,14620870000.0,14303960000.0,,,,316910000.0,316910000.0,11560220000.0,1048010000.0,,,217440000.0,659550000.0,536880000.0,122670000.0,171020000.0,10512210000.0,519090000.0,5584910000.0,200920000.0,5383990000.0,356840000.0,3443780000.0,,,156010000.0,3287770000.0,26181090000.0,6974420000.0,88860000.0,,324950000.0,,256730000.0,256730000.0,246360000.0,42510000.0,2332080000.0,301450000.0,2030630000.0,3537100000.0,,3537100000.0,63520000.0,3473580000.0,,,,,19206670000.0,785830000.0,,,,,6287980000.0,,,,,56230000.0,5541540000.0,,,6535090000.0,4983910000.0,1551180000.0,,,2023-09-30
532050.0,316376966.0,316909016.0,3839750000.0,5767880000.0,11341260000.0,18798630000.0,8026290000.0,11341260000.0,680800000.0,13711550000.0,13927680000.0,13711550000.0,13711550000.0,17630000.0,97860000.0,11433170000.0,250920000.0,316910000.0,316910000.0,11304050000.0,1092980000.0,0.0,172550000.0,224530000.0,695900000.0,479770000.0,216130000.0,172550000.0,10211070000.0,27590000.0,5071980000.0,201030000.0,4870950000.0,314150000.0,4341830000.0,967480000.0,7790000.0,228310000.0,3138250000.0,25015600000.0,6778240000.0,-10000.0,120460000.0,311840000.0,1650000.0,135070000.0,135070000.0,234890000.0,42510000.0,2370290000.0,337690000.0,2032600000.0,3484860000.0,-3923860000.0,7408720000.0,27860000.0,59580000.0,4450330000.0,2249260000.0,621690000.0,0.0,18237360000.0,39770000.0,1100000.0,0.0,16850000.0,792480000.0,6023630000.0,37870000.0,3456560000.0,373210000.0,2155990000.0,144500000.0,5507070000.0,-110720000.0,5617790000.0,5711960000.0,4464630000.0,1247330000.0,365530000.0,881800000.0,2023-03-31
