Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Other Receivables,Cash Financial
138201900.0,138201900.0,1395200000.0,4800600000.0,6402400000.0,8089900000.0,2960000000.0,6402400000.0,3195000000.0,6484300000.0,6733400000.0,6484300000.0,6484300000.0,6207900000.0,276400000.0,276400000.0,9399400000.0,3216500000.0,7400000.0,3160000000.0,2910900000.0,249100000.0,49100000.0,6182900000.0,86200000.0,1640600000.0,284100000.0,1356500000.0,4800000.0,2784300000.0,22700000.0,2761600000.0,15883700000.0,6740800000.0,8100000.0,94700000.0,94700000.0,81900000.0,81900000.0,6556100000.0,6556100000.0,92100000.0,6464000000.0,9142900000.0,362000000.0,7641700000.0,,907600000.0,231600000.0,21200000.0,210400000.0,2024-03-31,,,,,,,,,,,,,,,,,,,
138201900.0,138201900.0,2064500000.0,4708200000.0,5482100000.0,7864500000.0,2736800000.0,5482100000.0,2389000000.0,5545300000.0,6092100000.0,5545300000.0,5545300000.0,5268800000.0,276500000.0,276500000.0,9242900000.0,2773000000.0,30900000.0,2701800000.0,2155000000.0,546800000.0,40300000.0,6469900000.0,14800000.0,2006400000.0,234000000.0,1772400000.0,1700000.0,2899800000.0,,2899800000.0,14788200000.0,5581500000.0,47900000.0,133400000.0,133400000.0,63200000.0,63200000.0,5337000000.0,5337000000.0,452900000.0,4884100000.0,9206700000.0,504200000.0,7826500000.0,8300000.0,596700000.0,271000000.0,16300000.0,254700000.0,2023-09-30,,,,,,,,,,,,,,,,,,,
138201900.0,138201900.0,554800000.0,2599900000.0,4707400000.0,5574600000.0,3395200000.0,4707400000.0,1792900000.0,4767600000.0,5074700000.0,4767600000.0,4767600000.0,,276500000.0,276500000.0,7619700000.0,3182400000.0,22400000.0,1908200000.0,1601100000.0,307100000.0,,4437300000.0,38200000.0,691700000.0,191800000.0,499900000.0,,3673300000.0,23000000.0,3435600000.0,12387300000.0,4554800000.0,,5600000.0,5600000.0,60200000.0,60200000.0,4334100000.0,5449400000.0,650800000.0,1721700000.0,7832500000.0,,6429900000.0,204500000.0,841100000.0,252200000.0,,252200000.0,2023-03-31 00:00:00,1711600000.0,1216800000.0,35000000.0,22400000.0,214700000.0,154900000.0,-1115300000.0,2258000000.0,800200000.0,18700000.0,0.0,-3100000.0,9600000.0,97800000.0,6278700000.0,15800000.0,135400000.0,500000.0,252200000.0
