Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Cash Equivalents
400588440.0,400588440.0,2071724000.0,76800267000.0,95591239000.0,44484964000.0,76800267000.0,111366000.0,93630881000.0,93879558000.0,95757881000.0,2127000000.0,93630881000.0,93230293000.0,,,400588000.0,400588000.0,23874666000.0,2677368000.0,229615000.0,,,890692000.0,325815000.0,77138000.0,248677000.0,1231246000.0,21197298000.0,1709131000.0,1745909000.0,34228000.0,1711681000.0,3893072000.0,11493695000.0,,463787000.0,11029908000.0,119632547000.0,53950285000.0,662811000.0,,803975000.0,1500205000.0,1500205000.0,,1892824000.0,,,53149000.0,16830614000.0,16630389000.0,200225000.0,31386868000.0,,31386868000.0,2070939000.0,29315929000.0,,,,,65682262000.0,6916768000.0,27020000.0,,,15534612000.0,,,,,28620000.0,8482812000.0,,,34692430000.0,30872355000.0,3820075000.0,,2024-03-31,,
400588440.0,400588440.0,1794350000.0,67097151000.0,85957592000.0,35339108000.0,67097151000.0,121252000.0,84284494000.0,84483462000.0,86335898000.0,2051404000.0,84284494000.0,83883906000.0,,,400588000.0,400588000.0,24647345000.0,3363228000.0,742387000.0,,,1194527000.0,288008000.0,89040000.0,198968000.0,1138306000.0,21284117000.0,1853110000.0,1506342000.0,32212000.0,1474130000.0,3462667000.0,12451424000.0,,1325729000.0,11125695000.0,110983243000.0,54360018000.0,457541000.0,,1007263000.0,1987359000.0,1987359000.0,,1870052000.0,,,53423000.0,17187343000.0,16987118000.0,200225000.0,31005414000.0,,31005414000.0,1588640000.0,29416774000.0,,,,,56623225000.0,7148292000.0,28298000.0,,,15337913000.0,,,,,17667000.0,10572019000.0,,,23519036000.0,20984169000.0,2534867000.0,,2023-09-30,,
400588440.0,400588440.0,1762490000.0,53369420000.0,73138180000.0,22651360000.0,53369420000.0,83210000.0,71458900000.0,71766280000.0,73255650000.0,1796750000.0,71458900000.0,,77232430000.0,421170000.0,400590000.0,400590000.0,19481880000.0,2444340000.0,,989140000.0,267300000.0,821840000.0,366060000.0,58680000.0,307380000.0,,17037540000.0,995020000.0,1396430000.0,24530000.0,1371900000.0,2852620000.0,10270760000.0,939960000.0,309850000.0,9020950000.0,92737530000.0,53048630000.0,,1014780000.0,312990000.0,1456510000.0,1168060000.0,288450000.0,1829840000.0,784940000.0,1044900000.0,53810000.0,18089480000.0,17889250000.0,200230000.0,29214610000.0,-6988730000.0,36203340000.0,8213390000.0,,15825980000.0,7517860000.0,4646110000.0,0.0,39688900000.0,-980000.0,28300000.0,133180000.0,6729930000.0,14479500000.0,427960000.0,9249890000.0,923980000.0,3877670000.0,325440000.0,6480060000.0,-141950000.0,6622010000.0,11513470000.0,7888400000.0,3625070000.0,3625070000.0,2022-12-31,,
400588440.0,400588440.0,1703709000.0,56567834000.0,75978592000.0,24647358000.0,56567834000.0,77345000.0,74352228000.0,74583693000.0,76232929000.0,1880701000.0,74352228000.0,591000.0,80122020000.0,421174000.0,400588000.0,400588000.0,20921562000.0,2290200000.0,,978888000.0,254946000.0,773121000.0,283245000.0,51780000.0,231465000.0,,18631362000.0,932455000.0,1420464000.0,25565000.0,1394899000.0,3076304000.0,11554131000.0,1009807000.0,462555000.0,10081769000.0,97154491000.0,53875771000.0,,874087000.0,297769000.0,1763476000.0,1475029000.0,288447000.0,1814112000.0,778752000.0,1035360000.0,53696000.0,17784394000.0,17584169000.0,200225000.0,30169910000.0,-7437303000.0,37607213000.0,4931920000.0,,17352318000.0,10689634000.0,4633341000.0,0.0,43278720000.0,,33156000.0,70669000.0,6916109000.0,14984582000.0,410075000.0,9197616000.0,860353000.0,4516538000.0,293932000.0,5764214000.0,-202444000.0,5966658000.0,15216058000.0,12167851000.0,3048207000.0,2978099000.0,2023-03-31 00:00:00,,70108000.0
