Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
0.0,175000390.0,175000390.0,,3069000.0,77169000.0,78551000.0,11352000.0,77169000.0,1687000.0,77169000.0,77169000.0,77169000.0,77169000.0,-97831000.0,175000000.0,175000000.0,326441000.0,6869000.0,,,1550000.0,1550000.0,5319000.0,319572000.0,52946000.0,1519000.0,137000.0,1382000.0,,2204000.0,262903000.0,2271000.0,260632000.0,403610000.0,72686000.0,2767000.0,,10253000.0,963000.0,963000.0,58703000.0,58703000.0,3519000.0,55184000.0,330924000.0,23405000.0,176322000.0,643000.0,120011000.0,10543000.0,7027000.0,3516000.0,2024-03-31
,175000390.0,175000390.0,251233000.0,256107000.0,-283443000.0,-27336000.0,-352845000.0,-283443000.0,,-283443000.0,-283443000.0,-283443000.0,-283443000.0,-458443000.0,175000000.0,175000000.0,578371000.0,4858000.0,,0.0,,,4858000.0,573513000.0,53975000.0,256107000.0,,256107000.0,,2014000.0,261417000.0,,261417000.0,294928000.0,74260000.0,1990000.0,,9978000.0,1156000.0,1156000.0,57370000.0,57370000.0,2832000.0,54538000.0,220668000.0,25167000.0,111607000.0,610000.0,70900000.0,12384000.0,7510000.0,4874000.0,2023-09-30
,175000390.0,175000390.0,281344000.0,289012000.0,-501528000.0,-212516000.0,-572545000.0,-501528000.0,,-501528000.0,-501528000.0,-501528000.0,-501528000.0,-676528000.0,175000000.0,175000000.0,875673000.0,4500000.0,4500000.0,0.0,,,,871173000.0,57916000.0,289012000.0,,289012000.0,1932000.0,,522313000.0,,522313000.0,374145000.0,75517000.0,1989000.0,2993000.0,10621000.0,1156000.0,1156000.0,58758000.0,,,,298628000.0,22817000.0,156171000.0,792000.0,103393000.0,15455000.0,7787000.0,7668000.0,2023-03-31
