Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.264309,2317659000.0,521551000.0,1108916000.0,14193413000.0,2317659000.0,1208743000.0,-499816000.0,499816000.0,521551000.0,521551000.0,19281625000.0,,,,,521551000.0,521551000.0,0.0,521551000.0,521551000.0,,521551000.0,187376000.0,708927000.0,-79678000.0,-499816000.0,499816000.0,1187097000.0,5088212000.0,3375014000.0,1108916000.0,1108916000.0,6275309000.0,14193413000.0,20468722000.0,20468722000.0,2024-03-31
0.0,0.251253,2167534000.0,574032000.0,1016124000.0,13145397000.0,2167534000.0,1151410000.0,-384753000.0,384753000.0,574032000.0,574032000.0,17764245000.0,222493023.0,222493023.0,2.58,2.58,574032000.0,574032000.0,0.0,574032000.0,574032000.0,,574032000.0,192625000.0,766657000.0,40735000.0,-384753000.0,384753000.0,1110675000.0,4618848000.0,3052219000.0,1016124000.0,1016124000.0,5729523000.0,13145397000.0,18874920000.0,18874920000.0,2023-12-31
0.0,0.233944,2329340000.0,775739000.0,995145000.0,13336385000.0,2329340000.0,1334195000.0,-321555000.0,321555000.0,775739000.0,775739000.0,17861054000.0,222913506.0,222913506.0,3.48,3.48,775739000.0,775739000.0,0.0,775739000.0,775739000.0,,775739000.0,236901000.0,1012640000.0,141222000.0,-321555000.0,321555000.0,1192974000.0,4524669000.0,2980297000.0,995145000.0,995145000.0,5717643000.0,13336385000.0,19054028000.0,19054028000.0,2023-09-30
0.0,0.2651,2401049000.0,801551000.0,974669000.0,15515004000.0,2401049000.0,1426380000.0,-335686000.0,335686000.0,801551000.0,801551000.0,20102224000.0,222653056.0,222653056.0,3.6,3.6,801551000.0,801551000.0,0.0,801551000.0,801551000.0,,801551000.0,289143000.0,1090694000.0,22235000.0,-335686000.0,335686000.0,1404145000.0,4587220000.0,3054492000.0,974669000.0,974669000.0,5991365000.0,15515004000.0,21506369000.0,21506369000.0,2023-06-30
0.0,0.240171,1570324000.0,249859000.0,955136000.0,13335483000.0,1570324000.0,615188000.0,-276914000.0,286352000.0,249859000.0,249859000.0,17087385000.0,,,,,249859000.0,249859000.0,0.0,249859000.0,249859000.0,0.0,249859000.0,78977000.0,328836000.0,-74948000.0,-276914000.0,286352000.0,620304000.0,3751902000.0,-2391022000.0,955136000.0,955136000.0,4372206000.0,13335483000.0,17707689000.0,17707689000.0,2023-03-31
,,,,,,,,,,,,,219038679.0,219038679.0,2.12,2.12,,,,,,0.0,,,,,,,,,,,,,,,,2022-12-31
0.0,0.256521,3324800000.0,1305400000.0,1110400000.0,16241200000.0,3324800000.0,2214400000.0,-458600000.0,458600000.0,1305400000.0,1305400000.0,21557900000.0,222764505.0,222764505.0,5.86,5.86,1305400000.0,1305400000.0,0.0,1305400000.0,1305400000.0,,1305400000.0,450400000.0,1755800000.0,21700000.0,-458600000.0,458600000.0,2192700000.0,5316700000.0,3615900000.0,1110400000.0,1110400000.0,7509400000.0,16241200000.0,23750600000.0,23750600000.0,2024-06-30 00:00:00
