Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.24217,3746297000.0,2605410000.0,245275000.0,5036979000.0,3746297000.0,3501022000.0,-63872000.0,63872000.0,2605410000.0,2605410000.0,8580722000.0,,,,,2605410000.0,2605410000.0,0.0,2605410000.0,634000.0,2604776000.0,2604776000.0,832374000.0,3437150000.0,743976000.0,-63872000.0,63872000.0,2728828000.0,3543743000.0,2321109000.0,245275000.0,245275000.0,727919000.0,727919000.0,6272571000.0,5036979000.0,11309550000.0,11309550000.0,2024-03-31
0.0,0.22466,3950714000.0,2796148000.0,269893000.0,4806041000.0,3950714000.0,3680821000.0,-70762000.0,70762000.0,2796148000.0,2796148000.0,8624945000.0,94336977.0,94336977.0,29.64,29.64,2796148000.0,2796148000.0,0.0,2796148000.0,-2874000.0,2799022000.0,2799022000.0,811037000.0,3610059000.0,831030000.0,-70762000.0,70762000.0,2842244000.0,3818904000.0,2645841000.0,269893000.0,269893000.0,695390000.0,695390000.0,6661148000.0,4806041000.0,11467189000.0,11467189000.0,2023-12-31
0.0,0.214318,4444226000.0,3230760000.0,245092000.0,5469610000.0,4444226000.0,4199134000.0,-74185000.0,74185000.0,3230760000.0,3230760000.0,9162684000.0,94301226.0,94301226.0,34.26,34.26,3230760000.0,3230760000.0,0.0,3230760000.0,-10138000.0,3240898000.0,3240898000.0,884051000.0,4124949000.0,623246000.0,-74185000.0,74185000.0,3575888000.0,3693074000.0,2515664000.0,245092000.0,245092000.0,708295000.0,708295000.0,7268962000.0,5469610000.0,12738572000.0,12738572000.0,2023-09-30
0.0,0.265048,4025457000.0,2723415000.0,242455000.0,5413885000.0,4025457000.0,3783002000.0,-74968000.0,74968000.0,2723415000.0,2723415000.0,9015031000.0,94333737.0,94333737.0,28.87,28.87,2723415000.0,2723415000.0,0.0,2723415000.0,-1813000.0,2725228000.0,2725228000.0,982806000.0,3708034000.0,595118000.0,-74968000.0,74968000.0,3187884000.0,3601146000.0,2464597000.0,242455000.0,242455000.0,680695000.0,680695000.0,6789030000.0,5413885000.0,12202915000.0,12202915000.0,2023-06-30
0.0,0.227334,3795487000.0,2681921000.0,232454000.0,9000880000.0,3795487000.0,3563033000.0,924660000.0,98933000.0,2681921000.0,2681921000.0,9647801000.0,,,,,2681921000.0,2681921000.0,0.0,2681921000.0,5327000.0,2676594000.0,2676594000.0,787506000.0,3464100000.0,-1686281000.0,924660000.0,98933000.0,3008019000.0,646921000.0,-2161347000.0,232454000.0,223852000.0,1479513000.0,870171000.0,3654940000.0,9000880000.0,12655820000.0,12655820000.0,2023-03-31
,,,,,,,,,,,,,94316725.0,94316725.0,37.37,37.37,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.238309,3723153000.0,2595848000.0,253645000.0,3988871000.0,3723153000.0,3469508000.0,-63814000.0,63814000.0,2595848000.0,2595848000.0,7412403000.0,94325872.0,94325872.0,27.52,27.52,2595848000.0,2595848000.0,0.0,2595848000.0,1761000.0,2594087000.0,2594087000.0,811607000.0,3405694000.0,820126000.0,-63814000.0,63814000.0,2634975000.0,3423532000.0,2233830000.0,253645000.0,253645000.0,628535000.0,628535000.0,6058507000.0,3988871000.0,10047378000.0,10047378000.0,2024-06-30 00:00:00
