Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Date
0.0,0.235249,0.0,0.0,39517600000.0,100600300000.0,192260900000.0,292861200000.0,39517600000.0,39517600000.0,,,,,39517600000.0,39517600000.0,39517600000.0,-389400000.0,39907000000.0,0.0,39907000000.0,11668500000.0,49600600000.0,0.0,109158800000.0,62661300000.0,181580500000.0,181580500000.0,2024-03-31
0.0,0.25363,0.0,0.0,37902100000.0,98719800000.0,186202600000.0,284922400000.0,37902100000.0,37902100000.0,1814365725.0,1814365725.0,20.89,20.89,37902100000.0,37902100000.0,37902100000.0,-363400000.0,38265500000.0,0.0,38265500000.0,12703300000.0,50085900000.0,0.0,98944400000.0,51989000000.0,170099200000.0,170099200000.0,2023-12-31
0.0,0.278663,0.0,0.0,37976700000.0,93553400000.0,179342700000.0,272896100000.0,37976700000.0,37976700000.0,1814462494.0,1814462494.0,20.93,20.93,37976700000.0,37976700000.0,37976700000.0,-311800000.0,38288500000.0,0.0,38288500000.0,14206300000.0,50980200000.0,0.0,108589200000.0,69021500000.0,159569400000.0,159569400000.0,2023-09-30
0.0,0.275577,0.0,0.0,37389300000.0,91138200000.0,163369700000.0,254507900000.0,37389300000.0,37389300000.0,1814133916.0,1814133916.0,20.61,20.61,37389300000.0,37389300000.0,37389300000.0,-158900000.0,37548200000.0,0.0,37548200000.0,13593900000.0,49328900000.0,0.0,85719500000.0,47617400000.0,159224400000.0,159224400000.0,2023-06-30
727240243.656156,0.235506,3087994000.0,3087994000.0,33365057000.0,90123821000.0,152918440000.0,243042261000.0,31004303243.656155,33365057000.0,,,,,33365057000.0,33365057000.0,33365057000.0,-271442000.0,33636531000.0,0.0,33636531000.0,9958900000.0,42287296000.0,3087994000.0,70072985000.0,-7240602000.0,136391487000.0,136391487000.0,2023-03-31
,,,,,,,,,,1813947368.0,1813947368.0,16.72,16.72,,,,,,,,,,,,,,,2022-12-31
0.0,0.26647,0.0,0.0,40675100000.0,96388400000.0,195341300000.0,291729700000.0,40675100000.0,40675100000.0,9079263393.0,9079263393.0,4.48,4.48,40675100000.0,40675100000.0,40675100000.0,-307300000.0,40982400000.0,0.0,40982400000.0,14448100000.0,54220300000.0,0.0,98389000000.0,54277800000.0,174316200000.0,174316200000.0,2024-06-30 00:00:00
