Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Minority Interest,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Other Receivables
47620987.0,47620987.0,210292000.0,8408317000.0,9052170000.0,3384757000.0,8408317000.0,179485000.0,9021363000.0,9036428000.0,9021363000.0,9021363000.0,8545153000.0,,,476210000.0,476210000.0,3682906000.0,821422000.0,51951000.0,,200485000.0,124801000.0,109736000.0,15065000.0,30499000.0,2861484000.0,180233000.0,85491000.0,69749000.0,15742000.0,,34616000.0,2291592000.0,,,1718000.0,2289874000.0,12704269000.0,6458028000.0,336113000.0,,24502000.0,24502000.0,0.0,0.0,613046000.0,214294000.0,398752000.0,5472287000.0,,5472287000.0,174167000.0,5298120000.0,,,,,6246241000.0,309161000.0,,,1705938000.0,,,2231052000.0,,,2000090000.0,1670934000.0,329156000.0,,,2024-03-31,,,,,
47608022.0,47608022.0,136845000.0,7893670000.0,8205950000.0,2320313000.0,7893670000.0,136845000.0,8205950000.0,8205950000.0,8205950000.0,8205950000.0,7729870000.0,,,476080000.0,476080000.0,3001679000.0,261265000.0,50532000.0,,92482000.0,82133000.0,82133000.0,0.0,26688000.0,2740414000.0,159723000.0,54712000.0,54712000.0,0.0,,50220000.0,2293578000.0,,,24679000.0,2268899000.0,11207629000.0,6146902000.0,330487000.0,,17694000.0,17694000.0,302739000.0,302739000.0,312280000.0,6760000.0,305520000.0,5183702000.0,,5183702000.0,16970000.0,5166732000.0,,,,,5060727000.0,274265000.0,,,1479441000.0,,,1689362000.0,,,1617659000.0,1521303000.0,96356000.0,,,2023-09-30,,,,,
47588282.0,47588282.0,118553000.0,7452699000.0,7761275000.0,2546597000.0,7452699000.0,118553000.0,7761275000.0,7761275000.0,7761275000.0,7761275000.0,98514000.0,3225415000.0,3957085000.0,475883000.0,475883000.0,2854767000.0,213960000.0,48002000.0,48002000.0,69355000.0,69431000.0,69431000.0,,27172000.0,2640807000.0,12000.0,49122000.0,49122000.0,,26561000.0,41907000.0,2462084000.0,209125000.0,0.0,147173000.0,2105786000.0,10616042000.0,5428638000.0,256274000.0,272469000.0,95000.0,95000.0,,,308576000.0,3056000.0,305520000.0,4847498000.0,-1173548000.0,6021046000.0,2509130000.0,69088000.0,1681105000.0,1165814000.0,595909000.0,0.0,5187404000.0,-12000.0,16675000.0,204939000.0,1176575000.0,724745000.0,451830000.0,2001096000.0,-16200000.0,2017296000.0,1788131000.0,1316864000.0,471267000.0,43174000.0,428093000.0,2023-03-31,,,,,
