Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
0.0,0.164509,137578000.0,64469000.0,40964000.0,572137000.0,137578000.0,96614000.0,-19451000.0,19451000.0,64469000.0,64469000.0,768544000.0,53450000.0,53450000.0,1.206155,1.206155,64469000.0,64469000.0,0.0,64469000.0,64469000.0,64469000.0,12694000.0,77163000.0,13264000.0,-19451000.0,19451000.0,83349000.0,196407000.0,79443000.0,40964000.0,40964000.0,279756000.0,572137000.0,851893000.0,851893000.0,2023-09-30,
0.0,0.27538,180011000.0,88136000.0,40959000.0,602020000.0,180011000.0,139052000.0,-17420000.0,17420000.0,88136000.0,88136000.0,779834000.0,53450000.0,53450000.0,1.648943,1.648943,88136000.0,88136000.0,0.0,88136000.0,88136000.0,88137000.0,33495000.0,121632000.0,6741000.0,-17420000.0,17420000.0,132311000.0,177814000.0,77461000.0,40959000.0,40959000.0,310125000.0,602020000.0,912145000.0,912145000.0,2023-06-30,
0.0,0.150086,253577000.0,112207000.0,82759000.0,550264000.0,253577000.0,170818000.0,-38667000.0,38667000.0,112207000.0,112207000.0,847164000.0,53431905.0,53431905.0,2.1,2.1,112207000.0,112207000.0,0.0,112207000.0,112317000.0,112317000.0,19834000.0,132151000.0,13307000.0,-38667000.0,38667000.0,157511000.0,296900000.0,121645000.0,82759000.0,82759000.0,454411000.0,550264000.0,1004675000.0,1004675000.0,2024-06-30 00:00:00,-110000.0
