Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
75941746.0,75941746.0,19700000.0,23031800000.0,23159800000.0,15616500000.0,23031800000.0,16900000.0,23157000000.0,23157000000.0,23468200000.0,311200000.0,23157000000.0,23005100000.0,151900000.0,151900000.0,3505600000.0,200000000.0,104700000.0,,9200000.0,9200000.0,86100000.0,3305600000.0,356100000.0,10500000.0,7700000.0,2800000.0,103600000.0,2094100000.0,2094100000.0,26973800000.0,8051700000.0,623200000.0,122000000.0,1502400000.0,1502400000.0,125200000.0,125200000.0,5567600000.0,5567600000.0,1166200000.0,4401400000.0,18922100000.0,1501900000.0,3630400000.0,5427200000.0,8362600000.0,6975600000.0,1387000000.0,2024-03-31
75940746.0,75940746.0,33800000.0,20637800000.0,20755100000.0,13740500000.0,20637800000.0,14800000.0,20736100000.0,20736100000.0,21024700000.0,288600000.0,20736100000.0,20584200000.0,151900000.0,151900000.0,3103700000.0,161000000.0,34300000.0,39100000.0,6800000.0,6800000.0,80800000.0,2942700000.0,272700000.0,27000000.0,8000000.0,19000000.0,,1709400000.0,1709400000.0,24128400000.0,7445200000.0,423600000.0,162300000.0,1306300000.0,1306300000.0,98300000.0,98300000.0,5454700000.0,5454700000.0,2750000000.0,2704700000.0,16683200000.0,1452800000.0,3367100000.0,4589800000.0,7273500000.0,5894500000.0,1379000000.0,2023-09-30
75902746.0,75902746.0,52000000.0,18693100000.0,18838900000.0,12864600000.0,18693100000.0,17900000.0,18804800000.0,18804800000.0,19072700000.0,267900000.0,18804800000.0,18653000000.0,151800000.0,151800000.0,2841300000.0,161300000.0,74200000.0,,9300000.0,9300000.0,77800000.0,2680000000.0,274500000.0,42700000.0,8600000.0,34100000.0,2800000.0,1643700000.0,1643700000.0,21914000000.0,6369400000.0,443900000.0,138600000.0,747100000.0,747100000.0,111700000.0,111700000.0,4893500000.0,4893500000.0,2204800000.0,2688700000.0,15544600000.0,1476000000.0,2882200000.0,3940600000.0,7245800000.0,5470200000.0,1775600000.0,2023-03-31
