Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
9501400.0,9501400.0,155950000.0,192906000.0,601483000.0,771717000.0,180838000.0,601483000.0,22672000.0,601483000.0,601483000.0,601483000.0,601483000.0,,,95014000.0,95014000.0,324217000.0,60395000.0,5418000.0,,21670000.0,21670000.0,0.0,33307000.0,263822000.0,33501000.0,171236000.0,1002000.0,170234000.0,2693000.0,28884000.0,2636000.0,26248000.0,925700000.0,481040000.0,13667000.0,,11489000.0,8737000.0,8737000.0,,,447147000.0,,447147000.0,55460000.0,391687000.0,,,,,444660000.0,92590000.0,,,161091000.0,,,,,,5410000.0,161254000.0,,,24315000.0,10031000.0,14284000.0,,2024-03-31
9501400.0,9501400.0,85827000.0,121346000.0,599281000.0,687793000.0,272867000.0,599281000.0,32834000.0,599281000.0,599281000.0,599281000.0,599281000.0,,,95014000.0,95014000.0,248140000.0,66823000.0,8279000.0,,27821000.0,27821000.0,,30723000.0,181317000.0,21903000.0,93525000.0,5013000.0,88512000.0,5710000.0,32867000.0,0.0,32867000.0,847421000.0,393237000.0,41219000.0,,12484000.0,10552000.0,10552000.0,,,328982000.0,,328982000.0,52698000.0,276284000.0,,,,,454184000.0,97914000.0,,,191360000.0,,,,,,3381000.0,143679000.0,,,17850000.0,15165000.0,2685000.0,,2023-09-30
9501400.0,9501400.0,102473000.0,146064000.0,588836000.0,699731000.0,254511000.0,588836000.0,35169000.0,588836000.0,588836000.0,588836000.0,588836000.0,457144000.0,21200000.0,95014000.0,95014000.0,267689000.0,69917000.0,9735000.0,9735000.0,30386000.0,30386000.0,0.0,29796000.0,197772000.0,584000.0,115678000.0,4783000.0,110895000.0,2855000.0,32425000.0,0.0,32425000.0,856525000.0,404242000.0,172084000.0,10918000.0,12484000.0,200000.0,200000.0,0.0,0.0,376560000.0,-381589000.0,758149000.0,224782000.0,256265000.0,153745000.0,62237000.0,61120000.0,0.0,452283000.0,98970000.0,0.0,80540000.0,193360000.0,32836000.0,73670000.0,45187000.0,41667000.0,20194000.0,18094000.0,131673000.0,0.0,131673000.0,8422000.0,14598000.0,8422000.0,8422000.0,2023-03-31
