Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
11127890.0,11127890.0,288930000.0,2149250000.0,2432860000.0,2384140000.0,2149250000.0,5320000.0,2149250000.0,2149250000.0,2149250000.0,2149250000.0,2037970000.0,,,111280000.0,111280000.0,1171390000.0,355850000.0,,3870000.0,3870000.0,16330000.0,815540000.0,90810000.0,285060000.0,1450000.0,283610000.0,,10290000.0,389100000.0,,,73360000.0,315740000.0,3320640000.0,120960000.0,,48670000.0,2440000.0,2440000.0,,,,33210000.0,,33210000.0,33210000.0,,3199680000.0,128000000.0,,,43150000.0,1421060000.0,,554760000.0,,,1052710000.0,566040000.0,486670000.0,486670000.0,2023-09-30
11127890.0,11127890.0,6220000.0,2066980000.0,2066980000.0,2319150000.0,2066980000.0,6220000.0,2066980000.0,2066980000.0,2066980000.0,2066980000.0,1955700000.0,1975810000.0,4360000.0,111280000.0,111280000.0,996640000.0,407940000.0,12310000.0,4550000.0,4550000.0,38280000.0,588700000.0,18790000.0,1670000.0,1670000.0,0.0,9570000.0,9570000.0,500530000.0,48700000.0,3410000.0,46210000.0,402210000.0,3063620000.0,156050000.0,25720000.0,49120000.0,30000.0,30000.0,0.0,0.0,0.0,34040000.0,-83840000.0,117880000.0,9790000.0,108090000.0,2907850000.0,126720000.0,382760000.0,520000.0,29420000.0,1572470000.0,126480000.0,462080000.0,-86140000.0,548220000.0,334120000.0,568610000.0,334120000.0,334120000.0,2023-03-31
