Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-628651.101704,0.099612,962957000.0,-6311000.0,-6311000.0,513468000.0,188838000.0,4080255000.0,956646000.0,767808000.0,-223787000.0,223787000.0,519150348.898296,513468000.0,8147854000.0,,,,,513468000.0,513468000.0,0.0,513468000.0,23638000.0,489830000.0,489830000.0,54191000.0,544021000.0,148295000.0,-6311000.0,6311000.0,-223787000.0,223787000.0,625824000.0,4067599000.0,2028234000.0,188838000.0,188838000.0,4693423000.0,4080255000.0,8773678000.0,8773678000.0,2024-03-31
23496.980786,0.022336,681792000.0,1052000.0,1052000.0,357519000.0,162419000.0,3049724000.0,682844000.0,520425000.0,-174474000.0,174474000.0,356490496.980786,357519000.0,6548168000.0,43561074.0,43561074.0,16.38,16.49,357519000.0,357519000.0,0.0,357519000.0,19295000.0,338224000.0,338224000.0,7727000.0,345951000.0,27746000.0,1052000.0,-1052000.0,-174474000.0,174474000.0,491627000.0,3498444000.0,1668356000.0,162419000.0,162419000.0,3990071000.0,3049724000.0,7039795000.0,7039795000.0,2023-12-31
-77658.754387,0.144347,848050000.0,-538000.0,-538000.0,396778000.0,155658000.0,5321925000.0,847512000.0,691854000.0,-236528000.0,236528000.0,397238341.245613,396778000.0,8986865000.0,43554116.0,43316376.0,9.11,9.16,396778000.0,396778000.0,0.0,396778000.0,7177000.0,389601000.0,389601000.0,65725000.0,455326000.0,73340000.0,-538000.0,538000.0,-236528000.0,236528000.0,619052000.0,3664940000.0,1894316000.0,155658000.0,155658000.0,4283992000.0,5321925000.0,9605917000.0,9605917000.0,2023-09-30
-38367.67096,0.17681,908923000.0,-217000.0,-217000.0,480574000.0,135064000.0,4526982000.0,908706000.0,773642000.0,-198345000.0,198345000.0,480752632.32904,480574000.0,8242567000.0,43471190.0,43333995.0,11.055,11.09,480574000.0,480574000.0,0.0,480574000.0,6995000.0,473579000.0,473579000.0,101718000.0,575297000.0,74306000.0,-217000.0,,-198345000.0,198345000.0,699553000.0,3715585000.0,2010050000.0,135064000.0,135064000.0,4415138000.0,4526982000.0,8942120000.0,8942120000.0,2023-06-30
7237254.32067,0.046784,442252000.0,154696000.0,154696000.0,562397000.0,139504000.0,6916124000.0,596948000.0,457444000.0,-288818000.0,-101960000.0,414938254.32067,562397000.0,4838572000.0,,,,,562397000.0,562397000.0,0.0,562397000.0,29164000.0,533233000.0,533233000.0,26171000.0,559404000.0,-10478000.0,146310000.0,,-288818000.0,-101960000.0,1382107000.0,-2077552000.0,-4058651000.0,139504000.0,135743000.0,-695445000.0,6916124000.0,6220679000.0,6220679000.0,2023-03-31
,,,,,,,,,,,,,,,43327874.0,43327874.0,15.41,15.42,,,,,,,,,,,,19566000.0,,,,,,,,,,,,2022-12-31
8597625.419403,0.154312,1078786000.0,55716000.0,55716000.0,653490000.0,170902000.0,5474441000.0,1134502000.0,963600000.0,-231309000.0,231309000.0,606371625.419403,653490000.0,9715942000.0,44035714.0,43595063.0,14.84,14.99,653490000.0,653490000.0,0.0,653490000.0,34200000.0,619290000.0,619290000.0,113001000.0,732291000.0,95829000.0,55716000.0,,-231309000.0,231309000.0,812055000.0,4241501000.0,2141564000.0,170902000.0,170902000.0,5053556000.0,5474441000.0,10527997000.0,10527997000.0,2024-06-30 00:00:00
