Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
477223845.0,477223845.0,255110000.0,32586590000.0,34201060000.0,27264910000.0,32586590000.0,255110000.0,34201060000.0,34201060000.0,34634790000.0,433730000.0,34201060000.0,29433400000.0,,,4767660000.0,4767660000.0,4630700000.0,527310000.0,185140000.0,,,,229830000.0,229830000.0,112340000.0,4103390000.0,1215440000.0,25280000.0,25280000.0,,41730000.0,2624490000.0,,,2624490000.0,39265490000.0,7897190000.0,569320000.0,,1134620000.0,683160000.0,683160000.0,,,1614470000.0,84360000.0,1530110000.0,3713990000.0,,3713990000.0,180590000.0,3533400000.0,,,,,31368300000.0,698320000.0,,,,1091840000.0,,,29578140000.0,29312570000.0,265570000.0,,,2024-03-31,
477223845.0,477223845.0,265760000.0,31322170000.0,32935510000.0,25824240000.0,31322170000.0,265760000.0,32935510000.0,32935510000.0,33400400000.0,464890000.0,32935510000.0,28167850000.0,,,4767660000.0,4767660000.0,5542540000.0,607380000.0,243540000.0,,,,243650000.0,243650000.0,120190000.0,4935160000.0,1169890000.0,22110000.0,22110000.0,,29190000.0,3476720000.0,,,3476720000.0,38942940000.0,8183540000.0,541310000.0,,1138300000.0,667210000.0,667210000.0,,,1613340000.0,83230000.0,1530110000.0,4035810000.0,,4035810000.0,207550000.0,3828260000.0,,,,,30759400000.0,700700000.0,,,,1422380000.0,,,28636320000.0,28479060000.0,157260000.0,,,2023-09-30,
477223845.0,477223845.0,275970000.0,30479280000.0,32073670000.0,24381230000.0,30479280000.0,275970000.0,32073670000.0,32073670000.0,32560770000.0,487100000.0,32073670000.0,27306010000.0,-7045200000.0,34136810000.0,4767660000.0,4767660000.0,5025980000.0,702990000.0,324450000.0,123420000.0,324450000.0,0.0,255120000.0,255120000.0,123420000.0,4322990000.0,284450000.0,20850000.0,20850000.0,27000000.0,27000000.0,3481180000.0,143410000.0,666370000.0,2671400000.0,37586750000.0,8882530000.0,700410000.0,733940000.0,1397750000.0,700800000.0,700800000.0,667270000.0,667270000.0,1594390000.0,64280000.0,1530110000.0,4324510000.0,-11680100000.0,16004610000.0,294270000.0,14825490000.0,400530000.0,339610000.0,144710000.0,0.0,28704220000.0,533350000.0,1780740000.0,546470000.0,362700000.0,867330000.0,-1911880000.0,2779210000.0,25146980000.0,24989330000.0,157650000.0,78370000.0,79280000.0,2023-03-31,
476765914.0,476765914.0,243650000.0,33565690000.0,35166060000.0,28611300000.0,33565690000.0,243650000.0,35166060000.0,35166060000.0,35585070000.0,419010000.0,35166060000.0,30398400000.0,,,4767660000.0,4767660000.0,5067220000.0,481960000.0,147780000.0,,,,215420000.0,215420000.0,118760000.0,4585260000.0,1095910000.0,28230000.0,28230000.0,,44660000.0,3059810000.0,,,3059810000.0,40652290000.0,7455730000.0,578400000.0,,904540000.0,665350000.0,665350000.0,,,1600370000.0,70260000.0,1530110000.0,3500130000.0,,3500130000.0,210430000.0,3289700000.0,,,,,33196560000.0,775170000.0,,,,1439370000.0,,,30982020000.0,30746800000.0,235220000.0,,,2024-09-30 00:00:00,
