Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
-64048000.0,0.4,465670000.0,-160120000.0,-160120000.0,20410000.0,170130000.0,1954380000.0,305550000.0,135420000.0,-155990000.0,155990000.0,116482000.0,20410000.0,3694800000.0,,,,,20410000.0,20410000.0,0.0,20410000.0,0.0,20410000.0,20410000.0,-40980000.0,-20570000.0,54470000.0,-160120000.0,-155990000.0,155990000.0,241070000.0,1740420000.0,1308110000.0,170130000.0,170130000.0,1981490000.0,1954380000.0,3935870000.0,3935870000.0,2024-03-31,
0.0,0.3,285220000.0,0.0,0.0,9750000.0,145150000.0,1649980000.0,285220000.0,140070000.0,-120920000.0,120920000.0,9750000.0,9750000.0,3291880000.0,121875000.0,121875000.0,0.08,0.08,9750000.0,9750000.0,0.0,9750000.0,0.0,9750000.0,9750000.0,9400000.0,19150000.0,46450000.0,0.0,-120920000.0,120920000.0,93620000.0,1641900000.0,1223670000.0,145150000.0,145150000.0,1735520000.0,1649980000.0,3385500000.0,3385500000.0,2023-12-31,
0.0,0.261283,294120000.0,0.0,0.0,12440000.0,143110000.0,1717190000.0,294120000.0,151010000.0,-134170000.0,134170000.0,12440000.0,12440000.0,3208280000.0,138222222.0,138222222.0,0.09,0.09,12440000.0,12440000.0,0.0,12440000.0,0.0,12440000.0,12440000.0,4400000.0,16840000.0,59300000.0,0.0,-134170000.0,134170000.0,91710000.0,1491090000.0,1087940000.0,143110000.0,143110000.0,1582800000.0,1717190000.0,3299990000.0,3299990000.0,2023-09-30,
0.0,0.306436,309840000.0,0.0,0.0,22090000.0,146530000.0,1715470000.0,309840000.0,163310000.0,-131460000.0,131460000.0,22090000.0,22090000.0,3249340000.0,122722222.0,122722222.0,0.18,0.18,22090000.0,22090000.0,0.0,22090000.0,0.0,22090000.0,22090000.0,9760000.0,31850000.0,87800000.0,0.0,-131460000.0,131460000.0,75510000.0,1533870000.0,1155020000.0,146530000.0,146530000.0,1609380000.0,1715470000.0,3324850000.0,3324850000.0,2023-06-30,
3918552.372622,0.385305,279670000.0,10170000.0,10170000.0,28110000.0,146480000.0,4813370000.0,289840000.0,143360000.0,-37200000.0,97630000.0,21858552.372622,28110000.0,3562700000.0,,,,,28110000.0,28110000.0,0.0,28110000.0,0.0,28110000.0,28110000.0,17620000.0,45730000.0,-57190000.0,6560000.0,-37200000.0,97630000.0,177410000.0,-1250670000.0,-1833410000.0,146480000.0,135680000.0,-1073260000.0,4813370000.0,3740110000.0,3740110000.0,2023-03-31,
,,,,,,,,,,,,,,,127631579.0,127631579.0,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
-4604046.961326,0.188536,393550000.0,-24420000.0,-24420000.0,-11750000.0,170340000.0,2249230000.0,369130000.0,198790000.0,-213270000.0,213270000.0,8065953.038674,-11750000.0,4021050000.0,130555556.0,130555556.0,-0.09,-0.09,-11750000.0,-11750000.0,0.0,-11750000.0,0.0,-11750000.0,-11750000.0,-2730000.0,-14480000.0,24640000.0,-24420000.0,-213270000.0,213270000.0,198570000.0,1771820000.0,1319390000.0,170340000.0,170340000.0,1970390000.0,2249230000.0,4219620000.0,4219620000.0,2024-06-30 00:00:00,24420000.0
