Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
394084620.0,394084620.0,377500000.0,95702600000.0,105360100000.0,59596600000.0,95702600000.0,377500000.0,105360100000.0,105360100000.0,105423200000.0,63100000.0,105360100000.0,103389700000.0,,,1970400000.0,1970400000.0,8786300000.0,398900000.0,,22200000.0,296500000.0,296500000.0,,8387400000.0,2138300000.0,81000000.0,81000000.0,,234100000.0,2570300000.0,,,,2570300000.0,114209500000.0,46225500000.0,1090700000.0,,1636600000.0,20197600000.0,,20197600000.0,4398600000.0,4398600000.0,277900000.0,9657500000.0,9609500000.0,48000000.0,8583300000.0,,8583300000.0,73800000.0,8509500000.0,,,,,67984000000.0,3864100000.0,,,,12542800000.0,,,51577100000.0,48656000000.0,2921100000.0,,,2024-03-31
394084620.0,394084620.0,520900000.0,92122900000.0,100823200000.0,58368200000.0,92122900000.0,520900000.0,100823200000.0,100823200000.0,100882000000.0,58800000.0,100823200000.0,98852800000.0,,,1970400000.0,1970400000.0,7643300000.0,399200000.0,,23500000.0,283600000.0,283600000.0,11900000.0,7244100000.0,2433100000.0,237300000.0,237300000.0,,206800000.0,3274400000.0,,,455000000.0,2819400000.0,108525300000.0,42913000000.0,1102500000.0,,1950200000.0,17150500000.0,,17150500000.0,4309400000.0,4309400000.0,290200000.0,8700300000.0,8652300000.0,48000000.0,9139400000.0,,9139400000.0,32000000.0,9107400000.0,,,,,65612300000.0,2694100000.0,,,,14441600000.0,,,48476600000.0,47044000000.0,1432600000.0,,,2023-09-30
394084620.0,394084620.0,628700000.0,84037600000.0,92715900000.0,51273400000.0,84037600000.0,628700000.0,92715900000.0,92715900000.0,92771700000.0,55800000.0,92715900000.0,90745500000.0,81189300000.0,4718200000.0,1970400000.0,1970400000.0,8709100000.0,473600000.0,8800000.0,132200000.0,332400000.0,332400000.0,8800000.0,8235500000.0,3237800000.0,296300000.0,296300000.0,0.0,205000000.0,4758200000.0,2243000000.0,6800000.0,0.0,2508400000.0,101480800000.0,41971900000.0,1167300000.0,1289200000.0,2249700000.0,14924200000.0,14561500000.0,362700000.0,4298900000.0,4298900000.0,302500000.0,8678300000.0,8630300000.0,48000000.0,9623900000.0,-5357900000.0,14981800000.0,,9623900000.0,11408200000.0,2696300000.0,877300000.0,0.0,59508900000.0,7600000.0,157300000.0,549800000.0,1959000000.0,14743000000.0,-1928900000.0,16671900000.0,42092200000.0,40780200000.0,1312000000.0,0.0,1312000000.0,2023-03-31
