Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Extraordinary
0.0,0.220615,12483900000.0,0.0,0.0,7231100000.0,239400000.0,7601400000.0,12483900000.0,12244500000.0,-2947300000.0,2947300000.0,7231100000.0,7231100000.0,4866400000.0,,,,,7231100000.0,7231100000.0,0.0,7231100000.0,-15000000.0,7246100000.0,7246100000.0,2051100000.0,9297200000.0,168700000.0,0.0,,-2947300000.0,2947300000.0,12075800000.0,-2735000000.0,1496300000.0,239400000.0,239400000.0,9340800000.0,7601400000.0,16942200000.0,16942200000.0,2024-03-31,
0.0,0.181952,10950400000.0,0.0,0.0,6598755000.0,240300000.0,5822200000.0,10950400000.0,10710100000.0,-2623900000.0,2623900000.0,6598755000.0,6598755000.0,2887000000.0,148956095.0,148319960.0,44.3,44.49,6598755000.0,6598755000.0,0.0,6598755000.0,-13600000.0,6612400000.0,6612400000.0,1471300000.0,8086200000.0,70000000.0,0.0,,-2623900000.0,2623900000.0,10640100000.0,-2935200000.0,1140400000.0,240300000.0,240300000.0,7704900000.0,5822200000.0,13527100000.0,13527100000.0,2023-12-31,
0.0,0.188847,9159600000.0,0.0,0.0,5311900000.0,172600000.0,5900100000.0,9159600000.0,8987000000.0,-2411300000.0,2411300000.0,5311900000.0,5311900000.0,4407000000.0,148335660.0,148087538.0,35.81,35.87,5311900000.0,5311900000.0,0.0,5311900000.0,-10000000.0,5321900000.0,5321900000.0,1241800000.0,6575700000.0,117000000.0,0.0,,-2411300000.0,2411300000.0,8870000000.0,-1493100000.0,1447200000.0,172600000.0,172600000.0,7376900000.0,5900100000.0,13277000000.0,13277000000.0,2023-09-30,
451450773.768637,0.325346,2770900000.0,1387600000.0,1387600000.0,1647200000.0,127500000.0,3965500000.0,4158500000.0,4031000000.0,302300000.0,1556100000.0,711050773.768637,1647200000.0,8216700000.0,,,,,1647200000.0,1647200000.0,0.0,1647200000.0,-7700000.0,1654900000.0,1654900000.0,805200000.0,2474900000.0,51000000.0,0.0,53400000.0,302300000.0,1556100000.0,721000000.0,4251200000.0,-1547200000.0,127500000.0,-6300000.0,4972200000.0,3965500000.0,8937700000.0,8937700000.0,2023-03-31,
0.0,0.264613,4928900000.0,0.0,0.0,2264500000.0,167000000.0,4821300000.0,4928900000.0,4761900000.0,-1694400000.0,1694400000.0,2264500000.0,2264500000.0,5648700000.0,147716895.0,146569579.0,15.33,15.45,2264500000.0,2264500000.0,0.0,2264500000.0,-8500000.0,2273000000.0,2273000000.0,811700000.0,3067500000.0,50000000.0,0.0,100100000.0,-1694400000.0,1694400000.0,4711900000.0,827400000.0,1054800000.0,167000000.0,167000000.0,5539300000.0,4821300000.0,10360600000.0,10360600000.0,2022-12-31,
0.0,0.165332,13981200000.0,0.0,0.0,8818900000.0,218400000.0,7588800000.0,13981200000.0,13762800000.0,-3176800000.0,3176800000.0,8818900000.0,8818900000.0,3115100000.0,604862826.0,596677943.0,14.58,14.78,8818900000.0,8818900000.0,0.0,8818900000.0,-16900000.0,8835800000.0,8835800000.0,1750200000.0,10586000000.0,57000000.0,0.0,,-3176800000.0,3176800000.0,13705800000.0,-4473700000.0,1606900000.0,218400000.0,218400000.0,9232100000.0,7588800000.0,16820900000.0,16820900000.0,2024-06-30 00:00:00,0.0
0.0,0.1727,8692000000.0,0.0,0.0,5254900000.0,173500000.0,5385000000.0,8692000000.0,8518500000.0,-2158900000.0,2158900000.0,5254900000.0,5254900000.0,3348800000.0,592722160.0,592056180.0,8.89,8.9,5269300000.0,5269300000.0,0.0,5269300000.0,-6400000.0,5275700000.0,5261300000.0,1098300000.0,6359600000.0,323300000.0,0.0,,-2158900000.0,2158900000.0,8195200000.0,-2036200000.0,1258600000.0,173500000.0,173500000.0,6159000000.0,5385000000.0,11544000000.0,11544000000.0,2023-06-30 00:00:00,14400000.0
