Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.255591,179254000.0,0.0,0.0,101762000.0,11400000.0,175641000.0,179254000.0,167854000.0,101762000.0,101762000.0,230556000.0,,,,,101762000.0,101762000.0,0.0,101762000.0,-15861000.0,117623000.0,117623000.0,38355000.0,150064000.0,2862000.0,0.0,167854000.0,54915000.0,42972000.0,11400000.0,11400000.0,222769000.0,175641000.0,398410000.0,398410000.0,2024-03-31
0.0,0.277813,184132000.0,0.0,0.0,119520000.0,11641000.0,227800000.0,184132000.0,172491000.0,119520000.0,119520000.0,312152000.0,27666667.0,27412844.0,4.32,4.36,119520000.0,119520000.0,0.0,119520000.0,-3517000.0,123037000.0,123037000.0,42906000.0,154442000.0,143000.0,0.0,172491000.0,84352000.0,101956000.0,11641000.0,11641000.0,256843000.0,227800000.0,484643000.0,484643000.0,2023-12-31
0.0,0.214784,414101000.0,0.0,0.0,321710000.0,11566000.0,137757000.0,414101000.0,402535000.0,321710000.0,321710000.0,177382000.0,28195443.0,28195443.0,11.41,11.41,321710000.0,321710000.0,0.0,321710000.0,0.0,321710000.0,321710000.0,86709000.0,403704000.0,851000.0,0.0,402535000.0,39625000.0,59958000.0,11566000.0,11566000.0,442160000.0,137757000.0,579917000.0,579917000.0,2023-09-30
0.0,0.351498,124989000.0,0.0,0.0,58529000.0,11468000.0,137881000.0,124989000.0,113521000.0,58529000.0,58529000.0,178403000.0,28412136.0,28138942.0,2.06,2.08,58529000.0,58529000.0,0.0,58529000.0,0.0,58529000.0,58529000.0,36573000.0,104049000.0,1000.0,0.0,113521000.0,40522000.0,47515000.0,11468000.0,11468000.0,154043000.0,137881000.0,291924000.0,291924000.0,2023-06-30
-20397000.0,0.3,76069000.0,-67990000.0,-67990000.0,122181000.0,12910000.0,-17504000.0,8079000.0,-4831000.0,169774000.0,122181000.0,57967000.0,,,,,122181000.0,122181000.0,0.0,122181000.0,0.0,122181000.0,122181000.0,-12921000.0,186579000.0,-2061000.0,-67990000.0,224871000.0,75471000.0,-111326000.0,12910000.0,12341000.0,300342000.0,-17504000.0,282838000.0,282838000.0,2023-03-31
,,,,,,,,,,,,,28401840.0,28314985.0,3.26,3.27,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.170977,617303000.0,,,492552000.0,7437000.0,139371000.0,617303000.0,609866000.0,492552000.0,492552000.0,-309434000.0,28454766.0,28194161.0,17.31,17.47,492552000.0,492552000.0,0.0,492552000.0,-5793000.0,498345000.0,498345000.0,104055000.0,608589000.0,265000.0,,609866000.0,-448805000.0,48545000.0,7437000.0,7437000.0,161061000.0,139371000.0,300432000.0,300432000.0,2024-06-30 00:00:00
