Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
2000000.0,2000000.0,,2118000000.0,2121100000.0,1444000000.0,2118000000.0,2121100000.0,2121100000.0,2121100000.0,2121100000.0,,20000000.0,20000000.0,436400000.0,15100000.0,15100000.0,421300000.0,57900000.0,,,,69400000.0,254400000.0,,,1700000.0,252700000.0,2557500000.0,692200000.0,58800000.0,,5900000.0,5900000.0,3100000.0,2100000.0,1000000.0,604400000.0,,604400000.0,22700000.0,581700000.0,,,,,1865300000.0,47300000.0,,,359500000.0,,,,,,535200000.0,,,923300000.0,745300000.0,178000000.0,,2024-03-31
2000000.0,2000000.0,,1951000000.0,1954500000.0,1336200000.0,1951000000.0,1954500000.0,1954500000.0,1954500000.0,1954500000.0,,20000000.0,20000000.0,390200000.0,16400000.0,16400000.0,373800000.0,65200000.0,,,,68200000.0,214200000.0,,,10400000.0,203800000.0,2344700000.0,634700000.0,31900000.0,14400000.0,6100000.0,6100000.0,3500000.0,2500000.0,1000000.0,578800000.0,,578800000.0,13900000.0,564900000.0,,,,,1710000000.0,49000000.0,,,346000000.0,,,,,,415600000.0,,,899400000.0,749100000.0,150300000.0,,2023-09-30
2000000.0,2000000.0,0.0,1884000000.0,1887084000.0,1300226000.0,1884000000.0,1887084000.0,1887084000.0,1887084000.0,1887084000.0,1081478000.0,20000000.0,20000000.0,398911000.0,16725000.0,16725000.0,382186000.0,1589000.0,16355000.0,0.0,0.0,51604000.0,295132000.0,57191000.0,2639000.0,16300000.0,235302000.0,2285995000.0,603583000.0,2000000.0,21115000.0,5400000.0,5400000.0,3084000.0,2057000.0,1027000.0,579384000.0,-1025180000.0,1604564000.0,19612000.0,559800000.0,1305950000.0,266416000.0,12586000.0,0.0,1682412000.0,38600000.0,2639000.0,34509000.0,341529000.0,68281000.0,62128000.0,211120000.0,55677000.0,3954000.0,403044000.0,-6519000.0,409563000.0,841060000.0,709571000.0,131489000.0,131489000.0,2023-03-31
