Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Total Tax Payable,Other Inventories
27226349.0,27226349.0,3315627000.0,3341964000.0,5522972000.0,8850206000.0,4993831000.0,5522972000.0,23992000.0,5532234000.0,5601964000.0,5494822000.0,-37412000.0,5532234000.0,5259971000.0,,,272263000.0,272263000.0,4725550000.0,129008000.0,,4674000.0,0.0,88221000.0,18491000.0,69730000.0,36113000.0,4596542000.0,171986000.0,,3253743000.0,5501000.0,3248242000.0,,20532000.0,1067874000.0,,,1067874000.0,10220372000.0,629999000.0,3143000.0,,113581000.0,69571000.0,69571000.0,1353000.0,9262000.0,,432365000.0,,432365000.0,0.0,432365000.0,,,,9590373000.0,643961000.0,,,6823138000.0,,,125646000.0,426794000.0,1452522000.0,,,118312000.0,115967000.0,2345000.0,,2024-03-31,,
27182789.0,27182789.0,3222956000.0,3264748000.0,5958896000.0,9202207000.0,5561406000.0,5958896000.0,26743000.0,5964202000.0,6047432000.0,5924999000.0,-39203000.0,5964202000.0,5692374000.0,,,271828000.0,271828000.0,4865847000.0,172227000.0,,38706000.0,,88888000.0,5658000.0,83230000.0,44633000.0,4693620000.0,200317000.0,,3175860000.0,21085000.0,3154775000.0,,39374000.0,1179272000.0,,,1179272000.0,10790846000.0,535820000.0,8165000.0,,33511000.0,59399000.0,59399000.0,1379000.0,5306000.0,5306000.0,427455000.0,,427455000.0,0.0,427455000.0,,,,10255026000.0,691020000.0,,,7382832000.0,,,125647000.0,529639000.0,1323476000.0,,,202412000.0,187363000.0,15049000.0,,2023-09-30,,
27182239.0,27182239.0,3197478000.0,3209242000.0,5913201000.0,9125939000.0,5599623000.0,5913201000.0,2503000.0,5919200000.0,6044703000.0,5874272000.0,-44928000.0,5919200000.0,18945000.0,3969777000.0,1434081000.0,271822000.0,271822000.0,4510419000.0,169441000.0,20374000.0,22513000.0,0.0,126554000.0,1051000.0,125503000.0,20374000.0,4340978000.0,9246000.0,0.0,3082688000.0,1452000.0,3081236000.0,9790000.0,6349000.0,1006340000.0,66866000.0,42000.0,939432000.0,10384691000.0,444090000.0,11343000.0,17043000.0,27839000.0,27674000.0,27674000.0,1405000.0,5999000.0,5999000.0,363448000.0,-539650000.0,903098000.0,11024000.0,352424000.0,620118000.0,271956000.0,0.0,9940601000.0,5736000.0,1639000.0,318349000.0,7345742000.0,7262818000.0,82924000.0,260231000.0,715126000.0,1267603000.0,-28103000.0,1295706000.0,26175000.0,16914000.0,9261000.0,9261000.0,2023-03-31,,
27293089.0,27293089.0,3334294000.0,3373678000.0,5121563000.0,8482637000.0,4543800000.0,5121563000.0,21087000.0,5130046000.0,5195517000.0,5087861000.0,-42185000.0,5130046000.0,4857115000.0,,,272931000.0,272931000.0,4635967000.0,217694000.0,,81256000.0,0.0,81473000.0,16002000.0,65471000.0,54965000.0,4418273000.0,75215000.0,,3292205000.0,5085000.0,3287120000.0,,28584000.0,982880000.0,,,982880000.0,9723828000.0,761755000.0,622000.0,,270042000.0,55474000.0,55474000.0,1327000.0,8483000.0,,421737000.0,,421737000.0,0.0,421737000.0,,,,8962073000.0,835691000.0,,,6182691000.0,,,116966000.0,420375000.0,1216104000.0,,,190246000.0,171949000.0,18297000.0,,2024-09-30 00:00:00,0.0,
