Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,375372000.0,375372000.0,189983000.0,200832000.0,610756000.0,801662000.0,518817000.0,610756000.0,9926000.0,610756000.0,610756000.0,610756000.0,610756000.0,235384000.0,,,375372000.0,375372000.0,351704000.0,12080000.0,,,9719000.0,9719000.0,0.0,2361000.0,339624000.0,8099000.0,,191113000.0,207000.0,190906000.0,287000.0,137102000.0,,22218000.0,114884000.0,962460000.0,104050000.0,9134000.0,,3746000.0,4450000.0,4450000.0,0.0,86720000.0,,86720000.0,59000000.0,27720000.0,,858441000.0,29066000.0,,792725000.0,,,,,35727000.0,,,923000.0,,923000.0,,2024-03-31
,375372000.0,375372000.0,71921000.0,73013000.0,531743000.0,604756000.0,499274000.0,531743000.0,,531743000.0,531743000.0,531743000.0,531743000.0,406619000.0,,,125124000.0,125124000.0,147080000.0,989000.0,,0.0,0.0,,0.0,989000.0,146091000.0,9165000.0,,73013000.0,,73013000.0,,62796000.0,,3567000.0,59229000.0,678823000.0,33458000.0,4464000.0,,3465000.0,4235000.0,4235000.0,0.0,21294000.0,,21294000.0,0.0,21294000.0,,645365000.0,6127000.0,,318726000.0,,,,0.0,289622000.0,,,30890000.0,29798000.0,1092000.0,,2023-09-30
,375372000.0,375372000.0,444609958.19,445234794.42,502718466.08,947953260.5,497922100.48,502718466.08,,502718466.08,528136711.48,502718466.08,502718466.08,,294057105.08,83537361.0,125124000.0,125124000.0,546618766.67,26407668.4,989423.0,0.0,25418245.4,,25418245.4,,520211098.27,,39951820.0,419816549.02,,419816549.02,,56470467.25,7725183.25,721138.0,48024146.0,1049337232.75,31204034.0,,4234804.0,3372935.0,,,0.0,23596295.0,-91152793.75,114749088.75,0.0,12015761.0,102733327.75,1018133198.75,,22506875.0,712048835.52,399623455.42,312425380.1,97083488.0,21801342.0,164067822.0,0.0,164067822.0,624836.23,,624836.23,624836.23,2023-03-31
