Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
318000000.0,318000000.0,29829000.0,54863168000.0,61160049000.0,20570170000.0,54863168000.0,29829000.0,61160049000.0,61160049000.0,61160049000.0,61160049000.0,60524049000.0,,636000000.0,636000000.0,12508463000.0,7001760000.0,72883000.0,468241000.0,28132000.0,28132000.0,5853030000.0,5506703000.0,755805000.0,1697000.0,1697000.0,,249128000.0,2718211000.0,,,2718211000.0,73668512000.0,47591639000.0,11413565000.0,,17451296000.0,17451296000.0,237356000.0,,,856375000.0,6296881000.0,6296881000.0,11278096000.0,,11278096000.0,1046677000.0,10231419000.0,,,,,26076873000.0,3645244000.0,9219000.0,,,1064784000.0,,,,,50122000.0,1012749000.0,,,20294755000.0,19962507000.0,332248000.0,,,2024-03-31
318000000.0,318000000.0,5148000.0,54970459000.0,58193779000.0,20360441000.0,54970459000.0,5148000.0,58193779000.0,58193779000.0,58193779000.0,58193779000.0,57557779000.0,,636000000.0,636000000.0,10411916000.0,5954854000.0,120521000.0,497702000.0,4871000.0,4871000.0,5260167000.0,4457062000.0,679676000.0,277000.0,277000.0,,238074000.0,1844029000.0,,,1844029000.0,68605695000.0,43788192000.0,7069120000.0,,18121716000.0,18121716000.0,218537000.0,,,862564000.0,3223320000.0,3223320000.0,14235536000.0,,14235536000.0,4008585000.0,10226951000.0,,,,,24817503000.0,1812426000.0,467000.0,,,1058316000.0,,,,,24541000.0,1635621000.0,,,20286132000.0,19753114000.0,533018000.0,,,2023-09-30
318000000.0,318000000.0,4948000.0,54713838000.0,57982811000.0,15247135000.0,54713838000.0,4948000.0,57982811000.0,57982811000.0,57982811000.0,57982811000.0,57346811000.0,26489021000.0,636000000.0,636000000.0,11227434000.0,6287882000.0,128419000.0,507146000.0,4871000.0,4871000.0,5617810000.0,4939552000.0,168112000.0,77000.0,77000.0,254854000.0,,2176303000.0,11864000.0,118248000.0,2046191000.0,69210245000.0,49023558000.0,6857552000.0,21125077000.0,4756793000.0,4756793000.0,204515000.0,42086000.0,162429000.0,868753000.0,3268973000.0,3268973000.0,10759714000.0,-11111394000.0,21871108000.0,267620000.0,166997000.0,18864559000.0,1761270000.0,810662000.0,0.0,20186687000.0,2054736000.0,467000.0,246017000.0,16086012000.0,1069812000.0,-19528000.0,919000.0,45000.0,1088376000.0,22912000.0,1889798000.0,-12708000.0,1902506000.0,871669000.0,360925000.0,510744000.0,360000000.0,150744000.0,2023-03-31
