Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Liabilities Heldfor Sale Non Current,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Investments
69771900.0,69771900.0,13867183000.0,21613212000.0,36542335000.0,68101177000.0,9218920000.0,36542335000.0,273351000.0,46761316000.0,55892636000.0,66513103000.0,19751787000.0,46761316000.0,46621689000.0,,,139627000.0,139627000.0,53104937000.0,10482006000.0,,31786000.0,,29412000.0,9346953000.0,215633000.0,9131320000.0,417255000.0,42622931000.0,1735650000.0,,12266259000.0,57718000.0,12208541000.0,,5962282000.0,17565785000.0,,,994586000.0,16571199000.0,119618040000.0,67776189000.0,609643000.0,,460769000.0,6557423000.0,,6557423000.0,,20039698000.0,275571000.0,10218981000.0,126159000.0,10092822000.0,28906915000.0,,28906915000.0,1888022000.0,27018893000.0,,,,,51841851000.0,1520965000.0,76428000.0,,,12443707000.0,,,,,2114367000.0,,4625431000.0,,,31060953000.0,23588275000.0,7472678000.0,,,2024-03-31,
69771900.0,69771900.0,50059261000.0,55272471000.0,29672522000.0,94982912000.0,20045920000.0,29672522000.0,193753000.0,39904194000.0,73274144000.0,54261178000.0,14356984000.0,39904194000.0,39764567000.0,,,139627000.0,139627000.0,87584307000.0,34530747000.0,,9317000.0,,27282000.0,33532804000.0,162854000.0,33369950000.0,365144000.0,53053560000.0,2136950000.0,,21739667000.0,30899000.0,21708768000.0,,6124694000.0,18426238000.0,,,1810491000.0,16615747000.0,141845485000.0,68746005000.0,561905000.0,,597720000.0,8613020000.0,,8613020000.0,,18290119000.0,276915000.0,10231672000.0,143389000.0,10088283000.0,27708025000.0,,27708025000.0,854031000.0,26853994000.0,,,,,73099480000.0,1821374000.0,82215000.0,,,17132442000.0,,,,,5813786000.0,21753000.0,4823037000.0,,,43404873000.0,38385416000.0,5019457000.0,,,2023-09-30,
69771900.0,69771900.0,59798473000.0,65415993000.0,30097774000.0,105553499000.0,30185351000.0,30097774000.0,197611000.0,40335117000.0,83043715000.0,58141523000.0,17806406000.0,40335117000.0,69843000.0,18977249000.0,974407000.0,139627000.0,139627000.0,99233095000.0,44822080000.0,410300000.0,37154000.0,548433000.0,954141000.0,42871992000.0,163394000.0,42708598000.0,438751000.0,54411015000.0,2387971000.0,753234000.0,22544001000.0,34217000.0,22509784000.0,1352615000.0,8752688000.0,20319915000.0,5178359000.0,398050000.0,709028000.0,14743506000.0,157374618000.0,72778252000.0,15000.0,950534000.0,595188000.0,10351933000.0,9827630000.0,74803000.0,449500000.0,19155559000.0,407136000.0,10237343000.0,161160000.0,10076183000.0,27112519000.0,-15468746000.0,42581265000.0,1369130000.0,500743000.0,24924068000.0,14103862000.0,1683462000.0,0.0,84596366000.0,14875000.0,448547000.0,30727989000.0,2104061000.0,12677198000.0,10836000.0,4796510000.0,96063000.0,7773789000.0,10391452000.0,,3904615000.0,-141383000.0,4045998000.0,24327629000.0,18907720000.0,5419909000.0,480525000.0,4939384000.0,2023-03-31,
