Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.116385,679500000.0,,,193600000.0,124900000.0,8765000000.0,679500000.0,554600000.0,-335500000.0,335500000.0,,193600000.0,193600000.0,11269200000.0,144477612.0,144477612.0,1.34,1.34,193600000.0,193600000.0,0.0,193600000.0,193600000.0,193600000.0,25500000.0,219100000.0,57000000.0,,-335500000.0,335500000.0,,497600000.0,2504200000.0,1745000000.0,124900000.0,124900000.0,3001800000.0,8765000000.0,11766800000.0,11766800000.0,2023-12-31
0.0,0.163016,734000000.0,0.0,0.0,233100000.0,124700000.0,10933000000.0,734000000.0,609300000.0,-330800000.0,330800000.0,,233100000.0,233100000.0,13192300000.0,144782609.0,144782609.0,1.61,1.61,233100000.0,233100000.0,0.0,233100000.0,233100000.0,233100000.0,45400000.0,278500000.0,34800000.0,0.0,-330800000.0,330800000.0,,574500000.0,2259300000.0,1618600000.0,124700000.0,124700000.0,2833800000.0,10933000000.0,13766800000.0,13766800000.0,2023-09-30
0.0,0.090535,799000000.0,,,309400000.0,124600000.0,10922500000.0,799000000.0,674400000.0,-313500000.0,334200000.0,20700000.0,309400000.0,309400000.0,13177800000.0,144579439.0,144579439.0,2.14,2.14,309400000.0,309400000.0,0.0,309400000.0,309400000.0,309400000.0,30800000.0,340200000.0,8600000.0,,-313500000.0,334200000.0,20700000.0,645100000.0,2255300000.0,1616500000.0,124600000.0,124600000.0,2900400000.0,10922500000.0,13822900000.0,13822900000.0,2023-06-30
1633890000.0,0.3,-3702300000.0,5446300000.0,5446300000.0,1253900000.0,148200000.0,16728900000.0,1744000000.0,1595800000.0,-356600000.0,367500000.0,18600000.0,-2558510000.0,1253900000.0,16744800000.0,,,,,1253900000.0,1253900000.0,0.0,1253900000.0,1253900000.0,1253900000.0,-25600000.0,1228300000.0,-189200000.0,5262600000.0,-356600000.0,367500000.0,18600000.0,-3840400000.0,15900000.0,-1467800000.0,148200000.0,124200000.0,-3824500000.0,16728900000.0,12904400000.0,12904400000.0,2023-03-31
0.0,0.3,812700000.0,0.0,0.0,187500000.0,143800000.0,10057300000.0,812700000.0,668900000.0,-511200000.0,511200000.0,58200000.0,187500000.0,187500000.0,12703100000.0,144230769.0,144230769.0,1.3,1.3,187500000.0,187500000.0,0.0,187500000.0,187500000.0,187500000.0,-29800000.0,157700000.0,67300000.0,0.0,-511200000.0,511200000.0,58200000.0,601600000.0,2645800000.0,1990600000.0,143800000.0,143800000.0,3247400000.0,10057300000.0,13304700000.0,13304700000.0,2022-12-31
0.0,0.324274,860100000.0,,,290900000.0,123000000.0,9819900000.0,860100000.0,737100000.0,-242100000.0,306600000.0,,290900000.0,290900000.0,11537600000.0,,,,,290900000.0,290900000.0,0.0,290900000.0,290900000.0,290900000.0,139600000.0,430500000.0,-41000000.0,,-242100000.0,306600000.0,,658900000.0,1717700000.0,1123800000.0,123000000.0,104900000.0,2376600000.0,9819900000.0,12196500000.0,12196500000.0,2024-03-31 00:00:00
0.0,0.231522,747800000.0,,,243300000.0,111900000.0,9477700000.0,747800000.0,635900000.0,-319300000.0,319300000.0,,243300000.0,243300000.0,11984300000.0,144821429.0,144821429.0,1.68,1.68,243300000.0,243300000.0,0.0,243300000.0,243300000.0,243300000.0,73300000.0,316600000.0,40300000.0,,-319300000.0,319300000.0,,595600000.0,2506600000.0,1832700000.0,111900000.0,111900000.0,3102200000.0,9477700000.0,12579900000.0,12579900000.0,2024-06-30 00:00:00
