Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
184510402.0,184510402.0,634304000.0,635952000.0,1037481000.0,1674430000.0,895430000.0,1037481000.0,1038478000.0,1177146000.0,1038478000.0,1038478000.0,437920000.0,,,600558000.0,600558000.0,1434022000.0,161373000.0,13040000.0,9665000.0,138668000.0,138668000.0,,1272649000.0,38514000.0,18382000.0,497284000.0,497284000.0,5478000.0,,528821000.0,,,528821000.0,2472500000.0,304421000.0,,1300000.0,3845000.0,3845000.0,997000.0,997000.0,283802000.0,,283802000.0,0.0,283802000.0,,,,,2168079000.0,115991000.0,,,,1013475000.0,,,194000.0,1024584000.0,,,13835000.0,12187000.0,1648000.0,,2024-03-31
184510402.0,184510402.0,1097332000.0,1098336000.0,572517000.0,1671353000.0,489889000.0,572517000.0,573017000.0,778738000.0,573017000.0,573017000.0,270734000.0,,,302283000.0,302283000.0,2527208000.0,225019000.0,,6056000.0,205721000.0,205721000.0,13242000.0,2302189000.0,15438000.0,,892615000.0,892615000.0,,6708000.0,1381892000.0,,6845000.0,1375047000.0,3100225000.0,308147000.0,1800000.0,,3716000.0,3716000.0,500000.0,500000.0,297274000.0,,297274000.0,427000.0,296847000.0,,,,,2792078000.0,119859000.0,,,,943357000.0,,,199000.0,1711778000.0,,,16885000.0,15881000.0,1004000.0,,2023-09-30
184510402.0,184510402.0,1052054000.0,1053358000.0,543601000.0,1597459000.0,469733000.0,543601000.0,544101000.0,779410000.0,544101000.0,544101000.0,17511000.0,219725000.0,0.0,302283000.0,302283000.0,1847465000.0,254549000.0,11843000.0,7397000.0,235309000.0,235309000.0,,1592916000.0,,9069000.0,818049000.0,818049000.0,4979000.0,,707236000.0,8971000.0,,698265000.0,2391566000.0,328917000.0,1000.0,5516000.0,,,500000.0,500000.0,309011000.0,-99163000.0,408174000.0,605000.0,,256992000.0,104554000.0,46023000.0,0.0,2062649000.0,,0.0,13100000.0,74434000.0,842294000.0,127273000.0,715021000.0,42449000.0,1089068000.0,0.0,1089068000.0,1304000.0,,1304000.0,1304000.0,2023-03-31
