Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
27425215.0,27425215.0,432304000.0,1996029000.0,1730115000.0,2578762000.0,273706000.0,1730115000.0,1324666000.0,1907399000.0,2374491000.0,2081030000.0,173631000.0,1907399000.0,1633147000.0,,,274252000.0,274252000.0,2618524000.0,1730597000.0,,,,3086000.0,1687548000.0,1220456000.0,467092000.0,28485000.0,887927000.0,96198000.0,,308481000.0,104210000.0,204271000.0,,25087000.0,335633000.0,,,8497000.0,327136000.0,4699554000.0,3537921000.0,42546000.0,,130946000.0,344841000.0,,344841000.0,300496000.0,,177284000.0,887000.0,176397000.0,2380832000.0,,2380832000.0,3570000.0,2377262000.0,,,,,1161633000.0,72868000.0,153231000.0,,,25742000.0,,,5840000.0,574000.0,329240000.0,,574138000.0,335079000.0,239059000.0,,,2024-03-31
27425215.0,27425215.0,351409000.0,1830382000.0,1658028000.0,2542051000.0,436701000.0,1658028000.0,1123344000.0,1835013000.0,2338932000.0,2094369000.0,259356000.0,1835013000.0,1560761000.0,,,274252000.0,274252000.0,2509093000.0,1580561000.0,,,,3480000.0,1536382000.0,1032463000.0,503919000.0,26449000.0,928532000.0,123197000.0,,294000000.0,90881000.0,203119000.0,,23578000.0,322438000.0,,,3189000.0,319249000.0,4603462000.0,3238229000.0,46865000.0,103715000.0,76902000.0,595910000.0,,595910000.0,,,176985000.0,588000.0,176397000.0,2168180000.0,,2168180000.0,3929000.0,2164251000.0,,,,,1365233000.0,67071000.0,157977000.0,,,25350000.0,,,5840000.0,566000.0,316218000.0,,792211000.0,436582000.0,355629000.0,,,2023-09-30
27425215.0,27425215.0,349109000.0,1576715000.0,1552685000.0,2482240000.0,532113000.0,1552685000.0,824140000.0,1729665000.0,2384316000.0,1970146000.0,240481000.0,1729665000.0,1455413000.0,81258000.0,1151326000.0,274252000.0,274252000.0,2268644000.0,1469238000.0,25247000.0,30335000.0,3000000.0,3940000.0,1406716000.0,752065000.0,654651000.0,25247000.0,799406000.0,67075000.0,6672000.0,169999000.0,72075000.0,97924000.0,22979000.0,22979000.0,460962000.0,89777000.0,372000.0,6672000.0,370813000.0,4238790000.0,2907282000.0,-1000.0,268968000.0,71573000.0,80276000.0,225000.0,80051000.0,265900000.0,265900000.0,176980000.0,583000.0,176397000.0,1888685000.0,-2098667000.0,3987352000.0,7527000.0,1881157000.0,1493043000.0,1725921000.0,760861000.0,0.0,1331519000.0,35146000.0,168710000.0,372000.0,1224000.0,22543000.0,16786000.0,5757000.0,68220000.0,534000.0,320391000.0,320391000.0,714379000.0,310913000.0,403466000.0,197455000.0,206011000.0,2023-03-31
