Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
16265267.0,16265267.0,6771700000.0,7284200000.0,2500400000.0,9566600000.0,-1154800000.0,2500400000.0,277200000.0,2559600000.0,5181600000.0,2559600000.0,2559600000.0,2396900000.0,,,162700000.0,162700000.0,11132000000.0,2978200000.0,33400000.0,,,2857500000.0,235500000.0,2622000000.0,87300000.0,8153800000.0,264700000.0,4426700000.0,41700000.0,4385000000.0,,178500000.0,2851500000.0,,,2851500000.0,13691600000.0,6692600000.0,270600000.0,,,1105800000.0,,92300000.0,92300000.0,59200000.0,12900000.0,46300000.0,4745800000.0,,4745800000.0,273400000.0,4472400000.0,,,,,6999000000.0,678200000.0,,,,2405700000.0,,,,900000.0,3393000000.0,,,521200000.0,285900000.0,235300000.0,,2024-03-31
16265267.0,16265267.0,6231200000.0,6634100000.0,2494600000.0,9133700000.0,-793700000.0,2494600000.0,57100000.0,2556700000.0,5212300000.0,2556700000.0,2556700000.0,2394000000.0,,,162700000.0,162700000.0,10838100000.0,2823700000.0,34800000.0,,,2705000000.0,49400000.0,2655600000.0,83900000.0,8014400000.0,258900000.0,3929100000.0,7700000.0,3921400000.0,,291700000.0,3167600000.0,,,3167600000.0,13394800000.0,6174100000.0,380300000.0,,,1121800000.0,,117800000.0,117800000.0,62100000.0,15800000.0,46300000.0,4149100000.0,,4149100000.0,169900000.0,3979200000.0,,,,,7220700000.0,497200000.0,,,,2451700000.0,,,,3500000.0,3495700000.0,,,772600000.0,426800000.0,345800000.0,,2023-09-30
16265267.0,16265267.0,6296400000.0,6680600000.0,2343000000.0,8997700000.0,-616800000.0,2343000000.0,99400000.0,2416500000.0,4860300000.0,2416500000.0,2416500000.0,2253800000.0,-1346600000.0,2005500000.0,162700000.0,162700000.0,11072700000.0,2816600000.0,110700000.0,110700000.0,0.0,2522000000.0,78200000.0,2443800000.0,183900000.0,8256100000.0,126700000.0,4158600000.0,21200000.0,4137400000.0,8800000.0,80600000.0,3732400000.0,260200000.0,900000.0,3471300000.0,13489200000.0,5849900000.0,59200000.0,0.0,281300000.0,48200000.0,78700000.0,14600000.0,14600000.0,73500000.0,27200000.0,46300000.0,5107700000.0,-4922100000.0,10029800000.0,285700000.0,1800000.0,8260000000.0,1092900000.0,389400000.0,0.0,7639300000.0,36500000.0,0.0,900000.0,432400000.0,2541900000.0,1059400000.0,338900000.0,1143600000.0,146700000.0,4196100000.0,-60300000.0,4256400000.0,284800000.0,146900000.0,284800000.0,284800000.0,2023-03-31
