Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Derivative Product Liabilities
210128370.0,210128370.0,6052100000.0,6465400000.0,34142100000.0,40484500000.0,11084600000.0,34142100000.0,188200000.0,34207300000.0,35019700000.0,34413300000.0,206000000.0,34207300000.0,33997200000.0,,210100000.0,210100000.0,15472000000.0,2643900000.0,,,53400000.0,1456300000.0,951600000.0,139200000.0,812400000.0,124200000.0,12828100000.0,285800000.0,,5513800000.0,49000000.0,5464800000.0,252100000.0,5750500000.0,,,362000000.0,5388500000.0,49885300000.0,25972600000.0,984600000.0,,5800000.0,,1786800000.0,1786800000.0,,26800000.0,65200000.0,31800000.0,33400000.0,22542300000.0,,22542300000.0,1638600000.0,20903700000.0,,,,,23912700000.0,890700000.0,,,,9477700000.0,,,,,6200000.0,48600000.0,12472500000.0,,,1017000000.0,791900000.0,225100000.0,,,2024-03-31,,
210128370.0,210128370.0,5421100000.0,5929200000.0,32081100000.0,37855700000.0,10498500000.0,32081100000.0,217800000.0,32144300000.0,33047000000.0,32346600000.0,202300000.0,32144300000.0,31934200000.0,,210100000.0,210100000.0,14591700000.0,2735500000.0,,,95600000.0,1410800000.0,1084900000.0,182200000.0,902700000.0,120000000.0,11856200000.0,258300000.0,,4844300000.0,35600000.0,4808700000.0,229900000.0,5803500000.0,,,442300000.0,5361200000.0,46938300000.0,24583600000.0,1149000000.0,,0.0,,1682100000.0,1682100000.0,,26800000.0,63200000.0,29800000.0,33400000.0,21035000000.0,,21035000000.0,1329400000.0,19705600000.0,,,,,22354700000.0,700500000.0,,,,9552700000.0,,,,,1300000.0,52200000.0,11240900000.0,,,807100000.0,516800000.0,290300000.0,,,2023-09-30,,
210128370.0,210128370.0,6485000000.0,7302900000.0,30088400000.0,37217400000.0,9759300000.0,30088400000.0,242600000.0,30157100000.0,31565600000.0,30340700000.0,183600000.0,30157100000.0,29947000000.0,4108500000.0,210100000.0,210100000.0,15903200000.0,3176000000.0,114600000.0,0.0,96300000.0,1368300000.0,1596800000.0,188300000.0,1408500000.0,114600000.0,12727200000.0,267800000.0,310600000.0,5706100000.0,54300000.0,5651800000.0,228200000.0,6381300000.0,789800000.0,42400000.0,310600000.0,5549100000.0,46243900000.0,23757400000.0,770900000.0,1156500000.0,1200000.0,0.0,987900000.0,877300000.0,110600000.0,26800000.0,68700000.0,35300000.0,33400000.0,20843100000.0,-11612100000.0,32455200000.0,643900000.0,20199200000.0,25494500000.0,5102400000.0,1214400000.0,0.0,22486500000.0,803300000.0,0.0,42400000.0,573500000.0,9234200000.0,504600000.0,3379700000.0,2365000000.0,2984900000.0,328200000.0,50500000.0,11445700000.0,-46200000.0,11491900000.0,862500000.0,287200000.0,575300000.0,2900000.0,572400000.0,2023-03-31,,
