Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Write Off
-208440000.0,0.4,11133000000.0,-521100000.0,-521100000.0,3211800000.0,6658400000.0,23332500000.0,10611900000.0,3953500000.0,-1881500000.0,1881500000.0,3524460000.0,3211800000.0,53012400000.0,,,,,3211800000.0,3211800000.0,0.0,3211800000.0,-3400000.0,3215200000.0,3215200000.0,-1084800000.0,2072000000.0,570000000.0,-521100000.0,0.0,,-1881500000.0,1881500000.0,3904600000.0,29679900000.0,11266700000.0,6658400000.0,6658400000.0,33584500000.0,23332500000.0,56917000000.0,56917000000.0,2024-03-31,
-556560000.0,0.3,11457900000.0,-1855200000.0,-1855200000.0,448100000.0,6189700000.0,22791800000.0,9602700000.0,3413000000.0,-1875500000.0,1875500000.0,1746740000.0,448100000.0,51179200000.0,285414013.0,285414013.0,1.57,1.57,448100000.0,448100000.0,0.0,448100000.0,-2400000.0,450500000.0,450500000.0,1134700000.0,1537500000.0,114800000.0,-1855200000.0,1855200000.0,,-1875500000.0,1875500000.0,5153400000.0,28387400000.0,10580400000.0,6189700000.0,6189700000.0,33540800000.0,22791800000.0,56332600000.0,56332600000.0,2023-12-31,
0.0,0.261106,10408100000.0,0.0,0.0,2206600000.0,6051200000.0,18006900000.0,10408100000.0,4356900000.0,-1374200000.0,1374200000.0,2206600000.0,2206600000.0,44621700000.0,285090439.0,285090439.0,7.74,7.74,2206600000.0,2206600000.0,0.0,2206600000.0,-6000000.0,2212600000.0,2212600000.0,778800000.0,2982700000.0,253600000.0,0.0,,,-1374200000.0,1374200000.0,4103300000.0,26614800000.0,9840900000.0,6051200000.0,6051200000.0,30718100000.0,18006900000.0,48725000000.0,48725000000.0,2023-09-30,
5107291.5633,0.259253,12126700000.0,19700000.0,19700000.0,3816900000.0,5797400000.0,16733200000.0,12146400000.0,6349000000.0,-1310300000.0,1310300000.0,3802307291.5633,3816900000.0,43270600000.0,285056012.0,285056012.0,13.39,13.39,3816900000.0,3816900000.0,0.0,3816900000.0,-600000.0,3817500000.0,3817500000.0,1306300000.0,5038700000.0,1886300000.0,19700000.0,-19700000.0,,-1310300000.0,1310300000.0,4443000000.0,26537400000.0,10305300000.0,5797400000.0,5797400000.0,30980400000.0,16733200000.0,47713600000.0,47713600000.0,2023-06-30,
-9680254.77707,0.08121,11079300000.0,-119200000.0,-119200000.0,3260300000.0,6185000000.0,16396400000.0,10960100000.0,4775100000.0,565500000.0,1321100000.0,3369819745.22293,3260300000.0,41066200000.0,,,,,3260300000.0,3260300000.0,0.0,3260300000.0,-6100000.0,3266400000.0,3266400000.0,280500000.0,3454000000.0,-2019200000.0,-402600000.0,-60600000.0,0.0,565500000.0,1321100000.0,4620400000.0,24669800000.0,3480700000.0,6185000000.0,2868500000.0,29290200000.0,16396400000.0,45686600000.0,45686600000.0,2023-03-31,
,,,,,,,,,,,,,,,285007236.0,285007236.0,13.82,13.82,,,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31,
178520504.451751,0.208284,11505500000.0,857100000.0,857100000.0,3328400000.0,6473700000.0,23637800000.0,12362600000.0,5888900000.0,-1722000000.0,1722000000.0,2649820504.451751,3328400000.0,51565300000.0,285209940.0,284965753.0,11.67,11.68,3328400000.0,3328400000.0,0.0,3328400000.0,-900000.0,3329300000.0,3329300000.0,867900000.0,4166900000.0,263400000.0,857100000.0,-1855200000.0,-31400000.0,-1722000000.0,1722000000.0,4768400000.0,27927500000.0,10008100000.0,6473700000.0,6473700000.0,32695900000.0,23637800000.0,56333700000.0,56333700000.0,2024-06-30 00:00:00,1029500000.0
130504767.840449,0.304207,11311400000.0,429000000.0,429000000.0,2272300000.0,6605800000.0,24622000000.0,11740400000.0,5134600000.0,-1925600000.0,1925600000.0,1973804767.840449,2272300000.0,53109100000.0,285106650.0,285106650.0,7.97,7.97,2272300000.0,2272300000.0,0.0,2272300000.0,-400000.0,2272700000.0,2272700000.0,976200000.0,3209000000.0,141200000.0,429000000.0,-411100000.0,-17900000.0,-1925600000.0,1925600000.0,4564400000.0,28487100000.0,9895700000.0,6605800000.0,6605800000.0,33051500000.0,24622000000.0,57673500000.0,57673500000.0,2024-09-30 00:00:00,0.0
