Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.198799,171075200000.0,,,135622900000.0,35789600000.0,171075200000.0,171075200000.0,-2321800000.0,2321800000.0,135622900000.0,135622900000.0,342003400000.0,,,,,135622900000.0,135622900000.0,0.0,135622900000.0,417500000.0,135205400000.0,135205400000.0,33548000000.0,168753400000.0,169695800000.0,,,-2321800000.0,2321800000.0,635500000.0,306213800000.0,202316800000.0,306849300000.0,35789600000.0,342638900000.0,342638900000.0,2024-03-31
0.0,0.265152,126017000000.0,,,90691900000.0,33544900000.0,126017000000.0,126017000000.0,-2267700000.0,2267700000.0,90691900000.0,90691900000.0,195942700000.0,6161134511.0,6161134511.0,14.72,14.72,90691900000.0,90691900000.0,0.0,90691900000.0,-245000000.0,90936900000.0,90936900000.0,32812400000.0,123749300000.0,-11008400000.0,,,-2267700000.0,2267700000.0,134168400000.0,162397800000.0,78091100000.0,296566200000.0,33544900000.0,330111100000.0,330111100000.0,2023-12-31
0.0,0.230114,90324900000.0,,,67997700000.0,51379400000.0,90324900000.0,90324900000.0,-1824800000.0,1824800000.0,67997700000.0,67997700000.0,202651700000.0,6164796011.0,6164796011.0,11.03,11.03,67997700000.0,67997700000.0,0.0,67997700000.0,-137300000.0,68135000000.0,68135000000.0,20365100000.0,88500100000.0,-7701100000.0,,,-1824800000.0,1824800000.0,97128400000.0,151272300000.0,62802600000.0,248400700000.0,51379400000.0,299780100000.0,299780100000.0,2023-09-30
0.0,0.258667,108902700000.0,,,79710400000.0,47225700000.0,108902700000.0,108902700000.0,-1779400000.0,1779400000.0,79710400000.0,79710400000.0,215321300000.0,6164764114.0,6164764114.0,12.93,12.93,79710400000.0,79710400000.0,0.0,79710400000.0,296400000.0,79414000000.0,79414000000.0,27709300000.0,107123300000.0,-6272200000.0,,,-1779400000.0,1779400000.0,115405100000.0,168095600000.0,76926500000.0,283500700000.0,47225700000.0,330726400000.0,330726400000.0,2023-06-30
-532849729.857752,0.276704,80299100000.0,-1925700000.0,-1925700000.0,55332300000.0,31540400000.0,78373400000.0,78373400000.0,-1950700000.0,1950700000.0,56725150270.14225,55332300000.0,234962800000.0,,,,,55332300000.0,55332300000.0,0.0,55332300000.0,56100000.0,55276200000.0,55276200000.0,21146500000.0,76422700000.0,-37069100000.0,-1925700000.0,1925700000.0,-1950700000.0,1950700000.0,116651600000.0,203422400000.0,63503300000.0,320074000000.0,31540400000.0,351614400000.0,351614400000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,6164984102.0,6164984102.0,12.58,12.58,,,,,,,,,,,0.0,0.0,,,,,,,,,,2022-12-31
0.0,0.226452,143560400000.0,,,109594700000.0,49778400000.0,143560400000.0,143560400000.0,-2088300000.0,2088300000.0,109594700000.0,109594700000.0,207840900000.0,6162728327.0,6162728327.0,17.783471,17.783471,109594700000.0,109594700000.0,0.0,109594700000.0,159200000.0,109435500000.0,109435500000.0,32036600000.0,141472100000.0,18846000000.0,,,-2088300000.0,2088300000.0,123860400000.0,158062500000.0,104422900000.0,281922900000.0,49778400000.0,331701300000.0,331701300000.0,2024-06-30 00:00:00
