Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-10040000.0,0.4,173800000.0,-25100000.0,-25100000.0,-257700000.0,205600000.0,128100000.0,148700000.0,-56900000.0,-192900000.0,192900000.0,,-242640000.0,-257700000.0,422900000.0,,,,,-257700000.0,-257700000.0,0.0,-257700000.0,-5200000.0,-252500000.0,0.0,-252500000.0,2700000.0,-249800000.0,31000000.0,-25100000.0,25100000.0,0.0,-192900000.0,192900000.0,,-62700000.0,294800000.0,56100000.0,205600000.0,205600000.0,232100000.0,128100000.0,360200000.0,360200000.0,2024-03-31
0.0,0.0,180900000.0,19400000.0,19400000.0,-210700000.0,206100000.0,126600000.0,200300000.0,-5800000.0,-200600000.0,200600000.0,,-230100000.0,-210700000.0,407000000.0,1003333333.0,1003333333.0,-0.21,-0.21,-210700000.0,-210700000.0,0.0,-210700000.0,-4300000.0,-206400000.0,0.0,-206400000.0,0.0,-206400000.0,42000000.0,19400000.0,-19400000.0,0.0,-200600000.0,200600000.0,,-67200000.0,280400000.0,39900000.0,206100000.0,206100000.0,213200000.0,126600000.0,339800000.0,339800000.0,2023-12-31
0.0,0.0,1021800000.0,132600000.0,132600000.0,749600000.0,206500000.0,131600000.0,1154400000.0,947900000.0,-197900000.0,197900000.0,,617000000.0,749600000.0,425700000.0,814782609.0,814782609.0,0.92,0.92,749600000.0,749600000.0,0.0,749600000.0,-400000.0,750000000.0,0.0,750000000.0,0.0,750000000.0,18000000.0,132600000.0,,,-197900000.0,197900000.0,,797300000.0,294100000.0,52000000.0,206500000.0,206500000.0,1091400000.0,131600000.0,1223000000.0,1223000000.0,2023-09-30
0.0,0.0,586500000.0,-33200000.0,-33200000.0,101700000.0,205200000.0,118200000.0,553300000.0,348100000.0,-255200000.0,255200000.0,,134900000.0,101700000.0,411500000.0,1004430785.0,1004430785.0,0.101251,0.101251,101700000.0,101700000.0,0.0,101700000.0,8800000.0,92900000.0,0.0,92900000.0,0.0,92900000.0,6000000.0,400000.0,-400000.0,0.0,-255200000.0,255200000.0,,375300000.0,293300000.0,52400000.0,205200000.0,205200000.0,668600000.0,118200000.0,786800000.0,786800000.0,2023-06-30
0.0,0.0,237100000.0,-4900000.0,-4900000.0,-201500000.0,208300000.0,145600000.0,232200000.0,23900000.0,-213800000.0,213800000.0,,-196600000.0,-201300000.0,435700000.0,,,,,-201300000.0,-201300000.0,0.0,-201300000.0,-11600000.0,-189700000.0,200000.0,-189900000.0,0.0,-189900000.0,20200000.0,-4900000.0,1700000.0,,-213800000.0,213800000.0,,8600000.0,290100000.0,45900000.0,208300000.0,208300000.0,298700000.0,145600000.0,444300000.0,444300000.0,2023-03-31
,,,,,,,,,,,,32400000.0,,,,770769231.0,770769231.0,0.13,0.13,,,,,,,,,,,,,-174800000.0,0.0,,,32400000.0,,,,,,,,,,2022-12-31
0.0,0.019608,457700000.0,0.0,0.0,50200000.0,206900000.0,137800000.0,457700000.0,250800000.0,-189600000.0,189600000.0,,50200000.0,120700000.0,433100000.0,1086759529.0,1086759529.0,0.111064,0.111064,120700000.0,120700000.0,0.0,120700000.0,-9800000.0,130500000.0,70500000.0,60000000.0,1200000.0,61200000.0,49500000.0,0.0,,,-189600000.0,189600000.0,,201300000.0,295300000.0,51400000.0,206900000.0,206900000.0,496600000.0,137800000.0,634400000.0,634400000.0,2024-06-30 00:00:00
