Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.378858,1875497000.0,0.0,0.0,876667000.0,422611000.0,347043000.0,1875497000.0,1452886000.0,-41507000.0,41507000.0,876667000.0,876667000.0,7760751000.0,,,,,876667000.0,876667000.0,0.0,876667000.0,0.0,876667000.0,876667000.0,534712000.0,1411379000.0,78318000.0,0.0,-41507000.0,41507000.0,1374568000.0,7413708000.0,2292627000.0,422611000.0,422611000.0,4150937000.0,4150937000.0,8788276000.0,347043000.0,9135319000.0,9135319000.0,2024-03-31
0.0,0.351762,1528899000.0,0.0,0.0,735187000.0,365126000.0,1250126000.0,1528899000.0,1163773000.0,-29641000.0,29641000.0,735187000.0,735187000.0,5391597000.0,403948901.0,403948901.0,1.82,1.82,735187000.0,735187000.0,0.0,735187000.0,0.0,735187000.0,735187000.0,398945000.0,1134132000.0,41323000.0,0.0,-29641000.0,29641000.0,1122450000.0,4141471000.0,2130232000.0,365126000.0,365126000.0,1100847000.0,1100847000.0,5263921000.0,1250126000.0,6514047000.0,6514047000.0,2023-12-31
0.0,0.374971,1043287000.0,0.0,0.0,406695000.0,360155000.0,1195061000.0,1043287000.0,683132000.0,-32450000.0,32450000.0,406695000.0,406695000.0,5227156000.0,402668317.0,402668317.0,1.01,1.01,406695000.0,406695000.0,0.0,406695000.0,0.0,406695000.0,406695000.0,243987000.0,650682000.0,57693000.0,0.0,-32450000.0,32450000.0,625439000.0,4032095000.0,2198703000.0,360155000.0,360155000.0,901990000.0,901990000.0,4657534000.0,1195061000.0,5852595000.0,5852595000.0,2023-09-30
0.0,0.102966,1380096000.0,0.0,0.0,932554000.0,318085000.0,2003137000.0,1380096000.0,1062011000.0,-22414000.0,22414000.0,932554000.0,932554000.0,6630016000.0,403703030.0,403703030.0,2.31,2.31,932554000.0,932554000.0,0.0,932554000.0,0.0,932554000.0,932554000.0,107043000.0,1039597000.0,87317000.0,0.0,-22414000.0,22414000.0,974694000.0,4626879000.0,2538627000.0,318085000.0,318085000.0,1260409000.0,1260409000.0,5601573000.0,2003137000.0,7604710000.0,7604710000.0,2023-06-30
220637.776878,0.326387,1770224000.0,676000.0,676000.0,961174000.0,350670000.0,1922106000.0,1770900000.0,1420230000.0,421726000.0,-6664000.0,960718637.776878,961174000.0,7877992000.0,,,,,961174000.0,961174000.0,0.0,961174000.0,0.0,961174000.0,961174000.0,465720000.0,1426894000.0,1925052000.0,0.0,421726000.0,-6664000.0,-920560000.0,5955886000.0,4165825000.0,350670000.0,337759000.0,2227237000.0,1872787000.0,5035326000.0,1922106000.0,6957432000.0,6957432000.0,2023-03-31
,,,,,,,,,,,,,,,403620611.0,403620611.0,1.31,1.31,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.206772,1175113000.0,0.0,0.0,310364000.0,725474000.0,2849205000.0,1175113000.0,449639000.0,-58967000.0,58967000.0,310364000.0,310364000.0,7074259000.0,403070130.0,403070130.0,0.77,0.77,310364000.0,310364000.0,0.0,310364000.0,472000.0,309892000.0,309892000.0,80780000.0,390672000.0,13841000.0,0.0,-58967000.0,58967000.0,435798000.0,4225054000.0,999379000.0,725474000.0,725474000.0,1878177000.0,1878177000.0,4660852000.0,2849205000.0,7510057000.0,7510057000.0,2024-06-30 00:00:00
