Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
100000000.0,100000000.0,945216000.0,2763089000.0,3992399000.0,5012300000.0,1849653000.0,3992399000.0,1762721000.0,4011932000.0,4195366000.0,4108712000.0,96780000.0,4011932000.0,3811932000.0,,200000000.0,200000000.0,8069587000.0,2286012000.0,189722000.0,1707551000.0,1524117000.0,183434000.0,191239000.0,5783575000.0,1490545000.0,1055538000.0,238604000.0,816934000.0,639903000.0,2454561000.0,,,,2454561000.0,12178299000.0,4545071000.0,173066000.0,163987000.0,129584000.0,0.0,13043000.0,19533000.0,14928000.0,4605000.0,4045858000.0,,4045858000.0,85117000.0,3960741000.0,,,,,7633228000.0,310121000.0,116427000.0,,,2088067000.0,,,,,17392000.0,2765908000.0,,,2335313000.0,2280161000.0,55152000.0,,2024-03-31
100000000.0,100000000.0,877754000.0,2777432000.0,3870286000.0,4810005000.0,1420890000.0,3870286000.0,1851256000.0,3883829000.0,4132782000.0,4000141000.0,116312000.0,3883829000.0,3683829000.0,,200000000.0,200000000.0,8313189000.0,2077917000.0,133001000.0,1591692000.0,1342739000.0,248953000.0,141974000.0,6235272000.0,1112337000.0,1185740000.0,508517000.0,677223000.0,530093000.0,3249763000.0,,,54222000.0,3195541000.0,12313330000.0,4657168000.0,182950000.0,163954000.0,115762000.0,0.0,4701000.0,13543000.0,8938000.0,4605000.0,4176258000.0,,4176258000.0,40822000.0,4135436000.0,,,,,7656162000.0,214347000.0,116427000.0,,,2167792000.0,,,,15529000.0,23979000.0,3463451000.0,,,1654637000.0,1606215000.0,48422000.0,,2023-09-30
100000000.0,100000000.0,896359000.0,2816171000.0,3830089000.0,4821113000.0,1685402000.0,3830089000.0,1838400000.0,3843342000.0,4162195000.0,3943741000.0,100399000.0,3843342000.0,3643342000.0,3444725000.0,200000000.0,200000000.0,8812711000.0,2395450000.0,72067000.0,1916150000.0,1597297000.0,318853000.0,125983000.0,6417261000.0,314524000.0,900021000.0,241103000.0,658918000.0,562591000.0,3425186000.0,299714000.0,5927000.0,0.0,3119545000.0,12756452000.0,4653789000.0,-1000.0,195730000.0,91917000.0,0.0,0.0,13253000.0,8648000.0,4605000.0,4227225000.0,-1521201000.0,5748426000.0,82252000.0,4144972000.0,3047589000.0,2407423000.0,211162000.0,0.0,8102663000.0,266130000.0,116427000.0,49699000.0,279028000.0,2082396000.0,949370000.0,281471000.0,851555000.0,13719000.0,61895000.0,4373213000.0,-7084000.0,4380298000.0,1126286000.0,1044874000.0,81412000.0,81412000.0,2023-03-31
