Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,178449410.0,178449410.0,0.0,14775700000.0,14861400000.0,5485900000.0,14775700000.0,0.0,14861400000.0,14861400000.0,15072400000.0,211000000.0,14861400000.0,14682900000.0,,,178500000.0,178500000.0,462000000.0,181400000.0,,,180000000.0,0.0,0.0,100000.0,280600000.0,44500000.0,,0.0,0.0,0.0,,15300000.0,67000000.0,,,0.0,67000000.0,15534400000.0,9767900000.0,635800000.0,,201800000.0,,3064600000.0,3064600000.0,,3453300000.0,3453300000.0,1045100000.0,85700000.0,100000.0,85600000.0,1007400000.0,,1007400000.0,9300000.0,998100000.0,,,,,5766500000.0,391100000.0,31300000.0,,,2146400000.0,,,,,228600000.0,491500000.0,2477600000.0,2443800000.0,33800000.0,,2024-03-31
,178449410.0,178449410.0,0.0,14373200000.0,14459000000.0,5000600000.0,14373200000.0,0.0,14459000000.0,14459000000.0,14690100000.0,231100000.0,14459000000.0,14280500000.0,,,178500000.0,178500000.0,396300000.0,174000000.0,600000.0,,170500000.0,0.0,0.0,100000.0,222300000.0,33000000.0,,0.0,0.0,0.0,,12900000.0,65600000.0,,,1800000.0,63800000.0,15086400000.0,9863500000.0,636900000.0,,201700000.0,3059700000.0,3097300000.0,3097300000.0,,3464100000.0,3464100000.0,1050700000.0,85800000.0,200000.0,85600000.0,1053400000.0,,1053400000.0,9000000.0,1044400000.0,,,,,5222900000.0,364500000.0,43100000.0,,,2082700000.0,,,,,326800000.0,468800000.0,1937000000.0,1903900000.0,33100000.0,,2023-09-30
,178449410.0,178449410.0,30907000.0,14232332000.0,14333323000.0,5002602000.0,14232332000.0,15790000.0,14318206000.0,14318206000.0,14548263000.0,230057000.0,14318206000.0,2357166000.0,4504881000.0,4349895000.0,178471000.0,178471000.0,496751000.0,178909000.0,515000.0,51000.0,163107000.0,12470000.0,12470000.0,100000.0,317842000.0,14818000.0,285000.0,18437000.0,3320000.0,15117000.0,82558000.0,82500000.0,191274000.0,141557000.0,3955000.0,300000.0,45762000.0,15045014000.0,9724570000.0,636300000.0,37195000.0,211936000.0,,2801287000.0,2770933000.0,30354000.0,3469892000.0,3469892000.0,1062515000.0,85874000.0,287000.0,85587000.0,1712946000.0,-811101000.0,2524047000.0,615840000.0,18287000.0,1280457000.0,394118000.0,215345000.0,0.0,5320444000.0,366600000.0,43483000.0,3955000.0,598507000.0,2109909000.0,523000.0,606774000.0,1283065000.0,219547000.0,214326000.0,524596000.0,1825668000.0,1774920000.0,50748000.0,50748000.0,2023-03-31
